comment_text,label,augmented,augmentation_method,source_text_sha256,augmentation_seed
"S ai cx nói mik là ebe của nhà,v thì....cs phải ko,s chỉ qtam đến e họ thoi v...hiểu con chút dc ko,hóa ra đây chỉ là lời nói vô cùng dối... vẫn chx tht sự biết đâu là thật...hóa ra...mik chỉ là một ng vô hình để họ qtam",1,True,random_insertion,ad8f331a3b2c417a92d5e6630f5fa5ad9289336bd2413ad36973651c825596f9,42
"S ai cx nói mik là ebe của nhà,v thì....cs phải ko,s chỉ qtam đến e họ thoi v...hiểu con chút dc ko,hóa ra đây vô là lời nói dối... vẫn chx tht sự biết đâu là thật...hóa ra...mik chỉ là một ng chỉ hình để họ qtam",1,True,random_swap,ad8f331a3b2c417a92d5e6630f5fa5ad9289336bd2413ad36973651c825596f9,42
"S ai cx nói mik là ebe của nhà,v thì....cs phải ko,s chỉ qtam đến e họ thoi v...hiểu con chút dc ko,hóa ra đây chỉ là lời nói vẫn chx tht sự biết đâu là thật...hóa ra...mik chỉ là một ng vô hình để họ qtam",1,True,random_deletion,ad8f331a3b2c417a92d5e6630f5fa5ad9289336bd2413ad36973651c825596f9,42
"Áp lực gia đình, tình cảm, kinh tế luôn quanh quẩn trong đầu của em những suy nghĩ đó mới xuất hiện trong hai năm trở lại đây nó khiến em không muốn làm, ăn, vận động và cũng không muốn nói chuyện với một ai cả. Mọi thứ như sụp đổ mà nay em mới có 21 tuổi.",1,False,original,8e762a92c541c2328e00f3d68a59f2eaaa70f43ef1e3674f116b1f460d966e51,42
"Áp lực gia đình, tình cảm, kinh tế luôn quanh quẩn trong đầu kinh của em những suy nghĩ đó mới xuất hiện trong hai năm trở lại đây nó khiến em không muốn làm, ăn, vận động và cũng không muốn nói chuyện với một ai cả. Mọi thứ như sụp đổ mà nay em mới có 21 tuổi.",1,True,random_insertion,8e762a92c541c2328e00f3d68a59f2eaaa70f43ef1e3674f116b1f460d966e51,42
"Áp lực gia đình, tình cảm, kinh tế luôn quanh quẩn trong đầu của em những suy nghĩ đó mới xuất hiện trong hai năm trở lại đây nó khiến em không muốn làm, ăn, vận động và sụp không muốn nói chuyện với một ai cả. Mọi thứ như cũng đổ mà nay em mới có 21 tuổi.",1,True,random_swap,8e762a92c541c2328e00f3d68a59f2eaaa70f43ef1e3674f116b1f460d966e51,42
"Áp lực gia đình, tình cảm, kinh tế luôn quẩn trong đầu của em những suy nghĩ đó mới xuất hiện trong năm trở lại đây khiến không muốn làm, ăn, vận động và cũng không muốn nói chuyện với một ai cả. Mọi thứ như sụp đổ mà nay em 21 tuổi.",1,True,random_deletion,8e762a92c541c2328e00f3d68a59f2eaaa70f43ef1e3674f116b1f460d966e51,42
"Mình thề 100%, cái trầm cảm, nổi đau khổ, nổi buồn vô đáy và trống rỗng nó khó chịu vô cùng luôn á. Tất cả mọi thứ điều có 1 đặt điểm chung là đc xuẤt phát từ tổn thương mà người khác để lại trong tâm hồn, tim mình 1 vết sẹo mãi ko thể phai đi. Mình bt đôi khi mình trên con đường đến vs ước mơ của mình là điều ko thể chối cãi. Mình bt ước mơ của mình lớn và khoảng cách bây giờ thật xa vời tầm tay của mình... Mình ko thích phải sống 1 cuộc đời yên tĩnh, mình luôn có 1 cái suy nghĩ rằng. Cuộc đời của mình dù sao cũng phải chết nên phải làm cái gì đó cho gia đình, anh chị em, bạn bè, quốc gia và cả TG để có thể đc ghi tên vào lịch sử. Mình đã trầm cảm 7 năm r . Mình ước mong sao khi mình về già cũng 1 nữa kia của mình đi đến cuối đời...😢😢😢😔😔😔😭",1,False,original,c87f53ef09d57575b8ca645336b7d2aae39c8424ff27937e877ad5d9503c74a0,42
"Mình thề 100%, cái trầm cảm, nổi đau khổ, nổi buồn bã vô đáy và trống rỗng nó khó chịu vô cùng luôn á. Tất cả mọi thứ điều có 1 đặt điểm chung là đc xuẤt phát từ tổn thương mà người khác để lại trong tâm hồn, tim mình 1 vết sẹo mãi ko thể phai đi. Mình bt đôi khi mình trên con đường đến vs ước mơ của mình là điều ko thể chối cãi. Mình bt ước mơ của mình lớn và khoảng cách bây giờ thật xa vời tầm tay của mình... Mình ko thích phải sống 1 cuộc đời yên tĩnh, mình luôn có 1 cái suy nghĩ rằng. Cuộc đời của mình dù sao cũng phải chết nên phải làm cái gì đó cho gia đình, anh chị em, bạn bè, quốc gia và cả TG để có thể đc ghi tên vào lịch sử. Mình đã trầm cảm 7 năm r . Mình ước mong sao khi mình về già cũng 1 nữa kia của mình đi đến cuối đời...😢😢😢😔😔😔😭",1,True,synonym_replacement,c87f53ef09d57575b8ca645336b7d2aae39c8424ff27937e877ad5d9503c74a0,42
"Mình thề 100%, cái trầm cảm, nổi đau khổ, nổi buồn vô đáy và trống rỗng nó khó chịu vô cùng luôn á. Tất cả mọi thứ điều có 1 đặt điểm chung là đc xuẤt phát từ tổn thương mà người khác để lại trong tâm hồn, tim mình 1 vết sẹo mãi ko thể phai đi. Mình bt đôi khi mình trên con đường đến vs ước mơ của mình là kinh điều ko thể chối cãi. Mình bt ước mơ của mình lớn và khoảng cách bây giờ thật xa vời tầm tay của mình... Mình ko thích phải sống 1 cuộc đời yên tĩnh, mình luôn có 1 cái suy nghĩ rằng. Cuộc đời của mình dù sao cũng phải chết nên phải làm cái gì đó cho gia đình, anh chị em, bạn bè, quốc gia và cả TG để có thể đc ghi tên vào lịch sử. Mình đã trầm cảm 7 năm r . Mình ước mong sao khi mình về già cũng 1 nữa kia của mình đi đến cuối đời...😢😢😢😔😔😔😭",1,True,random_insertion,c87f53ef09d57575b8ca645336b7d2aae39c8424ff27937e877ad5d9503c74a0,42
"Mình thề 100%, cái trầm cảm, nổi đau khổ, nổi buồn vô đáy và trống rỗng nó khó chịu vô cùng luôn á. Tất cả mọi thứ điều có 1 đặt điểm chung là đc xuẤt phát từ tổn thương mà người khác để lại trong tâm hồn, tim mình 1 vết sẹo mãi ko thể phai đi. Mình bt đôi khi mình trên con đường đến vs ước mơ của mình là điều ko thể chối cãi. Mình bt ước mơ của mình lớn và 1 cách bây giờ thật xa vời tầm tay của mình... Mình ko thích phải sống khoảng cuộc đời yên tĩnh, mình luôn có 1 cái suy nghĩ rằng. Cuộc đời của mình dù sao cũng phải chết nên phải làm cái gì đó cho gia đình, anh chị em, bạn bè, quốc gia và cả TG để có thể đc ghi tên vào lịch sử. Mình đã trầm cảm 7 năm r . Mình ước mong sao khi mình về già cũng 1 nữa kia của mình đi đến cuối đời...😢😢😢😔😔😔😭",1,True,random_swap,c87f53ef09d57575b8ca645336b7d2aae39c8424ff27937e877ad5d9503c74a0,42
Những cái đó tui bị nhiều rồi có lần tui không sống,1,False,original,f96e1638772e1f0b7867126b083c661dc7f476cd7b8c90284271d31d0981a3b1,42
Những cái cực đó tui bị nhiều rồi có lần tui không sống,1,True,random_insertion,f96e1638772e1f0b7867126b083c661dc7f476cd7b8c90284271d31d0981a3b1,42
Những cái đó nhiều bị tui rồi có lần tui không sống,1,True,random_swap,f96e1638772e1f0b7867126b083c661dc7f476cd7b8c90284271d31d0981a3b1,42
Những cái đó tui nhiều rồi có lần tui không sống,1,True,random_deletion,f96e1638772e1f0b7867126b083c661dc7f476cd7b8c90284271d31d0981a3b1,42
Toi cam on bac si da xe bai giac ngu toi bi mat ngu lau roi nay phai nho den thuoc bac si a,1,False,original,f8e47ba5b2c714a1fe75193ce0d8decaddff6fe25ff8d8620e828b0b9eb72ccd,42
Toi cam on bac si da xe bai giac ngu toi bi mat ngu lau roi nay phai nho den thuoc dữ bac si a,1,True,random_insertion,f8e47ba5b2c714a1fe75193ce0d8decaddff6fe25ff8d8620e828b0b9eb72ccd,42
da cam on bac si Toi xe bai giac ngu toi bi mat ngu lau roi nay phai nho den thuoc bac si a,1,True,random_swap,f8e47ba5b2c714a1fe75193ce0d8decaddff6fe25ff8d8620e828b0b9eb72ccd,42
Toi cam on bac da xe bai giac ngu toi bi mat ngu lau roi nay phai nho thuoc bac a,1,True,random_deletion,f8e47ba5b2c714a1fe75193ce0d8decaddff6fe25ff8d8620e828b0b9eb72ccd,42
"E bj trầm cảm về sự áp lực gia đình, vc học hành, thành tích, con nhà ngta, dễ bj ng thân lười, bj bắt nạt hc đườg, cô giáo chửi thập tệ, rơi vào tuyệt vọng, thu mik lại, ít tiếp xúc, sợ hải mọi thứ, đa nhân cách hình thành lên, đôi khi tự cười một mik đôi khi buồn thì suy ngh tiêu cực, nụ cười dần mất ik thay vào đó là nụ cười giả tạo, ko bt vui là gì, suy nghĩ đến cái chết nhưg vì một lí do nào đấy còn giữ tính mạg tui ở lại. Sau tất cả tui cần đc giải thoát. Vì tui quá *MỆT MỎI RỒI HÃY CHO TUI YÊN NGHỈ IK LM ƠN TUI XIN*",1,False,original,efdcac9ee7349ed119f82044bbe7f398f886b389da2bf783de3f97b64db77610,42
"E bj trầm cảm về sự áp lực gia đình, vc học hành, thành tích, con nhà ngta, dễ bj ng thân lười, bj bắt nạt hc đườg, cô giáo chửi thập tệ, rơi vào tuyệt vọng, thu mik lại, ít tiếp xúc, sợ hải mọi thứ, đa nhân cách hình thành lên, đôi khi tự cười một mik đôi khi buồn thì suy ngh tiêu cực, nụ cười dần mất ik thay vào đó là nụ cười giả tạo, ko bt hạnh phúc là gì, suy nghĩ đến cái chết nhưg vì một lí do nào đấy còn giữ tính mạg tui ở lại. Sau tất cả tui cần đc giải thoát. Vì tui quá *MỆT MỎI RỒI HÃY CHO TUI YÊN NGHỈ IK LM ƠN TUI XIN*",1,True,synonym_replacement,efdcac9ee7349ed119f82044bbe7f398f886b389da2bf783de3f97b64db77610,42
"E bj trầm cảm về sự áp lực gia đình, vc học hành, thành tích, con nhà ngta, dễ bj ng thân lười, bj bắt nạt hc đườg, cô giáo chửi thập tệ, rơi vào tuyệt vọng, thu mik lại, ít tiếp xúc, sợ hải mọi thứ, đa nhân cách hình thành lên, đôi khi tự cười một mik đôi khi buồn thì suy ngh tiêu cực, nụ cười dần mất ik thay vô cùng vào đó là nụ cười giả tạo, ko bt vui là gì, suy nghĩ đến cái chết nhưg vì một lí do nào đấy còn giữ tính mạg tui ở lại. Sau tất cả tui cần đc giải thoát. Vì tui quá *MỆT MỎI RỒI HÃY CHO TUI YÊN NGHỈ IK LM ƠN TUI XIN*",1,True,random_insertion,efdcac9ee7349ed119f82044bbe7f398f886b389da2bf783de3f97b64db77610,42
"E bj trầm cảm về sự áp lực gia đình, vc học hành, thành tích, con nhà ngta, dễ bj ng thân lười, bj bắt nạt hc đườg, cô giáo chửi thập tệ, rơi vào tuyệt vọng, thu mik lại, ít tiếp xúc, sợ hải mọi thứ, đa nhân cách hình thành lên, đôi khi tự cười một mik đôi khi buồn thì suy ngh tiêu cực, LM cười dần mất ik thay vào đó là nụ cười giả tạo, ko bt vui là gì, suy nghĩ đến cái chết nhưg vì một lí do nào đấy còn giữ tính mạg tui ở lại. Sau tất cả tui cần đc giải thoát. Vì tui quá *MỆT MỎI RỒI HÃY CHO TUI YÊN NGHỈ IK nụ ƠN TUI XIN*",1,True,random_swap,efdcac9ee7349ed119f82044bbe7f398f886b389da2bf783de3f97b64db77610,42
Cảm ơn a vì video này. E đã đối diện với trầm cảm từ cuối năm 2019 đến giờ đã là gần 4 năm. E đã đến mức 1 ngày nghĩ đến việc tự tử k biết bao nhiêu lần. Nhưng e biết Chúa nên Chúa giữ e khỏi điều đó. Nhưng e không hề thật sự biết lí do của trầm cảm cũng như không có cách thoát ra hoàn toàn. Sau khi e xem video này thì e đã nghiêm túc cầu hỏi Chúa về sự thất vọng và e đã được giải phóng rất nhiều. Chúa đã chữa lành và giúp e vượt qua rất thần kì. Cảm ơn vì khi xung quanh e không ai hiểu được bệnh trầm cảm của e thì e được khích lệ rất nhiều từ video của a. Biết ơn Chúa vì điều a đang làm. Chúa ban phước lại cho a,1,False,original,4f31fe2df348d960a3e424c8553fbfa337922605166d950b5ae30c48a44f8191,42
Cảm ơn a vì video này. E đã đối diện với trầm cảm từ cuối năm quá 2019 đến giờ đã là gần 4 năm. E đã đến mức 1 ngày nghĩ đến việc tự tử k biết bao nhiêu lần. Nhưng e biết Chúa nên Chúa giữ e khỏi điều đó. Nhưng e không hề thật sự biết lí do của trầm cảm cũng như không có cách thoát ra hoàn toàn. Sau khi e xem video này thì e đã nghiêm túc cầu hỏi Chúa về sự thất vọng và e đã được giải phóng rất nhiều. Chúa đã chữa lành và giúp e vượt qua rất thần kì. Cảm ơn vì khi xung quanh e không ai hiểu được bệnh trầm cảm của e thì e được khích lệ rất nhiều từ video của a. Biết ơn Chúa vì điều a đang làm. Chúa ban phước lại cho a,1,True,random_insertion,4f31fe2df348d960a3e424c8553fbfa337922605166d950b5ae30c48a44f8191,42
