comment_text,label,augmented
"Câu chuyện bạn này gần giống mình, mình là đứa rất rất hiền, nhát và dễ khóc nữa, từ năm cấp 2 đến giờ khiến mình rất áp lực, bị bạn bè trêu trọc, bị bắt nạt, không theo kịp các bạn khiến mình luôn suy nghĩ tới những hướng tiêu cực như tự làm tổn thương mình. Bố mẹ mình thì cũng không áp đặt gì nhiều, vẫn rất chiều mình, quan tâm, không áp lực điểm số, ai trêu trọc mình là muốn xử bẹp luon 😶‍🌫 Nhưng không hiểu sao tính mình nó rất cực lạ, luôn tự làm mình tổn thương, nhiều khi suy nghĩ tiêu cực làm mình khóc sưng mắt nữa. Mình nghĩ do mình bị áp lực về bắt nạt học đường, mấy ngày nay cô mình đổi chỗ cho mình lên bàn đầu để dễ quan sát hơn, nhưng hay bị bạn bè trêu trọc khiến 2 ngày nay mình khóc rất nhiều. Mình có bảo mẹ xin cô chuyển về chỗ cũ nhưng cả 2 ngày nay cô không có tiết với không nhắc tới khiến mình mất niềm tin hẳn. Mình chỉ mong là ngày mai cô xem và cho mình đổi lại về chỗ cũ thôi, vì mình cũng là một đứa hướng nội, chỉ muốn ở trong góc:( Có gì ngày mai mình kể tiếp chứ giờ mọi thứ thực sự áp lực dữ lắm rồi... Bạn đọc đến đây thì đừng nói nặng lời với mình, mình chỉ muốn giải tỏa căng thẳng một chút thôi..",1,True
"chuyện bạn này gần giống mình, là đứa rất rất hiền, nhát và dễ khóc nữa, từ năm cấp đến giờ khiến mình rất áp lực, bị bạn trêu trọc, bị bắt nạt, không theo kịp các bạn khiến mình luôn suy nghĩ tới hướng tiêu cực như tự tổn thương mình. Bố mẹ mình thì cũng không áp đặt gì nhiều, vẫn rất chiều mình, quan tâm, không áp điểm số, ai trọc mình là muốn xử bẹp luon 😶‍🌫 Nhưng không hiểu sao mình nó rất lạ, luôn tự làm mình tổn thương, nhiều khi suy nghĩ tiêu cực làm khóc sưng nữa. Mình nghĩ do mình bị về bắt nạt học đường, mấy ngày nay cô mình đổi chỗ cho mình lên bàn đầu để dễ quan sát hơn, nhưng hay bị bè trêu trọc khiến 2 ngày nay mình khóc rất nhiều. Mình có bảo mẹ xin cô về chỗ cũ nhưng cả 2 ngày nay cô không có tiết với không nhắc tới khiến mình mất niềm tin hẳn. Mình chỉ mong ngày mai cô xem và cho đổi lại về chỗ cũ thôi, vì mình cũng là một đứa hướng nội, chỉ muốn ở trong Có gì ngày mai mình kể tiếp chứ giờ mọi thứ sự áp lực dữ lắm rồi... Bạn đọc đây thì đừng nặng lời với mình, mình chỉ muốn tỏa căng thẳng một chút thôi..",1,True
"Có 1 sự thật rằng tôi luôn nói chuyện với bản thân.tự tưởng có 1 người khác đang nói chuyện chia sẻ mọi thứ mình.điều đó làm tôi vui , toi cũng k cần bạn bè vì rất khó nói chuyện với họ. 😔😔😔",1,False
"Có 1 sự thật rằng tôi luôn nói chuyện với bản thân.tự tưởng có 1 người khác đang nói chuyện chia sẻ mọi thứ mình.điều đó làm tôi hạnh phúc , toi cũng k cần bạn bè vì rất khó nói chuyện với họ. 😔😔😔",1,True
"Có 1 sự thật rằng tôi luôn kinh nói chuyện với bản thân.tự tưởng có 1 người khác đang nói chuyện chia sẻ mọi thứ mình.điều đó làm tôi vui , toi cũng k cần bạn bè vì rất khó nói chuyện với họ. 😔😔😔",1,True
"Ta vẫn nằm nghe mưa bay bên tai từng giờ Ta vẫn nằm nghe tiếng còi xe vang nơi đường phố Nhìn lại ta vẫn còn đây trong làn khói mập mờ Chẳng phải thở than vẫn mê mê man man chả nhớ Đêm nay cô đơn! Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Huỳnh Công Hiếu: Em ơi nếu như và ngày mai mà anh chết thì anh không biết rằng em liệu có buồn không Bởi vì tâm hồn của anh là một ngày hạ và con tim của em là mặt trời vào mùa đông Anh biết là lâu quá rồi anh không freestyle hay làm vài ba chai cùng với thằng bạn anh Và anh chơi nhạc rap thì cũng chỉ vì đam mê chứ đâu phải là cách để cho bản thân anh rạng danh Và bao nhiêu thành phố mà đôi chân anh đi qua, quá nhiều cô gái nhưng không làm anh sao xuyến Anh chạy theo đam mê để nuôi sống gia đình, không ai được phép làm trái tim em đau điếng Đêm nay anh say nên anh sẽ nói ra bao nhiêu tâm tư ở trong anh bấy lâu nay Cuộc sống này chưa từng đối đãi công bằng nên anh chọn cách đã phải viết cả bài này Ngày hôm đó anh bị thằng chủ đuổi, tiền phải kiếm cho dù bị chửi đủ Thời niên thiếu gia đình Huỳnh Công Hiếu Tiền không thiếu nhưng mà cũng chỉ đủ Ai cũng muốn là mình được làm chủ nhỉ Trưởng thành mau để ông già còn ngủ nghỉ Sau giờ tan làm có em ngồi cùng thủ thỉ Nếu mai anh giàu nếu mai anh giàu em sẽ trở thành thủ quỹ Anh không sinh ra từ một gia định viên chức chỉ có đôi bàn tay trắng nên không có nhiều tài sản Không được lập trình theo một cách thật bài bản tâm hồn anh là thủy thủ những ngày ra khơi ngoài cảng Chưa bao giờ nghĩ có một ngày mình nổi tiếng, được nhiều người biết và đọc rap trên kháng đài Hào quang sân khấu luôn nhắc nhở một điều là đừng trở thành nô lệ của cảm xúc theo tháng ngày Đêm nay cô đơn nếu không nói ra thì ngày mai con tim anh cũng sẽ trở thành tảng đá Lang thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Xám: Oh anh không nghĩ là đêm nay anh cô đơn chỉ là do anh không cần thêm một ai bên cạnh Chai rượu Anh vừa rót vẫn còn đầy để âm nhạc được giải thoát không cần nhớ tên anh đâu Dăm ba câu chuyện mình cười nói cũng quên nhanh, thứ gì quá ngọt thì chịu khó bỏ thêm chanh Anh không muốn câu chuyện này tình tiết trở nên căng nên cứ về nhà và từ chối ở bên anh Và anh không cô đơn chắc chỉ đang cần một khoảng trống để tất cả mọi thứ ở số không Anh đóng luôn cửa sổ lấy thêm chai nữa rót cảm giác được nó phía trong Anh không cầm điện thoại chỉ có tiếng nhạc tiếp đi dù cho tâm can anh bất động Và dù cho đam mê đêm hôm qua như giấc mộng Và dù cho cơn đau Anh đang lan ra rất rộng Và dù cho thất vọng thì cứ lấy ra và nóc tiếp Dù cho anh say nên có lúc hay bị off beat Không có gạt tàn anh vẫn lấy thêm và đốt hết Em nói tình yêu là từ giúp ta được thoát chết Nhưng cuối cùng thì chẳng có gì chiến thắng được thời gian Chẳng biết khi nào thì trời sáng Anh từ từ chậm chậm đi đến hết đường hành lang Oh 6:30 mình rời quán Huỳnh Công Hiếu: Đêm nay cô đơn Nếu không nói ra thì Ngày mai con tim anh cũng sẽ trở thành tảng đá Lang Thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được Những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi với dòng đời Tâm tư ta như con thác chênh vênh thả trôi",1,False
"Ta vẫn nằm nghe mưa bay bên tai từng giờ Ta vẫn nằm nghe tiếng còi xe vang nơi đường phố Nhìn lại ta vẫn còn đây trong làn khói mập mờ Chẳng phải thở than vẫn mê mê man man chả nhớ Đêm nay cô đơn! Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Huỳnh Công Hiếu: Em ơi nếu như và ngày mai mà anh chết thì anh không biết rằng em liệu có thất vọng không Bởi vì tâm hồn của anh là một ngày hạ và con tim của em là mặt trời vào mùa đông Anh biết là lâu quá rồi anh không freestyle hay làm vài ba chai cùng với thằng bạn anh Và anh chơi nhạc rap thì cũng chỉ vì đam mê chứ đâu phải là cách để cho bản thân anh rạng danh Và bao nhiêu thành phố mà đôi chân anh đi qua, quá nhiều cô gái nhưng không làm anh sao xuyến Anh chạy theo đam mê để nuôi sống gia đình, không ai được phép làm trái tim em đau điếng Đêm nay anh say nên anh sẽ nói ra bao nhiêu tâm tư ở trong anh bấy lâu nay Cuộc sống này chưa từng đối đãi công bằng nên anh chọn cách đã phải viết cả bài này Ngày hôm đó anh bị thằng chủ đuổi, tiền phải kiếm cho dù bị chửi đủ Thời niên thiếu gia đình Huỳnh Công Hiếu Tiền không thiếu nhưng mà cũng chỉ đủ Ai cũng muốn là mình được làm chủ nhỉ Trưởng thành mau để ông già còn ngủ nghỉ Sau giờ tan làm có em ngồi cùng thủ thỉ Nếu mai anh giàu nếu mai anh giàu em sẽ trở thành thủ quỹ Anh không sinh ra từ một gia định viên chức chỉ có đôi bàn tay trắng nên không có nhiều tài sản Không được lập trình theo một cách thật bài bản tâm hồn anh là thủy thủ những ngày ra khơi ngoài cảng Chưa bao giờ nghĩ có một ngày mình nổi tiếng, được nhiều người biết và đọc rap trên kháng đài Hào quang sân khấu luôn nhắc nhở một điều là đừng trở thành nô lệ của cảm xúc theo tháng ngày Đêm nay cô đơn nếu không nói ra thì ngày mai con tim anh cũng sẽ trở thành tảng đá Lang thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Xám: Oh anh không nghĩ là đêm nay anh cô đơn chỉ là do anh không cần thêm một ai bên cạnh Chai rượu Anh vừa rót vẫn còn đầy để âm nhạc được giải thoát không cần nhớ tên anh đâu Dăm ba câu chuyện mình cười nói cũng quên nhanh, thứ gì quá ngọt thì chịu khó bỏ thêm chanh Anh không muốn câu chuyện này tình tiết trở nên căng nên cứ về nhà và từ chối ở bên anh Và anh không cô đơn chắc chỉ đang cần một khoảng trống để tất cả mọi thứ ở số không Anh đóng luôn cửa sổ lấy thêm chai nữa rót cảm giác được nó phía trong Anh không cầm điện thoại chỉ có tiếng nhạc tiếp đi dù cho tâm can anh bất động Và dù cho đam mê đêm hôm qua như giấc mộng Và dù cho cơn đau Anh đang lan ra rất rộng Và dù cho thất vọng thì cứ lấy ra và nóc tiếp Dù cho anh say nên có lúc hay bị off beat Không có gạt tàn anh vẫn lấy thêm và đốt hết Em nói tình yêu là từ giúp ta được thoát chết Nhưng cuối cùng thì chẳng có gì chiến thắng được thời gian Chẳng biết khi nào thì trời sáng Anh từ từ chậm chậm đi đến hết đường hành lang Oh 6:30 mình rời quán Huỳnh Công Hiếu: Đêm nay cô đơn Nếu không nói ra thì Ngày mai con tim anh cũng sẽ trở thành tảng đá Lang Thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được Những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi với dòng đời Tâm tư ta như con thác chênh vênh thả trôi",1,True
"Ta vẫn nằm nghe mưa bay bên tai từng giờ Ta vẫn nằm nghe tiếng còi xe vang nơi đường phố Nhìn lại ta vẫn còn đây trong làn khói mập mờ Chẳng phải thở than vẫn mê mê man man chả nhớ Đêm nay cô đơn! Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Huỳnh Công Hiếu: Em ơi nếu như và ngày mai mà anh chết thì anh không biết rằng em liệu có buồn không Bởi vì tâm hồn của anh là một ngày hạ và con tim của em là mặt trời vào mùa đông Anh biết là lâu quá rồi anh không freestyle hay làm vài ba chai cùng với thằng bạn anh Và anh chơi nhạc rap thì cũng chỉ vì đam mê chứ đâu phải là cách để cho bản thân anh rạng danh Và bao nhiêu thành phố mà đôi chân anh đi qua, quá nhiều cô gái nhưng không làm anh sao xuyến Anh chạy theo đam mê để nuôi sống gia đình, không ai được phép làm trái tim em đau điếng Đêm nay anh say nên anh sẽ nói ra bao nhiêu tâm tư ở trong anh bấy lâu nay Cuộc sống này chưa từng đối đãi công bằng nên anh chọn cách đã phải viết cả bài này Ngày hôm đó anh bị thằng chủ đuổi, tiền phải kiếm cho dù bị chửi đủ Thời niên thiếu gia đình Huỳnh Công Hiếu Tiền không thiếu nhưng mà cũng chỉ đủ Ai cũng muốn là mình được làm chủ nhỉ Trưởng thành mau để ông già còn ngủ nghỉ Sau giờ tan làm có em ngồi cùng thủ thỉ Nếu mai anh giàu nếu mai anh giàu em sẽ trở thành thủ quỹ Anh không sinh ra từ một gia định viên chức chỉ có đôi bàn tay trắng nên không có nhiều tài sản Không được lập trình theo một cách thật bài bản tâm hồn anh là thủy thủ những ngày ra khơi ngoài cảng Chưa bao giờ nghĩ có một ngày mình nổi tiếng, được nhiều người biết và đọc rap trên kháng đài Hào quang sân khấu luôn nhắc nhở một điều là đừng trở thành nô lệ của cảm xúc theo tháng ngày Đêm nay cô đơn nếu không nói ra thì ngày mai con tim anh cũng sẽ trở thành tảng đá Lang thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu cực thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Xám: Oh anh không nghĩ là đêm nay anh cô đơn chỉ là do anh không cần thêm một ai bên cạnh Chai rượu Anh vừa rót vẫn còn đầy để âm nhạc được giải thoát không cần nhớ tên anh đâu Dăm ba câu chuyện mình cười nói cũng quên nhanh, thứ gì quá ngọt thì chịu khó bỏ thêm chanh Anh không muốn câu chuyện này tình tiết trở nên căng nên cứ về nhà và từ chối ở bên anh Và anh không cô đơn chắc chỉ đang cần một khoảng trống để tất cả mọi thứ ở số không Anh đóng luôn cửa sổ lấy thêm chai nữa rót cảm giác được nó phía trong Anh không cầm điện thoại chỉ có tiếng nhạc tiếp đi dù cho tâm can anh bất động Và dù cho đam mê đêm hôm qua như giấc mộng Và dù cho cơn đau Anh đang lan ra rất rộng Và dù cho thất vọng thì cứ lấy ra và nóc tiếp Dù cho anh say nên có lúc hay bị off beat Không có gạt tàn anh vẫn lấy thêm và đốt hết Em nói tình yêu là từ giúp ta được thoát chết Nhưng cuối cùng thì chẳng có gì chiến thắng được thời gian Chẳng biết khi nào thì trời sáng Anh từ từ chậm chậm đi đến hết đường hành lang Oh 6:30 mình rời quán Huỳnh Công Hiếu: Đêm nay cô đơn Nếu không nói ra thì Ngày mai con tim anh cũng sẽ trở thành tảng đá Lang Thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được Những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi với dòng đời Tâm tư ta như con thác chênh vênh thả trôi",1,True
Áp lực gia đình áp lực học tập thật đáng sợ 😭😭😭😭😭😭😭😭😭,1,False
Áp lực gia đình áp lực học tập thật đáng hoảng sợ 😭😭😭😭😭😭😭😭😭,1,True
Áp lực gia đình áp vô cùng lực học tập thật đáng sợ 😭😭😭😭😭😭😭😭😭,1,True
Xác nhận là áp lực công việc ảnh hưởng tới trầm cảm.,1,False
Xác nhận lắm là áp lực công việc ảnh hưởng tới trầm cảm.,1,True
Xác nhận là áp lực công việc hưởng ảnh tới trầm cảm.,1,True
"Ở VN gần như đứa trẻ nào cũng có tổn thương về gia đình, mình k ở nc ngoài bh nên k biết họ thế nào. Bản thân mình cũng phải tự nhìn lại bản thân, đọc nhiều sách dạy con (mà đọc những quyển đấy mình thấy đứa trẻ đang bị tổn thương trong mình nhiều hơn), dạy mình, với mong muốn con mình sẽ k gặp phải toxic parents, k phải trải qua những cảm xúc tiêu cực đến muốn tự tử như mình. Có 1 quyển sách của Nhật ""Mẹ cáu giận, con hư hỏng"" mà mọi cha mẹ nào cũng nên đọc một lần.",1,False
"Ở VN gần như đứa trẻ nào cũng có tổn thương về gia đình, mình k ở nc ngoài bh nên k biết họ thế nào. Bản thân mình cũng phải tự nhìn lại bản thân, đọc nhiều sách dạy con (mà đọc những quyển đấy mình thấy đứa trẻ lắm đang bị tổn thương trong mình nhiều hơn), dạy mình, với mong muốn con mình sẽ k gặp phải toxic parents, k phải trải qua những cảm xúc tiêu cực đến muốn tự tử như mình. Có 1 quyển sách của Nhật ""Mẹ cáu giận, con hư hỏng"" mà mọi cha mẹ nào cũng nên đọc một lần.",1,True
"Ở VN gần như đứa trẻ nào cũng có tổn thương về gia đình, mình k ở nc ngoài bh nên k biết họ thế nào. Bản sẽ mình cũng phải tự nhìn lại bản thân, đọc nhiều sách dạy con (mà đọc những quyển đấy mình thấy đứa trẻ đang bị tổn thương trong mình nhiều hơn), dạy mình, với mong muốn con mình thân k gặp phải toxic parents, k phải trải qua những cảm xúc tiêu cực đến muốn tự tử như mình. Có 1 quyển sách của Nhật ""Mẹ cáu giận, con hư hỏng"" mà mọi cha mẹ nào cũng nên đọc một lần.",1,True
