comment_text,label,weak_label,confidence,depression_score,matched_keywords
"Kính chào Gs Bs và Rachel thương hai vị quá ! Kệ đi con tùy quan điểm mỗi người , mình làm tốt công việc dẫn ch trình của mình . Mong kênh được bà con xa gần ủng hộ kênh của mình nhất là được nghe những chỉ dẫn về thuốc men ,bịnh tật … tôi rất cám ơn hai vị rất nhiều ! Mong bình an và hạnh phúc cho Đại gia đình Gs Bs Liêm và cô Rachel thông minh xinhđẹp mỗi ngày !",0,normal_auto,high,-4,cảm ơn|ủng hộ
"Giọng hát đi vào lòng người, cảm ơn giọng ca tuyệt vời !👏👏👏⚘⚘🌷",0,normal_auto,high,-4,cảm ơn|tuyệt vời
Rất tuyệt vời Cảm ơn cô lanh rất nhiều ❤,0,normal_auto,high,-4,cảm ơn|tuyệt vời
Thiên Tú hát hay quá chọn bài cũng rất hay❤❤❤,0,normal_auto,high,-4,hay quá|rất hay
"Cảm ơn chị, video rất hay và ý nghĩa. Hy vọng sẽ có nhiều người xem được và xem.hết video này",0,normal_auto,high,-4,cảm ơn|rất hay
"Hay quá e oi , nge đi nge lại kg chán quá tuyệt vời!❤️🥰🫶🏻👍👏💐",0,normal_auto,high,-4,hay quá|tuyệt vời
"Thầy quá hào phóng khi đã bỏ thời gian, công sức ra để truyền đạt lại kinh nghiệm, kiến thức quý báu cho mọi người trên youtube. Cảm ơn thầy",0,normal_auto,high,-4,hay quá|cảm ơn
"Cảm ơn tác giả, Vũ Cát Tường, Karik và Negav đã cook ra một bài hoàn hảo như vậy. Cảm ơn anh Ngô Kiến Huy và JeyB đã làm cho mọi thứ trở nên tuyệt vời hơn với giọng hát ấm áp của mình",0,normal_auto,high,-4,cảm ơn|tuyệt vời
Hat hay qua tuyet voi,0,normal_auto,high,-4,hay quá|tuyệt vời
Con xin loi nay con co l loi gi tu mie ng tao ra nay con xin sam hoi cam ơn ban giang bai co y nghĩa duoc chăm sóc súc khoe tót va em duocchap nhan bang long ngje loi khuyên ban song trong Hiên tai va em bang long cháp nhan song trong Hiên tai cam ơn ban duoc cháp nhan ban bang long ban la ngươi quy nhát trong đôi song Hiên tai a cháp nhan bang long thích co tinh yêu chan thát la hanh phuc tuyet voi vuo ve khoe manh binh an va em lam theo.loi thay day di theo con dương tót,0,normal_auto,high,-4,cảm ơn|tuyệt vời
"hay quá cô ơi,em vừa học bài vừa nghe cảm giác thật tuyệt vời",0,normal_auto,high,-4,hay quá|tuyệt vời
Cảm ơn anh.quá tuyệt vời ạ❤❤❤,0,normal_auto,high,-4,cảm ơn|tuyệt vời
"giọng của anh hay quá đi, nghe như tuổi thơ ùa về văng vẳng trong tai của ngày xưa mà nghe đâu đó trên đài truyền hình, những thước phim hay và ý nghĩa quá. chúc anh có chuyến đi tốt đẹp",0,normal_auto,high,-4,hay quá|ý nghĩa quá
Làm sao khỏi được bệnh trầm cảm lo âu mình không ngủ được bị 13 năm rồi mình mệt mỏi quá 😢,1,depression_auto,high,11,trầm cảm|mệt mỏi|lo âu
Tâm trạng quá. Cảm ơn bài hát hay quá,0,normal_auto,high,-4,hay quá|cảm ơn
Bác sỹ cho tôi hỏi tôi bị mất ngủ 15nam nay rồi tôi rất là đau khổ và tuyệt vọng xin hỏi Bác sỹ có cách nào giúp dùm tôi,1,depression_auto,high,8,tuyệt vọng|mất ngủ
Video hay quá ạ! Cảm ơn anh nhiều <3,0,normal_auto,high,-6,video hay|hay quá|cảm ơn
A Di Đà Phật - ❤ Cảm ơn bài giảng của Thầy quá tuyệt vời 🙌 🎉❤,0,normal_auto,high,-6,hay quá|cảm ơn|tuyệt vời
Cảm ơn thầy quá nhiều. E đang rất cần ạ. ❤,0,normal_auto,high,-4,hay quá|cảm ơn
"Bài này phối rất hay Có nhẹ nhàng, có dữ dội Tùng Dương thực sự đã khá kìm giọng để phù hợp với Tăng Duy Tân và phù hợp vs bài mà vẫn thấy khủng Tăng Duy Tân hát cũng hay, cảm giác dễ thương Rap cũng rất hợp nữa",0,normal_auto,high,-4,dễ thương|rất hay
Làm sao để có thể biết mình có bị trầm cảm hay chỉ là mệt mỏi tạm thời vậy bs? 😢,1,depression_auto,high,8,trầm cảm|mệt mỏi
"Nghe bạn hát cảm động quá, cảm ơn bạn",0,normal_auto,high,-4,cảm ơn|cảm động quá
"Cảm ơn Anh Trí ,video này quá hay quá tâm lý .",0,normal_auto,high,-4,hay quá|cảm ơn
Nam mô bổn sư thích ca mô ni Phật. 🙏🙏🙏 . Nam mô Phật bổn sư thích CA MÔ NI. Nam mô a di Đà Phật. Cảm ơn bài chia sẻ của Thầy rất hay và ý nghĩa ạ .,0,normal_auto,high,-4,cảm ơn|rất hay
Biểu hiện mk dg chải.....chạm chạp dễ bị kích động.cam giác tội lỗi thất vọng về bản thân.mệt mỗi ..khó tập trung . tâm trạng buồn k lý do.bi quan trước mọi việc.lúc tự nhiên buồn rồi khóc một mình lúc k cảm xúc . đầu óc đờ đẫn tróng rổng khó tập trung.k biết có phải mk bị trầm cảm không và đi khám bác sĩ được hk . và vào khám mk phải nói ntn để bắt sĩ khám cho mk,1,depression_auto,high,14,trầm cảm|mệt mỏi|trống rỗng|khóc một mình
"cảm ơn bài này rất hay về chủ đề học! cảm ơn rất nhiều, rất thực ngôn ngữ mộc mạc",0,normal_auto,high,-4,cảm ơn|rất hay
Hay lắm lắm luôn chị ơi tuyệt vời xuất sắc quá đỉnh luôn nghe hoài nghe mãi mà không thấy chán luôn chị ạ 👍👍👍👍👍👍👌👌👌👌👌👌😍😍😍😍😍😍😘😘😘😘😘😘💞💞💞💞💞💞💙💙💙💙💙💙💕💕💕💕💕💕,0,normal_auto,high,-4,tuyệt vời|quá đỉnh
"cảm ơn anh Vũ Cát Tường, anh Ngô Kiến Huy, anh Karik, Jey B và đặc biệt là em của chị Negav đã đem đến 1 bài hát rất rất hay và cảm xúc",0,normal_auto,high,-4,cảm ơn|rất hay
"Cảm ơn Thầy nhiều lắm ạ! Con va gd nghe thầy giảng mỗi ngày, ba mẹ con bảo lời thầy rất hay, công nhận Thầy giỏi quá luôn! Lời văn tiếng kệ thật tế và tuyệt vời hơn là thầy rất lưu loát trong lời giảng mà ko hề nhìn giấy viết như bao người khác! Phải nói THẦY THẬT TUYỆT VỜI! Kinh chúc Thầy sức khỏe và bình an! Thương và yêu thầy nhieu lắm do! A di đà Phật 🙏❤️",0,normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay
bài hát hay quá cảm ơn bạn đã sub :D,0,normal_auto,high,-4,hay quá|cảm ơn
"cảm ơn anh về chủ đề mà em cũng đang quan tâm ngay lúc này, em cũng đang dự định mua quyển Why We Sleep về đọc, mà nghe anh chia sẻ nó mang nhiều nội dung học thuật nhàm chán và mang đến cảm giác tồi tệ nên dự định có thể được dời lại hehe. Nhưng cốt lỗi về giấc ngủ như giấc ngủ NREM, REM, hay các sự thật mà chúng ta vẫn thường nghĩ là đúng về giấc ngủ thì em có thể ứng dụng được ngay. Và cuối cùng chúc anh thành công và dồi dào sức khoẻ.",0,normal_auto,high,-4,cảm ơn|ủng hộ
Hai chị em hát hay như ca sĩ bất đắc dĩ 😊😅ngoan ngoãn đáng yêu dễ thương quá ☺️😂👏💫💯🌌,0,normal_auto,high,-4,dễ thương|đáng yêu
"mình 40 tuổi, cô đơn dù có vợ 2 con sống chung nhà nhưng chỉ vì con, có lúc mình như trầm cảm, khi nghe kênh này mình vẫn cô đơn nhưng ổn hơn trước",1,depression_auto,high,8,trầm cảm|cô đơn
"Video rất hay, hữu ích, và chi tiết đủ để có thể áp dụng được ngay. Em cảm ơn chị Quỳnh rất nhiều ❤",0,normal_auto,high,-4,cảm ơn|rất hay
"Rất tuyệt vời và rất đỉnh, Cảm ơn Lưu Ánh Loan rất nhiều ❤",0,normal_auto,high,-4,cảm ơn|tuyệt vời
Chúc mừng ah đã nhận đc 1 sub và cảm ơn vì đã tạo động lực cho rất nhiều người mong ah đạt 100k sub nhá ;3,0,normal_auto,high,-4,cảm ơn|chúc mừng
Cảm ơn những chia vô cùng tuyệt vời của anh,0,normal_auto,high,-4,cảm ơn|tuyệt vời
Lòng Con biết Ơn Vũ Trụ Cảm ơn bài viết rất hay và ý nghĩa. Cảm ơn tác giả chia sẻ líp video rất hữu ích.,0,normal_auto,high,-4,cảm ơn|rất hay
"Mình cầu nguyện cho tất cả những người đang bị trầm cảm, đang rơi vào trạng thái trống rỗng, bất lực và nản chí... từng ngày từng ngày họ sẽ mạnh mẽ hơn, tìm thấy ý nghĩa cuộc sống, luôn kiên trì theo đuổi ước mơ và đặc biệt là dc gia đình, ng thân, bạn bè xung quanh yêu thương sẻ chia giúp đỡ !!! 🌱✨🍀🌿☘️🌷🌸 Nhà trường làm ơn hãy giáo dục cho học sinh, sinh viên cách suy nghĩ tích cực và kỹ năng vượt qua trầm cảm !! Mình sợ nghe tin một ai đó tự tử vì đó là 1 sự ra đi quá đáng tiếc",1,depression_auto,high,16,tự tử|trầm cảm|trống rỗng|bất lực
Rất hay.luật nhân quả gieo nhân nào gặt quả ấy tuyệt vời,0,normal_auto,high,-4,tuyệt vời|rất hay
"Mình cũng bị chuyển sang mất ngủ, trầm cảm chịu khó đi bộ tập thể dục, bớt suy nghĩ lại.ai thoát ra được mới hiểu, nhưng mình dạo này hay bị mật thắng bằng",1,depression_auto,high,8,trầm cảm|mất ngủ
Cảm ơn giọng đọc của anh khói hay quá,0,normal_auto,high,-4,hay quá|cảm ơn
Rất hay em tuyệt vời,0,normal_auto,high,-4,tuyệt vời|rất hay
Cảm ơn Better Version rất nhiều vì những giá trị tuyệt vời mà kênh mang lại cho cộng đồng.,0,normal_auto,high,-4,cảm ơn|tuyệt vời
"bài nó hay mà nghe nó đã gì đâu luôn á trời, chị ta cook quả nhạc này đỉnh thật sự, chị làm nhạc buồn là thần, đỉnh nóc kịch trần cờ bay phất phới, chẳng có gì à không nói đúng hơn là không có cái gì để mà chê luôn á, quá hay quá xuất sắc",0,normal_auto,high,-4,hay quá|ủng hộ
hay qua em ui nhac truoc 1975 sao hay qua vay cam on phong dung nhe hon em,0,normal_auto,high,-4,hay quá|cảm ơn
hat rat hay vua keu sa long lay tuyet voi,0,normal_auto,high,-4,tuyệt vời|rất hay
cảm ơn kênh đã có bản hoà âm tuyệt vời cho những người yêu nghệ thuật được thể hiện cùng . Mình nghe mãi không chán càng nghe càng thấy tuyệt đỉnh . xin chúc mừng kênh sẽ có nhiều bản hoà âm khác hay cho mọi ng cùng thưởng thức món ăn tinh thần,0,normal_auto,high,-6,cảm ơn|tuyệt vời|chúc mừng
"Mình 2k3, 3 năm trước mk vì bị trầm cảm nên đã trượt nguyện vọng 1 đại học. 3 năm rồi mk vẫn ko quên được cảm giác hối tiếc và tự ti này, mk đang rất buồn và đau khổ ko biết làm ntn để vượt qua",1,depression_auto,high,8,trầm cảm|tự ti
Vậy là mình lại có thêm một bài học bổ ích nhờ Web 5 ngày. Hihi vui quá!!!,0,normal_auto,high,-4,vui quá|bổ ích
Cam on Chuc mung .Rat nhieu Nang Ca si tuyet voi .Tuyet xinh tuoi dep Phuong Anh tam tinh tuyet nhieu Qua tuyet voi .💝🎀❤️🌷🌷🌷☘️🎼🎵🎶👍👏🎼💝🎵🌷🌷🌷🌷🌷🌷🎶🎼💝,0,normal_auto,high,-6,cảm ơn|tuyệt vời|chúc mừng
"Đây là lần đầu tôi cmt ở Youtube. Thật sự rất hay, quá tình cảm. Ủng hộ Tiên.",0,normal_auto,high,-4,ủng hộ|rất hay
"Hay quá ạ, e thấy rõ sự tích cực trong lời bài hát và MV của chị ạ. Nghe xong iu đời hẳn ra 💙Chúc MV của chị Chi Xê sẽ được ủng hộ và nhiều người biết đến hơn nữa nha",0,normal_auto,high,-4,hay quá|ủng hộ
Dù trong thân phận nào cầu xin hãy giữ chất giọng này vì nó rất hay là truyền cảm hứng Cảm ơn chị sẽ luôn ủng hộ chị,0,normal_auto,high,-6,cảm ơn|ủng hộ|rất hay
"Bài tập thật tuyệt vời, cảm ơn cô",0,normal_auto,high,-4,cảm ơn|tuyệt vời
Cãm ơn thầy giảng nghe hay quá đi thầy ơi.con đau khổ suốt mà không buôn được người đó cấm sừng con 2 lần.ổng quen nhỏ đó nhỏ tuổi còn hơn con gái ổng nữa đó,0,normal_auto,high,-4,hay quá|cảm ơn
"Hát hay quá em ơi. Chúc em ra nhiều MV hơn nữa . Giọng hát ngọt ngào, đẹp trai dễ thương, còn nói chuyện có duyên nữa chứ. Luôn ủng hộ em❤",0,normal_auto,high,-6,hay quá|ủng hộ|dễ thương
Cảm ơn Trang đã chia sẻ. Rất hay và bổ ích ❤,0,normal_auto,high,-6,cảm ơn|bổ ích|rất hay
Bài hát ý nghĩa cho người yêu nhau ko thành bạn hát hay quá cảm ơn bạn,0,normal_auto,high,-4,hay quá|cảm ơn
Bai giang cua thay rat tuyet voi. Em cam on thay rat nhieu,0,normal_auto,high,-4,cảm ơn|tuyệt vời
"Cảm ơn bạn, thật là hay hoa am ban phối tuyệt vời ❤❤❤",0,normal_auto,high,-4,cảm ơn|tuyệt vời
Nói chung clip này nói đúng là đàn ông ko đc đánh phụ nữ Nhưng cái clips này hàm hồ quá Nên thấy quá nhiều lỗ hổng và thái quá Nói chung bạo lực gia đình là ko thể chấp nhận Nhưng làm clips phải có tâm chút,0,normal_auto,high,-4,hay quá|hài quá
"❤❤❤ cảm ơn A , tôi đã xem được colip của A ra đảo Trần thật hay thật ý nghĩa , đất nước mình thật đep , từ núi cao đến đảo xa , nơi nào cũng gấm cũng hoa , chúc A thật nhiều sk , đi nhiều nơi nữa , cho mọi người xem núi , xem sông , xem con người , xem văn hóa , xem phong tục tập quán , xem lịch sử địa lý ...... ở các vùng miền nữa nhé",0,normal_auto,high,-6,cảm ơn|ủng hộ|thật ý nghĩa
