comment_text,label,weak_label,confidence,depression_score,matched_keywords,source,weight,annotation_round
"13:54 em ám ảnh cái chỗ này 😢. Riết em tự cắt bỏ các mối quan hệ, vì gặp ai họ cũng liên tục hỏi hang, kế hoạch về điều này. Tình hình của mình có những khó khăn riêng, không thể và mình cũng không muốn như họ, họ bảo ""coi chừng mình bị tụt hậu, bị xã hội bỏ lại đó"" 😮 nghe xong cảm luôn",0,,,,,human_gold_round6,3,round6
"đang trầm cảm và coi video này thấy lại khó chịu hơn, a này nói chuyện hơi dài dòng quá xem mà...",1,,,0,,human_gold_round5,3,round5
"Em đã từng gọi anh là chồng, dù suốt 6 năm qua em chưa từng có một danh phận rõ ràng. Sáu năm – không quá dài với một đời người, nhưng đủ để một người phụ nữ đặt trọn thanh xuân, niềm tin và cả những hy vọng giản dị nhất vào một mái ấm mà em nghĩ sẽ thuộc về mình. Em đã chấp nhận thiệt thòi, chấp nhận im lặng trước những thiếu sót, chỉ mong gia đình mình yên ổn. Em sinh con, chăm con, cố gắng vun vén từng chút một. Em không cần điều gì lớn lao, chỉ mong được tôn trọng, được thấu hiểu, được nhìn nhận như một người đồng hành đúng nghĩa. Nhưng điều em nhận lại lại là những lời trách móc, những lần đổ lỗi, những câu nói làm tổn thương lòng tự trọng của em. Dù là chuyện lớn hay nhỏ, em vẫn luôn là người bị cho là sai. Không phải em không biết buồn, không phải em không biết đau, chỉ là em đã cố gắng chịu đựng quá lâu, vì con, vì hai chữ “gia đình” mà em luôn tin là có thật. Em hy sinh không phải để được ghi công, mà chỉ mong sự trân trọng. Em im lặng không phải vì yếu đuối, mà vì em từng nghĩ tình yêu đủ lớn để vượt qua tất cả. Nhưng khi sự tôn trọng không còn, thì tình cảm cũng dần trở nên mong manh. Em viết những dòng này không phải để trách móc, mà để anh hiểu rằng em cũng có cảm xúc, cũng có lòng tự trọng, cũng cần được yêu thương như bao người phụ nữ khác. Em không hoàn hảo, nhưng em đã cố gắng hết sức trong vai trò của mình. Điều em mong không phải là lời xin lỗi, mà là sự thay đổi – nếu anh còn coi em là người đồng hành trong cuộc đời. Nếu một ngày nào đó anh nhìn lại, em hy vọng anh sẽ hiểu rằng: điều làm em mệt mỏi không phải là khó khăn, mà là cảm giác mình không được trân trọng ngay trong chính mối quan hệ mà em đã dành cả thanh xuân để gìn giữ. Em vẫn mong mọi chuyện sẽ tốt hơn, nhưng em cũng đang học cách mạnh mẽ hơn, biết yêu thương và bảo vệ bản thân mình nhiều hơn. Vì em hiểu, một người phụ nữ chỉ có thể tiếp tục ở lại khi trái tim còn được tôn trọng. 💔 Em viết những dòng này, không phải để kết thúc, mà để hy vọng chúng ta có thể bắt đầu lại bằng sự chân thành và tôn trọng. Nếu không, em cũng đủ mạnh mẽ để bước tiếp, vì em xứng đáng với sự bình yên. 🌿",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Mình bị rụng tóc, hói đầu mà khám hết viện nọ, viện kia, prp, tiêm, uống... đều không cải thiện. Hôm nay nghe video này mới ngộ ra: có khi nào do mình luôn căng thẳng thật? Hôn nhân không êm đẹp, vỡ nợ.... nhiều thứ. Nhưng mình chưa khi nào nghĩ mình yếu đuối hay sợ hãi. Nhưng mình nữ mà bị hói, không di truyền, bị đau dạ dày và đai tràng nữa. Gốc rễ là vì đâu nhỉ, chưa tự nhìn thấu được. Mình luôn thấy mấy từ ""chữa lành"" chỉ dành cho mấy ní yếu đuối 😢",0,,,,,human_gold_round6,3,round6
giống tui r nhưng tui ko lm đau bản thân r,0,,,,,human_gold_round6,3,round6
"em có cả 7, em đang là du học sinh tự túc và em chỉ mới 18 tuổi, cuộc sống vừa học vừa làm quản lý nhà hàng em bị quá tải nhưng cứ đấm ăn xôi chày cối ko chịu nghỉ ngơi nhưng đến tầm thưòi điểm này sáng thức dậy với em là sự chán chường, mệt mỏi, chậm trễ deadline thường xuyên .... biết ơn bài chia sẽ của anh nhiều",1,,,,,human_gold_round6,3,round6
Ca si Minh thuy hat rat hay giong phat am rat.chuan co hat rat xuat sac giong co.rat manh giong ca si y phuong o Ben my cam on co chuc co duoc nhieu suc khoe gia dinh hanh phuc,0,,,,,human_gold_round6,3,round6
"Nghe bài hát này tôi nhớ mười mấy năm về trước tôi cũng yêu 1 người có vợ, rất đau lòng khó thoát ra được",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Năm 2020: xa nhà đến 1 nơi xa lập nghiệp, cô đơn lạc lõng, công việc không như mong muốn nhưng chợt nhận ra tôi vẫn thở nên không sao cả!",0,,,,,human_gold_round6,3,round6
thực sự thì sau khi nghe mình bt rằng mình đã mắc bệnh trầm cảm rất nặng chính bản thân mình cx đã biết từ lâu rồi . . .,1,,,,,human_gold_round6,3,round6
nghĩ về quá khứ chỉ khiến tôi đau lòng thêm thôi vì người từng yêu thương tôi đã rơi vào giấc ngủ vĩnh hằng rồi,0,,,,,human_gold_round6,3,round6
"chỉ còn vài ngày nữa thôi, mình sợ thật ấy, mình muốn vào nv1 lắm nhưng mình lại sợ mình không có khả năng đó",0,,,0,,human_gold_round5,3,round5
chán lắm chỉ muốn mặc kệ mọi thứ,1,,,0,,human_gold_round5,3,round5
vid này đến đúng lúc mình đang không biết đối diện với cảm giác cô đơn ra sao :(,0,,,0,,human_gold_round5,3,round5
"Con học xa nhà, con rất nhớ cha mẹ và cứ nhiều chuyện ở ngoài đời khiến con rất tiêu cực, con mong con bớt được tiêu cực 1 chút ạ",0,,,,,human_gold_round6,3,round6
Từ câu chuyện cảm động thành cảm lạnh,0,,,0,,human_gold_round5,3,round5
"tui cũng giống vậy và đó tui đã thề không giờ yêu và kết hôn trai gái nữa. Người ta nói không ai giàu 3 họ không ai khó 3 đời nên tôi (đời ông tui nghèo, ba tui khổ, đời tui tồn tại chứ không phải là sống) tui đã học phật nên hi sinh chính mình tôi đã không kết hôn hay yêu bất cứ ai vì thế hệ sao chỉ có khổ à.",0,,,0,,human_gold_round5,3,round5
Con bị mất ngủ 10 ngày mong bs tư vấn ạ,0,,,0,,human_gold_round5,3,round5
Đời người không những ngắn ngủi và chóng tàn. Chỉ còn một mình với chiếc bóng của chính mình. Muốn hét lên nhưng ngại ngần rồi biết chẳng có ai nghe lòng càng thêm chông chênh...,0,,,,,human_gold_round6,3,round6
"nói thật hồi trước em rất để ý về ánh nhìn của người khác, luôn nghĩ rằng bản thân mình chẳng xứng đáng nhận được thứ gì cả, cảm thấy bản thân thật tồi tệ, có nhiều lúc em cảm giác như em đang rơi vào trầm cảm vậy, cho đến hè năm ngoái, lần đầu em nhấn vào 1 video của chị, sau khi nghe xong thì em cảm giác như vừa được kéo ra khỏi cảm giác tồi tệ đó vậy, em biết yêu bản thân hơn, ko còn quan tâm đến ánh nhìn của ng khác nữa, biết phát triển bản thân và quan tâm đến những thứ ý nghĩa hơn là lướt mạng xa hội và tự suy nghĩ lung tung, em phải cảm ơn chị rất nhiều luôn đấy, cảm ơn chị iuuuu",0,,,,,human_gold_round6,3,round6
Áp lực nhưng cũng phải cố gắng 😢,0,,,0,,human_gold_round5,3,round5
E mất ngủ 3 tháng nay 24 giờ ko ngủ được có cách nào chữa đc không,0,,,,,human_gold_round6,3,round6
"Em cũng đang trầm cảm. Mất phương hướng. Nhưng mà con nghĩ lại “kẻ khổ luôn than trời, chứ kg nghỉ tới có phải nghiệp họ gieo kiếp trước “",0,,,,,human_gold_round6,3,round6
"Cảm ơn anh, thời gian gần đây em rơi vào chuỗi ngày chán nản thật",0,,,,,human_gold_round6,3,round6
"Mình đã trải qua 8 năm bị rối loạn lo âu và trầm cảm do vấn đề năng lực làm việc kém + không tìm được ng thương mình thật lòng. Thường xuyên khóc đến 3-4h sáng. ngủ đến 1 h chiều hôm sau. Vật vã. Sau đó mình đã quyết tâm sống lành mạnh, sáng dậy sớm phơi năng ăn sáng uống cfe cho tỉnh táo, đi bộ + tự nấu ăn, cuối tuần đi nhà sách lựa sách hay và mỏng về đọc. Cố lên các bạn nhé ! số đầu sách mình đọc là: Tâm Inamori, cách sống inamori, con đường chính trực. sách tâm lý thì mình va vào đầu tiên là cuốn cuộc hành trình đoàn thị lâm, do 1 ng bạn gt, trầm cảm thì mình mua sách Bước ra từ bóng tối,,,,",0,,,,,human_gold_round6,3,round6
Co cs HH oi .đe cho co be trong ck nay co đon đi a....co co be csHH khg bao co đon đau co be a vi be co hang trieu con tim...thinh gia đa va đang bi loi ca .dx .su duyen dang xinh đep...chinh phuc mat roi...chuc co be cs mai mai tuyet voi ...trong long nguoi ham mo.chao than men,0,,,,,human_gold_round6,3,round6
"mình được mọi người đánh giá là hòa đồng, nhưng mình thấy mình rất hay gặp trở ngại khi phải bắt chuyện với 1 người lạ mặc dù mình rất muốn làm quen và muốn có nhiều mối quan hệ, nhiều lúc còn cảm thấy mình hơi bị nhạt vì nói chuyện cứ phải dè dặt, không tự tin vào những gì mình nói, nếu có ai đó phản biện lại thì mình thường rất bối rối để tìm câu trả lời.Nhiều lúc cảm thấy mình không có 1 ưu điểm gì quá nổi bật, nhìn lại thấy bản thân toàn nhược điểm, Gần đây mình phát hiện ra gốc rễ của mọi vấn đề là do mình còn thiếu quá nhiều sự tự tin, bây giờ muốn xây dựng cho mình một sự tự tin bền vững nhưng chưa biết bắt đầu thế nào,",0,,,,,human_gold_round6,3,round6
tôi đã bị áp lực gia đình từ nhỏ từ năm tôi mới 7 tuổi.mn hiểu đc cái cảm giác mà ng mk tin tưởng nhất yêu thương nhất mà khi mk bị bắt nạt họ lại tin ng ngoài mà ko tin mk ko cái cảm giác ấy nó đã ám ảnh tôi đến hiện h.,1,,,,,human_gold_round6,3,round6
Mình mỗi đêm đều cảm thấy nhớ mẹ nhớ người mình thương mình cuộn tròn lại rồi lại muốn khóc nhưng khi gặp họ mình lại trở nên sắt đá mình làm như không quan tâm . Mình thật sự rất nhớ họ.,0,,,,,human_gold_round6,3,round6
"Nam mô a di đà phật, là một người đã từng bị rối loạn lo âu và trầm cảm khi mới 20, mình muốn nói với mn rằng, mình đã từng nghĩ sẽ ko thể thoát ra được, mình chìm vào và nghĩ mình sẽ ko chịu đựng nổi nữa, mình sắp phải giải thoát cho mình thôi. Nhưng rồi mình đọc Chú đại bi, mình ngồi thiền theo video thuyết giảng của thầy Minh Niệm, thể dục đều đặn, mình ko từ bỏ, và mình nghĩ cách dựng dậy chúng ta được nhất là tin tưởng vào bản thân, mình đã nghĩ đến chuyện mình còn muốn sống cùng với những người thương yêu của mình và cứ thế dần dần mình vượt qua được, mọi người à, đừng từ bỏ nhé! Trầm cảm ko phải bởi vì mn quá yếu đuối, nó nhắc nhở mọi người hãy trân trọng và yêu quý bản thân mình hơn, mình ko đáng phải sống cuộc đời như thế, mình xứng đáng có một cuộc sống tốt hơn, tích cực hơn. Cố lên nhé mọi người, đừng từ bỏ nhé!",0,,,,,human_gold_round6,3,round6
"Mình hiểu sau từ khi bị ép học đại học với ngành học không thích, kết quả bắt đầu thậm tệ, và không muốn làm gì 😢, mình từngtrãi qua một giai đoạn trầm cảm",0,,,,,human_gold_round6,3,round6
"Bạn nào nhận ra đây là giai đoạn cảm xúc âm nhạc của Jack thời junior ko? Âm nhạc cũng như dòng thời gian , nó sẽ trôi và phát triển dần dần. Dòng thời gian sẽ dc Jack tái hiện dần dần qua chuỗi nhạc phẩm",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Nghe 1 bài là đăng ký liền....bài hay quá cách hòa âm tuyệt vời,0,normal_auto,high,-4,hay quá|tuyệt vời,human_gold_pre_round5,3,round4_or_earlier
"Xem mà nổi da gà vì quá giống, mình bị cả cgiac khi k có câu tl chính xác thì kbh dám tl bừa, hay k dám đoán mò đáp án. Đi thi thà là bỏ giấy trắng chứ mình k dám bịa ra 1 câu tl mà môg lung nó đúg hay sai, vì sợ nếu k đúg thì mn càng đánh giá mình thấp. Suy nghĩ rất nh thứ nhưg k dám làm gì vì sợ thất bại. Suy nghĩ rất rất nhiều nhưng hành động hay lời nói thể hiện ra rất ít và khó. Trc giờ mình nghĩ mình bị tự ti, cũg k hiểu sao mình lại bị nthe.",0,,,,,human_gold_round6,3,round6
Tôi đang bị rối loạn lo âu trầm cảm 😔,1,,,,,human_gold_round6,3,round6
"mình bị đau đầu âm ỉ cả ngày khoảng 2 năm nay , đi khám thì bác sĩ kết luận là bị rối loạn lo âu lan tỏa .Đã thử nhiều thuốc nhưng ko thấy tiến triển . Ai có thể giúp mình được ko ạ",0,,,,,human_gold_round6,3,round6
"cảm ơn bro, bản thân luôn cảm giác mình có thể làm được nhưng luôn bị nỗi sợ cùng sự nhàm chán làm rào cản, tôi sẽ quay lại khi mạnh mẽ hơn",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Tui từng bi rôi loan lo au 2 nam troi, đi kham 3 cai bênh viên ko hếết, sau nay co nguoi chi vê tâp thiên đinh vay mà gio hếết hẵn luôn. Trong clip nay noi rấất đúng vì tui tung bi rôi tui biêt rấất khổ vì căn bênh nay",0,,,,,human_gold_round6,3,round6
😊mấy ai hiểu được tâm trạng của tôi ngay lúc này 😊,0,,,0,,human_gold_round5,3,round5
Nghe xong clip mới biết là mình đang bị trầm cảm.,1,,,,,human_gold_round6,3,round6
"Những lúc mệt mỏi, căng thẳng, em lại tìm đến anh",0,,,0,,human_gold_round5,3,round5
"Chắc đêm nay Lover khó ngủ ha,nghe dằn xé,đau đớn chắc nhớ về cảm giác thất tình ngày xưa nữa ta nói nó đau thì thoi nhé.Nhưng cũng vui vì chúng ta luon dám đối diện với cảm xúc của bản thân",0,,,,,human_gold_round6,3,round6
Tham qua mjh truoc cug khổ rui đen luc co tien mà k bit trân trọng,0,,,,,human_gold_round6,3,round6
Mình tư nhủ sẽ không nghĩ đến nữa nhưng sao nước mắt cứ tuôn rơi,0,,,,,human_gold_round6,3,round6
"Cảm ơn và biết ơn thầy, đã từng là một người có một lối sống không lành mạnh ăn uống vô độ dẫn đến thừa cân và mù mịt về ngoại ngữ,đến hôm nay em đã có một chút thay đổi nhỏ trong cuộc sống của em đó là em đã giảm cân thành công, đã nhịn ăn gián đoạn tự tìm tòi học ngoại ngữ và đã giao tiếp cơ bản tất cả những thay đổi nhỏ này là nhờ xem những bài học của thầy,trân trọng và biết ơn",0,,,,,human_gold_round6,3,round6
"Có một con khỉ trầm cảm ,đã tự cứu lấy mình. khó như leo một ngọn núi vô danh , không biết khỉ có leo được ko , không rõ con đường phía trước sẽ ra sao , cái đỉnh trông thế nào, cứ leo rồi lại vấp ngã , ngã tới khi cần cả cú ngã để trở về . khi ấy đỉnh mới hiện lên , ồ hóa ra là khỉ của lúc này",0,,,0,,human_gold_round5,3,round5
em hình như bị trầm cảm vì bạn bè và gia đình bố mẹ ngày nào cũng cãy nhau . bạn bè thì nói sấu em bắt nặt em chang ai hiểu em j cả ^^ 🖤,1,,,,,human_gold_round6,3,round6
"em dính cái số 6. Đôi khi em nghĩ em không xứng đáng có được ai đó yêu thương em vì em luôn nghĩ em không đủ để ai đó có thể thương em. Em chưa bao giờ nghĩ em đủ hoàn thiện để xứng đáng có một người bạn trai mà em mong muốn. Mỗi khi em bắt đầu thích ai đó là em lại nhắc bản thân mình: ""đừng thích người ta nữa, họ không thích mày đâu, mày xấu lắm, mày không xứng đáng để họ để ý đến"". Rồi dần dần nó thành thói quen của em, hễ mà có cảm xúc với ai là em sẽ nghĩ như thế và rồi né tránh họ, em nghĩ làm vậy là để cho họ không bị làm phiền và cho em không bị lăng tăng trong lòng nữa. Em cũng mới nhìn nhận thấy vấn đề của bản thân một năm trở lại đây thôi nên em cũng còn trong quá trình tập nghĩ mình xứng đáng được yêu thương, nhưng nó hơi chậm một tí tại em có tâm lý này từ khi em còn nhỏ rồi nên cũng khó bỏ được. Dù sao cũng cảm ơn anh có video nói về vấn đề này. Ít ra em cũng không thấy mình cô đơn haha",0,,,,,human_gold_round6,3,round6
"Buồn tình cảm, công việc, gia đình... cả 3 đã cùng hành hạ mình 1 năm qua giờ vẫn còn âm ĩ chưa lành hẵng sao giờ muốn khóc mà k còn khóc đc nữa",1,,,,,human_gold_round6,3,round6
"Ông anh trai con bác mình mới tự vẫn vì trầm cảm,thật sự mình quá đỗi bất ngờ vì ko thể nghĩ rằng a ấy lại có thể làm chuyện như vậy, vì a ấy vẫn rất bình thường cho đến khi 1 vài tháng gần đây mới có 1 vài biểu hiện bất thường nhưng k ai ngờ a ấy lại giải thoát nhanh như vậy",0,,,,,human_gold_round6,3,round6
"Mình cũng chả bt trong năm qua mình đã tới ga nào nhưng mình cảm thấy trong năm vừa qua mình thấy nó mệt mỏi , nhiều khi mình lại chết muốn 44 nhưng lại ko đủ can đảm để làm việc đó . Mình muốn 44 từ khi hc lớp 6 r bởi tại mình bị cả lớp cô lập , mẹ mình thì chưa cho bao giờ cho mình một lời giải thích , chưa có ai tin mình chưa có ai hiểu đc mình đang nghĩ j thế r mình bắt đầu viết nhật ký để cho tâm trạng của mình ổn hơn khi mình có tâm trạng ko vui thì mình lại cười vào sáng hôm ấy đến tối thì trên giường mà khóc . Mình chia sẽ tâm trạng với VSTN và nhx người đang nghe tập postcard này mong mọi người cho mình một lời khuyên",1,,,,,human_gold_round6,3,round6
Sáng thì tôi buồn ngủ mà tối lại tỉnh Như gì á. Ko biết bị làm sao nữa. Có cách nào khắc phục ko ạ,0,,,,,human_gold_round6,3,round6
"Trong đầu em đang có một cuộc chiến dữ dội nhưng thầm lặng, dai dẳng kéo dài. Em cảm giác như mình đang giãy giụa trong cuốc chiến ấy. Em biết là không nên nhưng em cảm thấy ghen tị với người bạn cùng khoá với mình. Năm trước em có đạt giải nhì trong một cuộc thi nhưng cũng chỉ được thông báo với mọi người một cách bình thường và một bữa ăn chúc mừng. Bạn em năm nay cũng tham gia và đạt giải nhất, được dán giấy khắp nơi thông báo, nói về quá trình tham gia vất vả, lại được bác qly cổ vũ hết mực, đi khắp nơi khoe. Lúc ấy em cảm thấy nhiều hơn sự ghen tị là sự buồn. Em cảm thấy sự cố gắng, nỗ lực của mình thật vô nghĩa, mờ nhạt đến không được công nhận. Em biết mình không nên có những cái suy nghĩ như thế, nhưng em không cách nào thoát ra được. 😢 nếu như vô tình bạn ấy có đọc được nhưng lời này, hy vọng bạn ấy sẽ bỏ qua cho sự xấu tính này của em. Em đang cố gắng hết sức để thoát ra khỏi sự ghen tị này",0,,,,,human_gold_round6,3,round6
"Mẹ của tôi cũng vậy 😢 tôi thật sự thấy vậy, thấy tôi điểm kém mẹ của tôi cứ chửi tôi.Tôi cũng thấy áp lực lắm 💔nhưng tôi biết mẹ chỉ muốn tốt cho tôi mà ❤",0,,,,,human_gold_round6,3,round6
"Trầm cảm hủy hoại cuộc đời tôi, nó hành hạ từ thể xác đến tâm hồn tôi. Không biết tôi cầm cự được đến khi nào?",1,,,,,human_gold_round6,3,round6
"Hóa ra vd này lại tái hiện cuộc sống hiện tại của bản thân mình. Mình đang đi tìm 1 cv mà bản thân thật sự yêu thích nhưng lại mắc kẹt với cv hiện tại, mỗi ngày vật lộn với cả đống suy nghĩ tiêu cực...nghe dc vd này thực sự bản thân cảm thấy nhẹ nhàng hơn, suy nghỉ thỏai mái, tích cực hơn. Hóa ra chính suy nghĩ của mình lại khiến mình tệ hơn, hãy nhìn nhận mọi vấn đề 1 nhẹ nhàng, chúng ta sẽ nhận ra mọi thứ thật dễ dàng 😊",0,,,,,human_gold_round6,3,round6
"Khi vừa bước vào lớp 10, mình là cô bé mang trong mình đầy sự nhiệt huyết, đầy sự tự tin , luôn tràn đầy những năng lượng tích cực nhưng rồi bây giờ thì sao?. Tiêu cực, tự ti, nhạy cảm, không thể tự tin xuất hiện trước đám đông. Mình cũng không biết lý do tại sao bản thân mình lại như vậy. Những ngày đầu học ở lớp 10, mình sôi nổi, nhiệt huyết luôn cố gắng hết mình về chuyện học tập nhưng khi lên lớp 12 mình lại khép mình lại với tất cả mọi thứ xung quanh. Mình sợ mọi thứ xung quanh, mình sợ bản thân mình là điều gây rắc rối cho mọi người. Chưa tới 1 tháng nữa là mình thi nhưng mình không ngừng suy nghĩ tiêu cực, mình không thể cố gắng học được nữa, mình nản và mình mệt vì chính bản thân mình không thể cố gắng như ngày xưa. Xuất chúng đối với bản thân của mình chính là cái ngày xưa bản thân mình có thể làm được mà rất nhiều người không thể làm được giống mình. Còn bây giờ bản thân mình quá tệ và thê thảm",1,,,,,human_gold_round6,3,round6
"Bây giờ tớ rất sợ bme nên tớ rất tự ti..không còn chia sẻ,tâm sự với họ nữa, họ nói tớ vô tích sự và là một đứa trẻ hư nhưng tớ không hiểu được một đứa trẻ hư là thế nào. Nhiều lúc tớ muốn chet..nhưng lại thôi vì tớ sợ đau sợ bme thất vọng vì có đứa con như tớ. Họ khen tớ khi tớ đạt thành tích cao nhưng lại chỉ trích, mắng nhiếc, đánh khi tớ không có kết quả như họ mong muốn. Bây giờ tớ được gắn mác đứa trẻ hư trong mắt bọn họ..thậm chí giờ tớ rất sợ họ",1,,,,,human_gold_round6,3,round6
Gặp nhà chồng như thế này nen bo đừng nhẫn nhịn 😢 quá tàn nhẫn gặp quả báo thôi,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Có ai nghe lại không 28/5 2026,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Không biết tại sao e rất thích nghe những bài postcard mang chủ đề trầm cảm của vì sao thế nhỉ. Đặc biệt là trong những lúc e có những suy nghĩ tiêu cực hoặc những suy nghĩ về cái chết dần lấn áp ý trí em.,1,,,0,,human_gold_pre_round5,3,round4_or_earlier
"tớ từng nghĩ tớ chẳng quan trọng với ai, tớ bị xa lánh tớ buồn lắm tớ đã khóc rất nhiều, tớ đã mất đi người tớ yêu",0,,,,,human_gold_round6,3,round6
"Mình cũng đã từng rất trống rỗng và rơi nước mắt rất nhiều.Năm đó mình đi thi học sinh giỏi cấp trường .Ai cũng biết là một học sinh giỏi thì phải làm một tấm gương hoàn hảo không vết nứt.Lúc ấy mình cũng là lớp trưởng,không hiểu sao quãng thời gian làm lớp trưởng năm ấy mình lại khóc rất nhiều.Mình bị mấy đứa bạn cùng lớp bắt bẻ,soi mói rất nhiều.Chỉ cần mình làm sai,bỏ sót một thứ tuy không quá lớn nhưng lại bị kì thị rất nhiều.Và trong lớp còn có mấy đứa rất ghét mình.Chúng nó suốt ngày luôn làm khó mình.Giấu sách vở,ghi những từ ngữ không hay,tiêu cực vào sách vở của mình.Chúng nó còn lục cặp sách của mình rồi còn vu khống mình này nọ.Lúc ấy mình rất hay khóc,cứ cuốn trong những suy nghĩ tiêu cực.Mình cũng không thể nói với bố mẹ vì họ lại là sự áp lực lớn của mình.Bố làm công an,mẹ là giáo viên,một gia đình như vậy thì chắc hẳn ai cũng nghĩ con cái của họ phải có sự giáo dục tinh tế,giỏi giang.Nhưng thực sự mình thấy quá áp lực.Áp lực vì phải làm hài lòng bố mẹ,phải làm bố mẹ hãnh diện,luôn tỏ ra phải hiểu chuyện trước mặt người lớn.Và nếu làm như vậy lâu dài thì họ cũng nghĩ mình tử tế và rất giỏi.Nếu mình làm thứ gì đó trái với ý của họ hay sai sót một thứ nho nhỏ thôi cũng đủ để họ cáu gắt với mình,gây thêm nhiều áp lực,sự đố kị và ghen ghét dành cho mình.Họ cũng nghĩ một thiên tài như vậy thì làm gì biết khóc,họ đơn thuần nghĩ mình sẽ cho qua và xem nó là chuyện lặt vặt.Nhưng mình cũng có cảm xúc mà,mình cũng như bao đứa trẻ khác biết khóc biết cười chứ có phải con rối để họ nói này nói nọ đâu?Và ngoài ra còn một thứ có thể gây áp lực cho mình mỗi khi đến trường chính là thầy cô.Mình cũng biết là một học sinh ngoan phải làm những gì để thầy cô vừa lòng,nhưng mình không thể chịu đựng sự dày vò ấy.Việc cứ phải ngoan ngoãn,tỏ vẻ hiểu bài này bài kia,phải đem giải thưởng gì đó cho thầy cô vui.Nhưng thế này có hơi quá không nhỉ?Bản thân mình thấy làm như vậy hơi áp lực.Với lại năm mình đi thi học sinh giỏi mình đã không lọt vào vòng tiếp,lúc ấy mình cảm thấy như thầy cô không còn tin tưởng mình như trước nữa.Mẹ mình thì lại bảo mình lười học,không giỏi như người ta.Mẹ còn đem mình ra để so sánh với những bạn khác.Lúc ấy mình bị mắng rất nhiều.Mình cũng khóc và tủi thân.Lúc đó mình nghĩ ""mình cũng cố gắng lắm rồi mà,sao mẹ vẫn không vừa ý?Giấy khen của mình cũng rất nhiều rồi nhưng trong mắt mẹ như vậy vẫn chưa đủ.Có đôi lúc mình có ý định buông bỏ nhưng lại không thể làm được",1,,,,,human_gold_round6,3,round6
