comment_text,true_label,pred_label,pred_prob_depression,weak_label,confidence,depression_score,matched_keywords,review_bucket,reviewer_note,error_type
"Một ví dụ thật sự nguy hiểm về vấn đề TRẦM CẢM SAU SINH,sau khi sinh tâm lý phụ nữ thường rất mệt mỏi và đôi lúc có xu hướng tiêu cực, việc trông con thâu đêm cx ko dễ dàng gì,mất ngủ và cảm giác ko thoải mái là điều gây nên những xu hướng tiêu cực,nếu đã thấy một ng sau sinh thì hay giúp đỡ chứ đừng dồn ép dễ khiến ng phụ nữ làm những chuyện bn ko thể ngờ tới..",normal,depression,0.9188718961584574,depression_auto,high,11,trầm cảm|mệt mỏi|mất ngủ,depression_high,,false_positive
"Cách đây vài tháng là lúc mình đang ôn thi cho kì thi tốt nghiệp THPT thì mình đã vùi đầu vào ôn dồn dập liên tục từ sáng tới lúc tối khuya 3-4h mà không ngủ mình cứ học như thế liên tục 3 tháng. Những ngày đó như là địa ngục đối với mình vậy, thật sự rất mệt mỏi đến lúc cận ngày thi thì mình chả còn một chút xíu động lực nào để học cả học chả vô được chữ nào . Ai bảo đi chơi giải khuây mình ko chịu đi cứ ngồi lì ở bàn học mà nhồi nhét mà học chả vô cứ ngủ gật hoài do thức khuya nhiều quá. Mình cũng hay suy nghĩ lung tung rồi ko muốn học hành gì hết, rồi còn hay so sánh mình với người khác này nọ Lúc đó mình cũng nghĩ chắc là do bị trầm cảm giờ xem video của anh này thì mình đã biết mình bị cạn năng lượng mới đúng. Giờ thì biết cách để né nó rồi cảm ơn anh đã chia sẻ",normal,depression,0.9433517783453169,depression_auto,high,9,trầm cảm|mệt mỏi|cạn năng lượng|cảm ơn,depression_high,,false_positive
"""Bắt con học nhiều như vậy, không cho bé có thời gian nghỉ ngơi luôn"". Mình khuyên người mẹ hãy soi vào nội tâm của chính mình để hiểu mình ép con như vậy là vì cái gì? không phải vì thương con, mà vì để đáp ứng lòng tham của người mẹ, bạn hãy hiểu rằng đứa trẻ sinh ra không phải để đáp ứng dục vọng của bản thân mình. Giờ mình mới hiểu tại sao có nhiều trẻ em tự tử như vậy...? Thậm chí học sinh tiểu học cũng tự tử, bởi vì bậc làm cha mẹ chỉ biết quan tâm đến cảm xúc của mình, chỉ quan tâm mình muốn gì ở trẻ, mà không quan tâm đến cảm xúc của trẻ, chúng cần gì ở mình...Đúng là đau lòng .",normal,depression,0.9020423157768287,depression_auto,high,8,tự tử|đau lòng,depression_high,,false_positive
"Bài học rút ra từ Q&A Chữa lành 01 : - Dành cho bản thân thời gian để cảm xác, chiêm nghiệm, cảm nhận nỗi đau đó. Cho bản thân được yếu đuối trong 1 khoảng thời gian nhất định. - Người đầu tiên bạn tha thứ đó là chính mình. - Trân trọng chính mình, yêu thương bản thân mình. - Đối diện với chính mình là cái khó nhất. - Mình phải có suy nghĩ cho nhiều người. - Ý chí con người rất là yếu đuối, tại thói quen để có động lực từ từ.",normal,depression,0.7739528999751675,depression_auto,high,8,tự tử|cô đơn,depression_high,,false_positive
"Đúng là mẹ mình có rất nhiều tổn thương, mẹ mình từng nói với mình mẹ mắc bệnh tâm lý, mẹ từng muốn tự tự để rời bỏ mình đi, mẹ muốn tự tử trước mặt mình, mình từng rất thương mẹ, nhưng mà bây giờ mình không chắc nữa, vì có lẽ mẹ không thương mình như mình thương mẹ",normal,depression,0.9276935838995315,depression_auto,high,8,tự tử|tổn thương,depression_high,,false_positive
bi rung gay truoc dam dong la do minh kg tu tin.ban nen di chua.doc kinh niem phat thuong xuyen thi tu tu se het.luc truoc minh cung bi so truoc dam dong .minh di chua niem phat .doc kinh thuong xuyen .nen jo minh rat tu tin .chuc ban thanh cong.nam mo a di da phat.,normal,depression,0.7574253911375444,depression_auto,high,8,tự tử|tự ti,depression_high,,false_positive
"Tony ghi chú vài đoạn hay để chia sẻ với các bạn 3:30 🎉🎉 hành trình tỉnh thức tâm linh 10:00 ❤❤ 12:00 thoát ra khỏi sự thao túng bởi ngoại cảnh 14:30 😊😊 mọi thứ không còn gì là quan trọng nữa 18:00 😅😅 sự trung thực với chính mình và hiểu mình muốn gì , đôi lúc lầm tưởng là sự sai lệch hay trầm cảm tuổi trung niên 19:00 😊😊 có sự nghiệp có địa vị nhưng lại cảm thấy lạc lõng và muốn từ bỏ , không mưu cầu 22:00 😮😮 vì sao những thứ đã từng tồn tại và gắn bó với chính ta và bây giờ những điều đó cảm thấy trở nên bình thường, không còn quan trọng nữa 25:00 🎉🎉 cái tôi và bản thể 28:00 😊😊 tìm ánh sáng từ bên trong và đó là sự tái sinh sự yên bình 36:00 >> ĐỘNG LỰC MỚI: Trải qua trạng thái mất phương hướng "" không biết đi đâu đôi khi là điều tốt cho sự khởi đầu "" - không thể quay về với lối sống tham vọng hay sự kỳ vọng của người khác, sống có chính kiến 41:00 >> trực giác 43:00 >> sống thật với chính mình, tránh xa dần các mối quan hệ xã hội và bạn bè không cần thiết hoặc giả tạo 45:00 >> ngã ba lựa chọn giua song that voi chinh minh hoac song Theo kỳ vộng cua xa hoi 47:00 >> Sống Trung Thực, Trọn vẹn và Tự Do 54:00 😅😅 cảm nhận nỗi đau nỗi sợ bị lãng quên hay mất đi giá trị của bản thân khi trong quá trình sống tỉnh thức 58:00 🎉🎉 không cần những kế hoạch năm năm hay 10 năm vì đơn giản chỉ là sống 1:2:30 🎉🎉 cuộc sống của người sống tỉnh thức sẽ như thế nào ??? 1:5:55 🎉🎉 Lý do tồn tại của người sống tỉnh thức",normal,depression,0.947051465395194,depression_auto,high,8,trầm cảm|mất phương hướng,depression_high,,false_positive
"Tôi cũng từng bị cái này. Nhìn đâu cũng thấy chán nản, tất nhiên tôi tự hỏi mình có trầm cảm ko ? Và tôi biết là ko, tôi bị stress, tôi cảm thấy ko vui vẻ lúc nào cũng cảm thấy năng lương tiêu cực trong mình. Nhưng thứ làm tôi vui trước kia nay tôi ko có cảm giác gì. Tôi hiện tại đã hạnh phúc trở lại nhưng vẫn còn 1 chút burnout. Nó sẽ hết nhưng chắc chắn sẽ quay trở lại.",normal,depression,0.9760713010547519,depression_auto,high,14,trầm cảm|stress|burnout|chán nản,depression_high,,false_positive
"Rung động với lời tỏ tình nhất thời của anh ấy... Dư âm lớn thật...Ngỡ có người đến chữa lành trái tim..hóa ra lại thêm vụn vỡ và tuyệt vọng..nhiều lúc tự tủi thân vì chưa baoh đc yêu và trân trọng..☺ Thời gian vừa chữa lành, vừa để con người ta dần khép trái tim mình lại:(((",normal,depression,0.8155763099497125,depression_auto,high,10,tự tử|tuyệt vọng,depression_high,,false_positive
"bé này bị trầm cảm nên cần đi bác sĩ tâm lý , và người nhà cũng phải quan tâm đến bạn như 1 người bị trầm cảm thì mới có tác dụng . Mình từng biết 1 bạn trẻ bị trầm cảm dù có khuyên thế nào bạn ý cuối cùng vẫn tự tử , vì bạn ấy cũng ko thoát ra dc khỏi trầm cảm . Nếu như ko dc chữa trị đúng cách .",normal,depression,0.9935579690815265,depression_auto,high,8,tự tử|trầm cảm|hài quá,depression_high,,false_positive
"Nguồn gốc tiêu cực của bạn gái này mình nghĩ lớn nhất vẫn đến từ việc thời thơ ấu bạn đã vắng đi sự chăm sóc và gần gũi của cha mẹ. Chính vì thiếu vắng cha mẹ nên từ nhỏ bạn đã phải làm mọi việc gần như một mình, kể cả là phải đối mặt với những diễn biến tâm lý phức tạp rồi ngụp lặn trong chuỗi cảm xúc nội tâm kéo dài. Việc sống cùng với dì không bao giờ có thể giúp một đứa bé có thể cảm nhận hết được đại dương tình yêu bao la để đứa bé đó có thể phát triển một cách bình thường và toàn diện về mặt tâm lý, vì con người luôn khao khát tìm kiếm về cội nguồn của mình, đó chính là lý do vì sao trẻ em mồ côi tuy được nhận nuôi và chăm sóc đầy đủ nhưng các em đâu đó vẫn cảm thấy buồn rầu và bất hạnh. Quay lại vấn đề của bạn nữ, vì quen với diễn biến nội tâm một mình, nên trong cách ăn nói của bạn nữ có toát lên một sự tự tin, tự chủ nhất định, bạn biết mình muốn gì nhưng bên cạnh đó cũng là những sự nhạy cảm và mỏng giòn nhất định vì bạn không có sự hướng dẫn và giáo dục đúng cách về mặt tâm lý từ phía cha mẹ bạn là nguồn cội của sự có mặt bạn trên thế giới này. Mình hoàn toàn không thấy bạn rụt rè và nhút nhát như PT hay DST nghĩ. Câu hỏi tiếp theo là vì sao bạn lại một mực chú trọng việc đặt niềm vui và tự hào của cha mẹ lên trên hết tất cả mọi thứ kể cả những khao khát chính đáng và cả mạng sống của mình. Câu trả lời có liên quan đến ý đã nêu ở trên, một đứa bé ngay từ nhỏ đã phải xa cha mẹ, là con gái, một mình phải trải qua tất cả những khó khăn của cuộc đời, nhạy cảm vô cùng nhưng cũng không ngừng nỗ lực vô cùng, điều duy nhất ngày hôm nay đứa bé ấy cần chính là một sự công nhận, một sự đón nhận và một sự được nhìn thấy rằng ""tôi nỗ lực đấy nhưng cũng biết đau khổ đấy, còn ai trong số những con người ngoài kia có thể hiểu cho tôi ngoài nơi duy nhất tôi có thể kì vọng đó chính là cha, mẹ ruột của mình,?"", nhưng cha mẹ là nguồn cậy trông duy nhất nơi bạn lại cũng chính là những người thờ ơ và vô tâm nhất đối với bạn, và bạn thấy ""con chẳng bao giờ là đủ cho dù con có cố gắng và đau khổ đến cách mấy, vậy sự có mặt của con ở thế giới này liệu có còn có ý nghĩa"". Cái sai của cha mẹ bạn là đã không lắng nghe con mình sau quãng thời gian dài xa cách, họ để khoảng cách đó lớn dần và nghĩ rằng nó vô hại, đâm ra nghe có vẻ họ chỉ biết thể hiện ước muốn và kì vọng của bản thân lên bạn, nhưng không biết cha mẹ xa con lâu ngày không nói chuyện, thì kì vọng của cha mẹ sẽ biến thành những sự áp đặt ích kỉ, không còn là sự yêu thương, lo lắng như bao người vẫn nói ""cha mẹ thương con lắm con không hiểu thôi"". Nhiều khi con người ta sống không phải vì cơm áo gạo tiền hẳn, sau những cái đó, hơn hết vẫn là cuối cùng cuộc đời này có cho mình một lý do đủ ý nghĩa để sống tiếp tục hay không. Cha mẹ bạn lo cho sự nghiệp nhưng không lo cho người sẽ gầy dựng nên sự nghiệp đó, đó là bạn. Cha mẹ bạn muốn con tới đích nhưng trên đường đi có nhiều lần đưa mắt nhìn lo lắng, khuyến khích con hãy đứng dậy mỗi khi con té ngã. Chỉ có những người trải qua quá trình đau khổ cùng cực về mặt cảm xúc mới hiểu được nỗi khổ của bạn gái này, còn người lạc quan hơn sẽ khó hiểu cho bạn. Nhưng bạn ơi, cái lợi mà bạn có được từ tuổi thơ thiếu thốn đó đó chính là bạn sở hữu được bề dày cảm xúc tâm lý của chính mình, bạn đã kinh qua hết các ngóc ngách của nó, thế nên bạn không có gì mà không biết về nó, chỉ là bạn đang phải đi một mình và bạn biết bạn cũng là con người, cũng có cảm xúc và cũng biết mệt mỏi. Việc của bạn cần làm bây giờ là làm sao master được nó để tránh bị cảm xúc tiêu cực chiến thắng cả một cơ thể & linh hồn đầy kì diệu mà ông trời đã gầy công thông qua cha mẹ ban cho bạn. Mình đã cho bạn thấy vấn đề của bạn từ quá khứ của bạn. Khi không biết nguyên nhân của một vấn đề đến từ đâu thì nó sẽ thật đáng sợ và cảm thấy chúng ta thật vô dụng và bất lực làm sao, nhưng khi đã biết rồi, mình sẽ nắm thế chủ động và có thể giải quyết trong 1 nốt nhạc. Mình mong rằng bạn biết học cách đón nhận quá khứ đó, xem nó là một phần của chính bạn, hãy chạy đến cha mẹ bộc bạch những điều thật nhất như khi bạn ở một mình trong phòng với chính mình, hãy cầu cứu xin đến sự cảm thông từ họ như ngày mai sẽ là ngày cuối cùng để họ hiểu ""con đã che giấu điều khủng khiếp đó bấy lâu, đúng rồi con đã giấu và nó đang rất báo động"". Sau đó, đi ngủ một giấc thật ngon cho mình, trước đó hãy lên kế hoạch tiếp theo cho ngày mai sẽ làm gì. Hôm sau, bạn sẽ cảm nhận được sự thay đổi từ cha mẹ mình. Không phải phép màu đâu, vì họ rất yêu bạn thôi cô gái, chỉ là họ cũng có sự bộn bề của riêng họ! Tất cả mọi người ai trong chúng ta cũng đều đang sống quá vội trong bộn bề của mình. Hãy tha thứ cho thiếu sót của cha mẹ mình nhé bạn, hãy cũng giúp nhau mài giũa lại những thiếu sót mà bạn là người bắt đầu trước. Hãy xem cha mẹ là người bạn của mình như cách bạn thích thấy họ cười, hãy xích lại gần họ, mài giũa lại mối liên kết đã mất từ bấy lâu nay, khi đủ thân rồi thì mọi lời bộc bạch của bạn sẽ make noise. Và những ai có tâm hồn đau khổ như bạn thường là những người vô cùng biết cảm thông, tha thứ và biết trăn trở để dành lấy những giá trị tốt đẹp. Mình mong rằng trong tương lai, bạn sẽ có thể kết nối được với những người giống bạn, cùng chung tần số, cùng nhau san sẻ được nỗi buồn, nhưng bằng cả sự mạnh mẻ và chấp nhận sự tồn tại đó của những cảm xúc tiêu cực, chỉ là tạm gạt nó qua một bên để đi trên hành trình cuộc đời gian nan nhưng thú vị này. Bạn có nhiều yếu tố của một introvert, và introvert là những người tài giỏi và lãnh hội được những giá trị bậc nhất mà ít ai làm được vì họ làm việc với cảm xúc bên trong thường xuyên, tiếng nói bên trong mạnh mẽ và chính xác. Bạn cũng hãy nên nghe theo tiếng gọi bên trong và nghĩ một chút cho mình, khi bạn biết yêu bản thân và có tiếng nói đủ mạnh, năng lượng này sẽ khiến mọi ng xung quanh kể cả cha mẹ bạn không thể không tôn trọng và yêu thương bạn. Để tránh lặp lại suy nghĩ uống thuốc tự tử, hãy cài đặt lại mindset của bạn theo hướng “tôi phải đi tìm cho ra cách giải quyết để ngưng lại những thứ này vì tôi là chủ của cơ thể này” chứ đừng suy nghĩ theo hướng “mọi việc đều không có hướng giải quyết” trong khi there’s at least one solution for a problem. Nếu bạn đủ bản lĩnh và năng lực, đây là cơ hội để bạn thử thách mình có vượt qua được không. Vượt qua rồi cuộc đời này sẽ như một cú hít thở vào sáng sớm sau khi bạn bị nhốt ngộp trong phòng cả đêm á, trong lành và sảng khoái vô cùng nè. À quên, đi ra ngoài đường nhiều hơn để để hấp thụ D qua mặt trời nữa nha, thiếu D thiếu ánh nắng MT là cảm xúc hay bị trùng với ngụp lặn lắm đó. Mong bạn nữ đọc được bình luận này của mình, thương bạn lắm cô gái ❤",normal,depression,0.9497875879410791,depression_auto,high,14,tự tử|mệt mỏi|bất lực|tự ti,depression_high,,false_positive
Tui cũng là học sinh giỏi ko bị áp lực học hành tui khuyên các bậc cha mẹ ko nên đặt con cái vào áp lực học tập 😊😊 tui mong các bn sẽ đc kì nghỉ hè vui vẻ ko bị áp lực học mà bị trầm cảm nhé .😊😊😊,normal,depression,0.9905238321026208,depression_auto,high,11,trầm cảm|áp lực|áp lực học tập,depression_high,,false_positive
"6/9/2024 Gửi Tôi Tương Lai 32 Tuổi. Đã gần 4 năm chưa về thăm Ba Mẹ. Nợ 1.5 Tỷ. Bạn bè xa lánh, gia đình mất niềm tin….chỉ có vk luôn luôn tin tưởng con đường Tôi chọn vô điều kiện. Giai đoạn tuyệt vọng nhất của cuộc đời vẫn may mắn vì còn có bản thân luôn kiên định, nỗ lực và môt người vợ biết thấu hiểu yêu thương. Còn nhiều điều chưa được hoàn thành nên tuyệt đối không bao giờ bỏ cuộc nhé. ( còn hy vọng luôn còn con đường). Lời hẹn 3 năm 6/9/2027 sẽ thay đổi tất cả. Tôi ở tương lai nếu có đọc được những dòng này thì hãy luôn nhớ và trân trọng những gì đã trải qua. Hãy quý trọng những gì đang có nhé Tôi ơi. Chúc cho cả nhà luôn vững vàng, chân cứng đá mềm. Vạn sự bình an.",normal,depression,0.729791295335308,depression_auto,high,8,tuyệt vọng|mất niềm tin,depression_high,,false_positive
"Trẻ em châu á sợ nhất là đòn roi và ánh mắt của cha mẹ, vì sợ và am hiểu được những gì sẽ xảy ra khi bản thân cãi lại hoặc bất vâng lời nên thậm chí là nếu bố mẹ dùng giọng điệu nhẹ nhàng, êm dịu để nói hoặc hỏi chuyện bọn trẻ thì cũng chưa thật sự chắc chắn là bọn trẻ sẽ yên tâm mà kể hết mọi thứ chúng giữ trong lòng ra. (Nó khá giống với 1 tình trạng như bắt nạt ""ngầm"" khi bọn bắt nạt sẽ hành hạ cậu bé và khi xong sẽ bắt cậu bé ấy không được nói cho ai biết) và vì nỗi sợ là 1 trong những thành phần ảnh hưởng nhiều nhất tới tâm lí những đứa trẻ nên ""chắc chắn"" sau này có khả năng phát sinh ra nhiều biến thể khác, và điều đáng lưu ý nhất mà rất nhiều phụ huynh không để ý là bọn trẻ... ""có khả năng chống lại chính cha mẹ chúng"". Như ông cha ta từng nói: ""ở đâu có có áp bức thì ở đó có đấu tranh"". Ví dụ điển hình (đây là điều thực sự xảy ra gần nhà mình và tự mình nghe thấy, đứa trẻ này cũng bị ép học nhiều giống đứa trẻ trong video trên): thằng nhóc này vì bị áp lực học tập nhiều nên đã cúp tiết học ở trường 4 lần liên tiếp và khi bị mẹ phát hiện ra khi đã có 1 trận đòn roi rất ""nặng"", sau đó mẹ nó bắt nó lặp lại câu nói ""con xin lỗi, từ nay con không làm vậy nữa"" - đây là điểm bắt đầu cho sự suy sụp và bất ổn trong tâm lí nhưng vẫn chưa lớn mạnh - nhưng tiếp sau đó thì người mẹ đã rất sai lầm khi không chấp nhận lời ấy và bắt đứa nhóc đó lặp đi lặp lại ngày 1 to hơn, cho đến khi chất giọng của đứa đang sợ hãi tự nhiên đổi thành 1 đứa cực kì máu chiến hét lên "" TỪ NAY CON KHÔNG LÀM VẬY NỮA"". Đây là khi nó biết được là nó có khả năng chống lại cha mẹ mình. Cho đến mẹ nó lại đi 1 bước quá sai lầm thứ hai là đánh nó lần nữa. Đến giờ thì thằng bé không hề có bạn bè nào, ít giao tiếp với bất cứ ai, luôn luôn nóng giận lớn tiếng với nhiều người, người mẹ ở thời điểm hiện tại chả bao giờ ngừng than khổ, chỉ vì không biết gì về bản thân đã gây ra. ... Nhưng đứa trẻ này... rất hiền nên vẫn chưa có gì nhiều xảy ra, xin đính chính lại ""VẪN CHƯA"" xảy ra, có khả năng lớn là đứa trẻ này sẽ không còn quan tâm nhiều đến cha mẹ mình nữa thậm chí nếu chúng có thành công trong tương lai, chỉ vì đơn giản là chúng chả việc gì phải lo cho người đã lấy đi hạnh phúc của chúng cả",normal,depression,0.937240225815983,depression_auto,high,9,áp lực|suy sụp|áp lực học tập,depression_high,,false_positive
