comment_text,label,source,weight,annotation_round,final_label
"Thời điểm mình viết cmt này, dịch đang tràn lan, nơi mình đang sống cũng có ca nhiễm rồi, công việc phía trước chắc sẽ bấp bênh nhiều. Mệt mỏi có, thất vọng có, lo lắng có... nhưng mình tin rằng chúng ta sẽ vượt qua được!! Gửi những người đang đọc cmt này, hãy cố lên, còn ngày mai là còn cơ hội, nghỉ một lát rồi đứng dậy tiếp tục chiến đấu nhé❤️ yêu bạn❤️",0,human_gold_round5,3,round5,normal
Bất ngờ / giật mình: 5 lần,0,human_gold_round5,3,round5,normal
Một tình yêu đấy là aii Mang cho anh bao niềm buồn Cho em nói hết câu trong lòng Bây giờ em còn yêu anh ko Anh biết mà em cứ bên người ấy Thật sự anh đau trong lòng Anh là aii Tại saooo lại còn người thứ 2 Em hứa em yêu anh hết đời Vậy mà Câu đó vẫn bỏ đi Bây giờ anh ko thể nói em vài câu Bây giờ anh sẽ bước đi Để cho em bên người em yêu Vậy thôi còn gì nữa Thả càng người càng thấy đau!😓,0,human_gold_round5,3,round5,normal
Có những điều con không muốn nói thẳng với mẹ chỉ sợ mẹ mắng con...,0,human_gold_round5,3,round5,normal
"VSTN ơi, cậu làm về ""bị chịu quá nhiều tổn thương nên không còn khóc vì đã quen rồi"" đc không ạ? ( cái này mô tả cuộc sống hiện tại của mình )",1,human_gold_round5,3,round5,depression
mỗi lần stress hay mệt j qua bên sốp dịu hơn hẳn☺,0,human_gold_round5,3,round5,normal
"Làm thế nào để thoát ra, khi chính mình cũng không muốn trò chuyện với bất kỳ ai, cứ lủi thủi và suy nghĩ về cái chết",1,human_gold_round5,3,round5,depression
Mệt mỏi quá r 😢,1,human_gold_round5,3,round5,depression
"Mình có đứa em trai bị trầm cảm, 1 ngày ko bắt liên lạc được với em nó, xong cả nhà phải tá hỏa đi tìm, may sao mà tìm được và giờ đang để ở nhà theo dõi điều trị",0,human_gold_round5,3,round5,normal
"Nếu bạn không thể làm các chấm tròn xung quanh biến mất dù chỉ trong 1 tíc tắc, đặc biệt ở trẻ nhỏ, thì khả năng cao bạn có thể bị ảnh hưởng bởi chứng rối loạn tăng động, giảm chú ý đấy nhé!",0,human_gold_round5,3,round5,normal
"mình từng rất ghét mẹ,nhưng cũng rất thương mẹ,thương mẹ nhìu lắm,nhma mẹ lại ko hiểu mik j cả ,luôn la mắng ,trách móc mik,gđ chả ai quan tâm đến mik cả😥😥",1,human_gold_round5,3,round5,depression
Tui là bị hết luôn,0,human_gold_round5,3,round5,normal
Hôm nay là ngày tệ nhất của mình nhưng khi mình nghe bài này mình đã khóc rất nhiều như một đứa con nít mới lên ba 😭,0,human_gold_round5,3,round5,normal
Tình mình ngày nào Đẹp như trăng lung linh về đêm Mà sao nay xa xăm ôi mịt mù Biết nói nơi ai mà ta giờ xa lìa nhau Lòng ta nghe bâng khuâng xót xa Có tiếc nuối cũng xa nhau thật rồi Chuyện tình mình thật buồn Ngày vui thoáng gió Cuốn sương khói Còn đây con tim đau Không nhạt nhòa Tình đôi mình bây giờ Như mùa đông Trơ cành khô đứng lặng Tình đôi mình bây giờ như gió Trôi dạt không bến bờ Hỡi gió lang thang Ngày đêm về đâu Buồn không kiếp không nhà Chiều nay mình ta Ngồi đây thầm mơ Phút giây thần tiên ngày xưa Người yêu giờ đây buồn không hỡi Xin về đây hỡi người Này em phương xa trời Còn tuyết không Bài ca buồn anh Tặng em chiều nay Ước sao vọng vang về em Tình yêu cuồng say người yêu hỡi Bao ngày không xóa nhòa Hãy đến bên anh Chiều nay người ơi Tình ta sẽ muôn đời Chuyện tình mình thật buồn Ngày vui thoáng gió Cuốn sương khói Không nhạt nhòa Tình đôi mình bây giờ Như mùa đông Trơ cành khô đứng lặng Tình đôi mình bây giờ như gió Trôi dạt không bến bờ Hỡi gió lang thang Ngày đêm về đâu Buồn không kiếp không nhà Chiều nay mình ta Ngồi đây thầm mơ Phút giây thần tiên ngày xưa Người yêu giờ đây buồn không hỡi Xin về đây hỡi người Này em phương xa trời Còn tuyết không Bài ca buồn anh Tặng em chiều nay Ước sao vọng vang về em Tình yêu cuồng say người yêu hỡi Bao ngày không xóa nhòa Hãy đến bên anh Chiều nay người ơi Tình ta sẽ muôn đời Hãy đến bên anh Chiều nay người ơi Tình ta sẽ muôn đời,0,human_gold_round5,3,round5,normal
Đôi khi buồn mà ko biết mình buồn vì chuyện j,0,human_gold_round5,3,round5,normal
sau cuộc sống ôn thi đại học ko như ý cuối cùng thì mình vào một môi trường ở quê nhà và ko mong muốn mình muốn đi xa và bây giờ mình lạc lối quá,0,human_gold_round5,3,round5,normal
"Sợ hãi là bản năng, là tâm lí bình thường của mỗi người để bản thân an toàn. Nhưng ta cần thoát khỏi nỗi sợ để tìm một bản thân tốt hơn. Đối diện với sợ hãi, càng sợ thì càng phải làm.",0,human_gold_round5,3,round5,normal
Tớ thì bị la suốt ngày,0,human_gold_round5,3,round5,normal
Hồi bé tôi không đủ lạc quan để có một ước mơ,0,human_gold_round5,3,round5,normal
"Đúng là mình đang phải tập tĩnh tâm và luôn học cách kìm nén cảm xúc khi phải sông cùng với ng nóng nảy,bốc đồng,chỉ cần 1 chút bất đồng là xảy ra chuyện. Đúng là mình vẫn nghĩ 1 ngày nào đó mình ko chịu đc nữa sẽ rời đi,nhưng họ ko hiểu. Cảm ơn bạn",0,human_gold_round5,3,round5,normal
"học trên lớp môn văn và bị giống như anh kia nhưng nặng hơn, áp dụng phương pháp này => thất bại",0,human_gold_round5,3,round5,normal
đoạn chi vy nói có người đồng hành thật sự khi e thấy e là đứa con quá tệ mẹ e thì cố gắng để lo cho e đầy đủ nhưng e lại thấy e là gánh nặng e k muốn mẹ vất vả thêm nên e muốn chọn từ bỏ cuộc sống e nghĩ như vậy là tốt nhưng may e nghe đc poscast này e đã thay đổi suy nghĩ e chịu thiệt một chút để giúp đỡ mẹ vậy tết thôi mà năm nay con k về mẹ cũng phải vui cùng các anh nhe,0,human_gold_round5,3,round5,normal
Chắc phải buon thôi để ko mệt mỏi nữa,0,human_gold_round5,3,round5,normal
"Sức đề kháng tâm hồn: bớt phản ứng, và suy tư giữ tâm hồn vui vẻ…",0,human_gold_round5,3,round5,normal
Nếu bạn đang nghe video này vào ban đêm… có thể bạn đã mệt rất lâu rồi. Không sao đâu… bạn không cần phải mạnh mẽ một mình nữa.,0,human_gold_round5,3,round5,normal
tôi:ăn như chết đói bạn: ăn theo cách lịch sự của một quý bà,0,human_gold_round5,3,round5,normal
gia định sẽ ko hiểu và tiền điều trị sẽ rất cao và bản thân thật sự ko muốn ra khỏi phòng để gập bất kì ai bất kì ng nào.,1,human_gold_round5,3,round5,depression
"15/4/2025. Thi trượt tiếng Anh 2 lần. Cảm giác chán nản vô cùng, nhưng vẫn sẽ ôn tập và làm lại. Cố lên tôi ơi 💪💪💪",0,human_gold_round5,3,round5,normal
Vô cùng lo lắng cho con,0,human_gold_round5,3,round5,normal
"Thất tình ko phải vì thất tình mà cái tình trong mắt Anh Tú nó làm tui mất đi nhận thức là mình ko có tình để thất tình, mà coi cảm giác tui thất tình",0,human_gold_round5,3,round5,normal
Nhật Kim Anh bây giờ tâm trạng đúng như vậy đó ....đời không ai biết trước,0,human_gold_round5,3,round5,normal
"Bố mẹ tớ bận chạy theo công việc , họ luôn muốn ngkh thấu hiểu sự tổn thương của họ , họ luôn nói họ phải gánh nhiều thứ trong cuộc sống nên lj có tgian qtam đến thứ tôi cần thứ tôi ước mơ...",1,human_gold_round5,3,round5,depression
Áp lực lắm rồi ai cứu tao Ik 😢,1,human_gold_round5,3,round5,depression
"ko bt có bạn nào giống mk ko, càng ngày mk càng sợ việc phải trưởng thành, lớn lên. Mk ko thể tưởng tượng và cx ko muốn tượng khi mk càng lớn, bố mẹ và người thân càng già. Mk chưa thể làm quen vs sự chia xa, mk ko bt vào ngày ấy mk sẽ ra sao.",0,human_gold_round5,3,round5,normal
"Nỗi lòng của con cái ít khi ba mẹ hiểu đc lắm, nhiều lúc khóc mà có ai hay đâu, nhiều khi á ước ba mẹ hiểu mik hơn quan tâm mik nhiều hơn vậy là quá đủ rồi",1,human_gold_round5,3,round5,depression
E từng ghét ngoại hình của mình vì e có 1 ng c rất xinh và e kh đc như v và luôn bị mn xq nói mỗi lần như thế e chỉ biết khóc mà thôi:((((,0,human_gold_round5,3,round5,normal
"Dạo này mình lại nhớ ông nội rất nhiều. Mình không nhớ lần cuối mình nói chuyện với ông là khi nào, mình không còn nhớ lần cuối mình ôm ông là khi nào. Ông ốm,mình thương ông nhiều lắm! Cách xa ông nửa vòng trái đất mình chỉ có thể nằm khóc thay vì ở bên ông. Hồi còn bé ông chăm mình lắm nhưng đến bây giờ ông cần mình ở bên mình lại xa nhà. Dù là 1% con cũng hi vọng và cầu nguyện cho ông sẽ bớt đau hơn từng ngày, con hi vọng bài hát này sẽ không dành cho con. Nhớ và thương ông rất nhiều.",0,human_gold_round5,3,round5,normal
Muốn khóc khi mà trong lòng nhiều nỗi buồn ko thể chia sẻ ra cùng ai.,1,human_gold_round5,3,round5,depression
"hên t ko cs áp lực j,ko vô đc trường công thì t vô trường tư mẹ t muốn t học nhm học t dở thì ko sao chỉ cần lên lớp thôi,ước mn cx cs mẹ như t hoặc là thấu hiểu con chúc mn thi đc điểm cao nhaaaaa❤❤",0,human_gold_round5,3,round5,normal
Lúc đầu cảm lạnh lúc sau càng cảm lạnh😅😂😂😂,0,human_gold_round5,3,round5,normal
Ko cảnh giác nhiều khí có những người còn giảm đầu độc mình chết dần chết mòn thì bằng nuôi ong tay áo . trên đời này ko có gì là ko thể,0,human_gold_round5,3,round5,normal
"Cuối cấp, những ngày học đến đêm không có thời gian nghỉ. Có ngày mệt quá cũng phải cố vì sợ mình không vào được ngôi trường mà mình mong ước rồi những lần thấy mình không giỏi, mơ hồ, không biết mình có đỗ nv1 không…nhưng không sao vì mình biết mình không một mình. just trust me, you will be fine.",0,human_gold_round5,3,round5,normal
E cx mấy lần ct r e cx đau lòng lắm chứ,0,human_gold_round5,3,round5,normal
"mình 2k7 đang trong quá trình ôn thi đgnl và tnthpt 2025. Do ctr ms cx như bản thân mình ko giỏi, mặc dù đã cố gắng rất nhiều ở hk1 nhưng vẫn chưa đạt đc kq mình mong muốn cộng thêm tính trì trệ của bản thân, nên qua 2 tuân nghỉ tết mình vẫn chưa hoàn thành đc những gì bản thân mình đề ra trc năm học. H mình đang hơi nản trong học tập nhưng mình mong bản thân mình sẽ lấy lại tinh thần và tiếp tục chiến đấu vs các đối thủ. Chúc các đối thủ 2k7 sẽ đạt đc kq như mong muốn ""đậu nv1 nha"", cx chúc các em 2k10 thi vào đc trường mình mơ ước",0,human_gold_round5,3,round5,normal
"Dạo này em thấy mình bị nghiện điện thoại, vừa ms ngủ dậy hay đi học về là như một thói quen cầm lấy điện thoại rồi lướt trong vô thức. Dần dần em càng chán học tập, làm việc và thực hiện lối sống tốt cũng như bỏ bê bản thân vì điện thoại. Em mong mình sẽ có thể cố gắng thay đổi để có một năm 2024 tốt hơn. Cảm ơn ad nhiều vì vid này ạ",0,human_gold_round5,3,round5,normal
Hôm nay tui cũng muốn tâm sự cùng người lạ. Không phải chuyện tình yêu nhưng có quá nhiều mệt mỏi vì cuộc sống này.,0,human_gold_round5,3,round5,normal
Những nỗi buồn kia bay theo lời hát.... Có ai buồn như tôi ko .... Nỗi buồn ko ai hiêu thấu,0,human_gold_round5,3,round5,normal
Em cũng đang bị tụt mood và hình như ông bụt đã xuất hiện!!!,0,human_gold_round5,3,round5,normal
"nhờ BS tư vấn dùng chứng đêm khó đi vào giấc ngủ, như về chiều tầm 4h5h là buồn ngủ, tôi có đi khám bs thần kinh hiện giờ tôi đang dùng thuốc halcion ba năm nay vì tình hình dịch bệnh tôi không về nước được vậy cho hỏi thuốc này dùng lâu dài tốt không ạ",0,human_gold_round5,3,round5,normal
Áp lực việc học,0,human_gold_round5,3,round5,normal
"ADIDAPHAT sao con càng niệm thì càng không ngủ được , con không hiểu vì sao.",0,human_gold_round5,3,round5,normal
"E rất thường xuyên mơ thấy đi tới lớp chưa học bài, chưa làm bài tập, đi thi mà chưa chuẩn bị gì hết... có những khoảng thời gian mà gần như sáng nào thức dậy cũng khủng hoảng và phải mất 1-2 phút để tự trấn an bản thân là mình đã không còn đi học đi thi gì nữa rồi",0,human_gold_round5,3,round5,normal
- muốn tự do là phải tự lo - tự chịu trách nhiệm cho ước mơ và cuộc đời mình,0,human_gold_round5,3,round5,normal
Anh à... Em biết em đã yêu Anh quá sớm... Khi em chưa học cách yêu... Em chưa có kinh nghiệm cũng như chưa hiểu về anh cho lắm... Em làm anh buồn... Em ghen tuông không kể bất cứ lí do gì.... Em chỉ giận anh... Mà không cho anh giải thích... Nếu đây là suy nghĩ của anh... Em xin anh đó... Anh quay lại với em đi... Em sẽ bỏ ghen tuông.. Em sẽ làm tất cả mọi thứ để xứng đáng với anh... Em xin anh,0,human_gold_round5,3,round5,normal
Chính tôi đã bị như vậy không phải người ngoài mà là những người thân,0,human_gold_round5,3,round5,normal
"Mình đã từng đến SG để gặp bạn ấy và đã không gặp được, lúc đó mình khóc rất nhiều..SG năm đó đau lòng thật sự, toàn kỷ niệm buồn! Sau 4 năm kể từ ngày đó, mình đã đến nơi xa và chưa quay trở lại SG một lần nào nữa, chúng mình vẫn chưa gặp lại, mình đang bước tiếp trên con đường không có bạn ấy bên cạnh...""phải đi xa đến đâu? thời gian quên mất bao lâu? để trái tim tôi bình yên như ngày đầu tiên"", cảm ơn tác giả đã nhắc mình nhớ lại kỷ niệm xưa qua từng câu chữ, tuy đau lòng nhưng vẫn phải mỉm cười và vượt qua nhỉ!!! :)",0,human_gold_round5,3,round5,normal
Hiện tại tôi đang đứng trên một vách núi chỉ cần lệch một tí là có thể đi luôn vì cuối cấp áp lực đang đè lên tôi,1,human_gold_round5,3,round5,depression
😢😢😅😅 chắc cháu bị hành hạ đánh đập quá khổ cực nên là cháu đầu nó không được tỉnh táo thông minh nên kể rất lộn xộn mà cháu bảo là cháu đi lúc 22 tuổi chưa có con ra lúc dì lại có con gái ở Việt Nam rồi là đứa con trai ở đấy thì như thế nào mất tích rồi à,0,human_gold_round5,3,round5,normal
Dù đã cố gắng r nhưng cố gắng đến đâu thì cũng thất bại sớm thôi 😊😊 dù cố gắng nhịn khóc r thì vẫn cứ khóc thôi ☺️,1,human_gold_round5,3,round5,depression
"Cầu bình an cho tất cả, mong mọi người bị bệnh này sớm hết. Bản thân mình cũng đang bị, khổ sở thật sự.",1,human_gold_round5,3,round5,depression
Mình đợt này stress vì KHÔNG DÁM BỊ GHÉT. Nên đang cảm thấy rất khó thở. Mình nghĩ bản thân cần nghe lại video để thấu hiểu hơn nữa. Cảm ơn kênh rất nhiều ạ ❤ 20:39' Ngày 25.04.24,0,human_gold_round5,3,round5,normal
"Hồi cấp 3 e học trường tầm trung nên thường chỉ cố gắng xíu là được hạng cao. Khi lên đại học được học cùng các bạn giỏi, chọn đúng ngành nhưng e vẫn thấy rất tự ti bởi mọi ng giỏi. Em luôn muốn thể hiện nhanh để biết mình giỏi nhưng vì không đủ dũng khí nên lúc nào cũng nhút nhát sợ sệt. E nghĩ bản thân cần hạ thấp mong đợi người khác và mình cần làn tới nơi tới chốn quyết tâm hơn nữa",0,human_gold_round5,3,round5,normal
"em muốn hỏi trương trình ạ, em mỗi đêm ngủ ,hầu như toàn mê ngủ và ít khi đc ngủ sâu giấc ạ, em muốn đc tư vấn ạ,",0,human_gold_round5,3,round5,normal
Chừng nào mới đc thoát Ra khỏi những cái quái Này Trời Rần 9 năm Hok đủ mệt sao mà Cứ bám Vào tui hoài .,1,human_gold_round5,3,round5,depression
"E chào bác sĩ, e đi khám bác sĩ chẩn đoán e bị loạn thần kinh tự trị dạng cơ thể (f45.3), bác sĩ cho e hỏi có cách nào để hệ thần kinh e quay lại trạng thái cân bằng không ạ?, E cảm ơn, mong bác sĩ giải đáp giúp e ạ❤",0,human_gold_round5,3,round5,normal
Bổ sung hay khóc và luôn giữ kín trong lòng ko chia sẻ cho ai bất kì điều gì,1,human_gold_round5,3,round5,depression
thế hệ trước cũng tự kỉ nhiều không kém; nhưng do ít được quan tâm lên không được thống kê và chuẩn đoán,0,human_gold_round5,3,round5,normal
Chỉ sai lằm nhỏ là kết thúc hết mỏi kỉ niệm thôi❤😔,0,human_gold_round5,3,round5,normal
Muốn buông bỏ muốn lặng im cho nhẹ lòng nhưq mọi thứ tòi tệ cứ mãi dồn dập chỉ biết im lặng đón nhận tất cả,1,human_gold_round5,3,round5,depression
E năm cuối cấp 2 r . Sắp thi r e lo lắng quá cứ sợ mình ko đỗ NV1 quá ạ . 😢,0,human_gold_round5,3,round5,normal
"Bệnh tâm thần kinh khổ lắm ,phải uống thuốc hoài thôi .bs điều trị theo kiểu nuôi bệnh ,chẳng có phương pháp gì cả .phải uống thuốc hoài",0,human_gold_round5,3,round5,normal
Mknh muốn chết,1,human_gold_round5,3,round5,depression
"Tri ân thầy nhiều lắm ạ, em bị mất ngủ hơn 1 năm nay đêm nào cũng chỉ ngủ được 2-3 tiếng và thức dậy 3-4 lần ngủ dậy đầu nặng và mệt mỏi lắm. Hôm qua may mắn xem được video của thầy em bấm hơn 2 tiếng và không ăn đồ ngọt, uống ít nước theo chỉ dẫn của thầy và lên giường lúc 10 h tối. Thật không ngờ là em ngủ rất ngon từ 10 h tối đến 6 h sáng hôm nay tỉnh dậy ngừoi rất khoan khoái nhẹ nhõm. Cảm ơn thầy nhiều lắm, mong thầy ra thêm video hữu ích nữa ạ.",0,human_gold_round5,3,round5,normal
"Lời chia tay, em viết, rồi xóa, rồi viết. Em nhớ anh, nhưng buồn thật, chúng mình không thuộc về nhau nữa rồi. Em không biết cách quan tâm của anh là vậy, hay em không đủ sức nặng trong lòng anh, nhưng em thấy lạc lõng lắm, tp ah, lạc lõng và cô đơn trong chính mqh này... Có lẽ em với cao quá, huh?",0,human_gold_round5,3,round5,normal
"Em gần đây over thinking rất nặng,thiền thường xuyên nhưng việc thiền cũng không còn được tốt như trước, đọc rất nhiều sách, mắt vẫn đọc mà đầu thì lan man suy nghĩ đi đâu đâu. Cám ơn anh Trí đã đưa ra giải pháp. Biết ơn anh!",0,human_gold_round5,3,round5,normal
"Mình tự ti vì ko xinh đẹp mình ko muốn đưa ra quan điểm của mình vì mình nghĩ mình ko quan trọng, mình ko giỏi ăn nói sao cái gì mình cũng ko bằng người ta",0,human_gold_round5,3,round5,normal
Bác sĩ ông ngoại em bị tai biến nhẹ mà khó ngủ mà ngủ không được ban đêm ban đêm ông ngoại em hớt tới 10 giờ rưỡi chưa chieu đi ngủ nữa,0,human_gold_round5,3,round5,normal
"Tôi cảm thấy vô cùng sợ hãi người mẹ này, quá kính khủng",0,human_gold_round5,3,round5,normal
"1. Bạn là người theo chủ nghĩa hoàn hảo (You are a perfectionist) 2. Bạn nghiện sử dụng điện thoại (You are addicted to your phone) 3. Bạn liên tục thiếu ngủ (You are missing sleep) 4. Bạn ở mãi trong những mối quan hệ độc hại (You stay in toxic relationships) 5. Bạn không nhờ người khác giúp đỡ (You do not ask for help) 6. Bạn so sánh bản thân với người khác (You compare yourself to others) 7. Bạn tự làm khó mình (You sabotage yourself) 8. Bạn không thực hành lòng biết ơn (You do not practice gratitude) Cố gắng lên nhé mọi người! Bên cạnh sức khỏe thể chất thì sức khỏe tinh thần cũng vô cùng quan trọng đấy! Chúc mọi người luôn khỏe mạnh, sống hạnh phúc nha!",0,human_gold_round5,3,round5,normal
Luyện thuyên vô lâm cảnh sát chống gặp nguy hiểm mà khg nói để chết oan thật vô lí a Di Đà pat,0,human_gold_round5,3,round5,normal
"Có lẽ đây chính là thông điệp gửi đến bản thân của mình 😢😢 Trc kia mình đã quá ỉ lại vào năng lực học của mình mà ko bt nó chỉ là ảo tưởng,để rồi cuối cùng nhận được kết quả là vừa mất gốc lại mất thời gian.rồi dần dần cảm xúc bị dồn nén sau đó thành hối lỗi và xấu hổ với công lao của mẹ rồi nhận lại đc những thành tích kém từ con",0,human_gold_round5,3,round5,normal
"Nếu bạn sợ người khác phán xét về bạn thì hãy cố gắng giúp những người hay bị người khác trêu ghẹo hạy bị phán xét vượt qua nỗi sợ hãi của họ, nếu bạn sợ bóng tối thì hãy can đảm giúp đỡ những người sợ đi nơi hoang vắng nơi đồng không mông quạnh cùng họ vượt qua quãng đường đó, nếu bạn sợ nơi đông người thì hãy thường xuyên giúp những đứa trẻ tự tin nơi đông người vượt qua sự rụt rè để hoà nhập hay giúp đỡ những người nhút nhát tự tin hoà nhập cùng đám đông, nếu bạn sợ phải vay tiền ai đó thì hãy thường xuyên giúp đỡ những người tin cậy đang cần sự giúp đỡ về tài chính rồi sau này bạn sẽ không sợ khi đi vay tiền, nếu bạn sợ chết thì hãy luôn giúp đỡ những người bệnh tật hoặc những người ở tuổi sắp về suối tiên luôn động viên họ và giúp họ vượt qua nỗi sợ hãi của cái chết và đối mặt với cái chết bằng sự mạnh mẽ thay vì sợ hãi...vv Bạn gieo bố thí : Vô úy thí, tức là gieo nhân không sợ hãi giúp người khác thì bạn sẽ có sức mạnh vô đối, tâm luôn bình thản và an yên trước mọi hiểm nguy.",0,human_gold_round5,3,round5,normal
"Suy nghĩ tiêu cực thì cuộc sống hời hợt ,yếu kém và chắc chắn là nghèo khó ,vậy nên ai sống tich cực vui vẻ và phấn đấu vì tương lai thì đó mới là cuộc sống Nghe giọng này buồn chán lắm .",0,human_gold_round5,3,round5,normal
Cho bệnh về mất ngủ k,0,human_gold_round5,3,round5,normal
Tôi muốn hiểu và chữa lành lo âu,0,human_gold_round5,3,round5,normal
"Mẹ tôi cứ chửi tôi,doạ tôi cuối năm ko đc HS giỏi thì liệu hồn,tôi đi học trong h ko tiếp thu đc kiến thức tại vì cứ nghĩ đến câu chửi 😢",1,human_gold_round5,3,round5,depression
Em nghĩ quá trình cô đơn phần lớn bắt nguồn từ sự tự ti và em cũng đang gặp phải,0,human_gold_round5,3,round5,normal
Tôi nhớ năm lớp 10 tôi thi lại môn toán 9 năm đi học đều là học sinh khá khiến tôi bị sốc. Ba tôi là người nghiêm khắc nhưng ông ko la mắng gì hết.Thực sự cảm ơn ba sự im lặng và thấu hiểu cho ba đã giúp tôi vượt wa cú sốc ôn thi lại được 10 đ môn toán 😅,0,human_gold_round5,3,round5,normal
Buồn nào rồi cũng sẽ qua Chỉ có buồn ngủ không tha ngày nào,0,human_gold_round5,3,round5,normal
"Lúc rơi vào trạng thái tột cùng của sự tuyệt vọng, được biết đến thầy Minh Niệm, nghe và học thầy giảng thật sự là điều tuyệt vời nhất, cuộc sống của con bây giờ là sự biết ơn mỗi giây mỗi phút thở, biết yêu thương bản thân và gia đình hơn <3 Nhận ra là khi mình có thứ mình muốn mà mình tưởng rằng khi có mình sẽ hạnh phúc thì thật ra chỉ là hạnh phúc tạm bợ, hạnh phúc thật sự là ngay hiện tại mình được sống <3 cảm ơn Vietcetera nhiềuu",0,human_gold_round5,3,round5,normal
"mình bị hôi láck cực kì tự ti luôn ý, truyền từ gđ xong bị trêu lướt tt mấy ac làm vd joker về hôi láck lại càng tự ti hơn<<",0,human_gold_round5,3,round5,normal
"tôi buồn lắm, tôi có gia đình nhưng ko ai bên cạnh khi tôi bệnh",1,human_gold_round5,3,round5,depression
