review_bucket,comment_text,source_weak_label,source_confidence,source_depression_score,phobert_label,probability,prob_normal,prob_depression,need_review,suggested_label,final_label,reviewer_note,row_id
model_uncertain,đoạn chi vy nói có người đồng hành thật sự khi e thấy e là đứa con quá tệ mẹ e thì cố gắng để lo cho e đầy đủ nhưng e lại thấy e là gánh nặng e k muốn mẹ vất vả thêm nên e muốn chọn từ bỏ cuộc sống e nghĩ như vậy là tốt nhưng may e nghe đc poscast này e đã thay đổi suy nghĩ e chịu thiệt một chút để giúp đỡ mẹ vậy tết thôi mà năm nay con k về mẹ cũng phải vui cùng các anh nhe,uncertain,low,0,depression,0.5064128637313843,0.49358714000000004,0.50641286,True,depression,,,r5-0040
model_uncertain,Chắc phải buon thôi để ko mệt mỏi nữa,uncertain,low,3,depression,0.5065064430236816,0.49349356,0.50650644,True,depression,,,r5-0041
model_uncertain,"Sức đề kháng tâm hồn: bớt phản ứng, và suy tư giữ tâm hồn vui vẻ…",uncertain,low,0,normal,0.5067178010940552,0.5067178,0.4932822,True,normal,,,r5-0042
model_uncertain,Nếu bạn đang nghe video này vào ban đêm… có thể bạn đã mệt rất lâu rồi. Không sao đâu… bạn không cần phải mạnh mẽ một mình nữa.,uncertain,low,0,depression,0.5067474842071533,0.4932525,0.5067475,True,depression,,,r5-0043
model_uncertain,tôi:ăn như chết đói bạn: ăn theo cách lịch sự của một quý bà,uncertain,low,0,normal,0.5068178474903107,0.50681785,0.49318215,True,normal,,,r5-0044
model_uncertain,gia định sẽ ko hiểu và tiền điều trị sẽ rất cao và bản thân thật sự ko muốn ra khỏi phòng để gập bất kì ai bất kì ng nào.,uncertain,low,0,depression,0.506848931312561,0.49315107,0.50684893,True,depression,,,r5-0045
model_uncertain,"15/4/2025. Thi trượt tiếng Anh 2 lần. Cảm giác chán nản vô cùng, nhưng vẫn sẽ ôn tập và làm lại. Cố lên tôi ơi 💪💪💪",uncertain,low,3,normal,0.5069016218185425,0.50690162,0.49309838,True,normal,,,r5-0046
model_uncertain,Chả hiểu sao cứ mỗi lúc mún bản thân nghĩ đến việc j đóa tích cực thì trg đầu nóa lại bon chen vào đầu tui chc cóa lẽ tui xấu xa lm dk 😇😥😭😭😭,uncertain,low,0,depression,0.5069377422332764,0.49306226,0.50693774,True,depression,,,r5-0047
model_uncertain,Vô cùng lo lắng cho con,uncertain,low,0,normal,0.506954550743103,0.50695455,0.49304545,True,normal,,,r5-0048
model_uncertain,"Thất tình ko phải vì thất tình mà cái tình trong mắt Anh Tú nó làm tui mất đi nhận thức là mình ko có tình để thất tình, mà coi cảm giác tui thất tình",uncertain,low,0,depression,0.5070110559463501,0.49298894000000004,0.50701106,True,depression,,,r5-0049
model_uncertain,Nhật Kim Anh bây giờ tâm trạng đúng như vậy đó ....đời không ai biết trước,uncertain,low,0,depression,0.5072141289710999,0.4927859,0.5072141,True,depression,,,r5-0050
model_uncertain,"Bố mẹ tớ bận chạy theo công việc , họ luôn muốn ngkh thấu hiểu sự tổn thương của họ , họ luôn nói họ phải gánh nhiều thứ trong cuộc sống nên lj có tgian qtam đến thứ tôi cần thứ tôi ước mơ...",uncertain,low,3,depression,0.5072258114814758,0.49277420000000005,0.5072258,True,depression,,,r5-0051
model_uncertain,Áp lực lắm rồi ai cứu tao Ik 😢,uncertain,low,3,depression,0.5073913931846619,0.49260859999999995,0.5073914,True,depression,,,r5-0052
model_uncertain,Chị ơi chồng em bị trầm cảm tập thiền có cải thiện được k ạ? Tập thời gian nào là hiệu quả nhất vậy c,depression_auto,medium,5,normal,0.507615864276886,0.50761586,0.49238414,True,normal,,,r5-0053
model_uncertain,"ko bt có bạn nào giống mk ko, càng ngày mk càng sợ việc phải trưởng thành, lớn lên. Mk ko thể tưởng tượng và cx ko muốn tượng khi mk càng lớn, bố mẹ và người thân càng già. Mk chưa thể làm quen vs sự chia xa, mk ko bt vào ngày ấy mk sẽ ra sao.",uncertain,low,0,depression,0.5076938271522522,0.4923062,0.5076938,True,depression,,,r5-0054
model_uncertain,"Nỗi lòng của con cái ít khi ba mẹ hiểu đc lắm, nhiều lúc khóc mà có ai hay đâu, nhiều khi á ước ba mẹ hiểu mik hơn quan tâm mik nhiều hơn vậy là quá đủ rồi",uncertain,low,0,depression,0.5077685117721558,0.49223150000000004,0.5077685,True,depression,,,r5-0055
model_uncertain,E từng ghét ngoại hình của mình vì e có 1 ng c rất xinh và e kh đc như v và luôn bị mn xq nói mỗi lần như thế e chỉ biết khóc mà thôi:((((,uncertain,low,0,normal,0.5078878104686737,0.5078878,0.4921122,True,normal,,,r5-0056
model_uncertain,"Dạo này mình lại nhớ ông nội rất nhiều. Mình không nhớ lần cuối mình nói chuyện với ông là khi nào, mình không còn nhớ lần cuối mình ôm ông là khi nào. Ông ốm,mình thương ông nhiều lắm! Cách xa ông nửa vòng trái đất mình chỉ có thể nằm khóc thay vì ở bên ông. Hồi còn bé ông chăm mình lắm nhưng đến bây giờ ông cần mình ở bên mình lại xa nhà. Dù là 1% con cũng hi vọng và cầu nguyện cho ông sẽ bớt đau hơn từng ngày, con hi vọng bài hát này sẽ không dành cho con. Nhớ và thương ông rất nhiều.",uncertain,low,0,normal,0.5079206228256226,0.5079206199999999,0.49207938,True,normal,,,r5-0057
model_uncertain,Muốn khóc khi mà trong lòng nhiều nỗi buồn ko thể chia sẻ ra cùng ai.,uncertain,low,0,normal,0.5081921219825745,0.50819212,0.49180788,True,normal,,,r5-0058
model_uncertain,"hên t ko cs áp lực j,ko vô đc trường công thì t vô trường tư mẹ t muốn t học nhm học t dở thì ko sao chỉ cần lên lớp thôi,ước mn cx cs mẹ như t hoặc là thấu hiểu con chúc mn thi đc điểm cao nhaaaaa❤❤",uncertain,low,3,normal,0.508291095495224,0.5082911,0.4917089,True,normal,,,r5-0059
model_uncertain,Lúc đầu cảm lạnh lúc sau càng cảm lạnh😅😂😂😂,uncertain,low,0,depression,0.508402407169342,0.49159759999999997,0.5084024,True,depression,,,r5-0060
model_uncertain,Ko cảnh giác nhiều khí có những người còn giảm đầu độc mình chết dần chết mòn thì bằng nuôi ong tay áo . trên đời này ko có gì là ko thể,uncertain,low,0,depression,0.508551299571991,0.49144869999999996,0.5085513,True,depression,,,r5-0061
model_uncertain,"Cuối cấp, những ngày học đến đêm không có thời gian nghỉ. Có ngày mệt quá cũng phải cố vì sợ mình không vào được ngôi trường mà mình mong ước rồi những lần thấy mình không giỏi, mơ hồ, không biết mình có đỗ nv1 không…nhưng không sao vì mình biết mình không một mình. just trust me, you will be fine.",uncertain,low,3,normal,0.5085822641849518,0.5085822600000001,0.49141774,True,normal,,,r5-0062
model_uncertain,E cx mấy lần ct r e cx đau lòng lắm chứ,uncertain,low,3,depression,0.5087488889694214,0.49125110000000005,0.5087489,True,depression,,,r5-0063
model_uncertain,"mình 2k7 đang trong quá trình ôn thi đgnl và tnthpt 2025. Do ctr ms cx như bản thân mình ko giỏi, mặc dù đã cố gắng rất nhiều ở hk1 nhưng vẫn chưa đạt đc kq mình mong muốn cộng thêm tính trì trệ của bản thân, nên qua 2 tuân nghỉ tết mình vẫn chưa hoàn thành đc những gì bản thân mình đề ra trc năm học. H mình đang hơi nản trong học tập nhưng mình mong bản thân mình sẽ lấy lại tinh thần và tiếp tục chiến đấu vs các đối thủ. Chúc các đối thủ 2k7 sẽ đạt đc kq như mong muốn ""đậu nv1 nha"", cx chúc các em 2k10 thi vào đc trường mình mơ ước",uncertain,low,0,depression,0.5088380575180054,0.49116194,0.50883806,True,depression,,,r5-0064
model_uncertain,"Dạo này em thấy mình bị nghiện điện thoại, vừa ms ngủ dậy hay đi học về là như một thói quen cầm lấy điện thoại rồi lướt trong vô thức. Dần dần em càng chán học tập, làm việc và thực hiện lối sống tốt cũng như bỏ bê bản thân vì điện thoại. Em mong mình sẽ có thể cố gắng thay đổi để có một năm 2024 tốt hơn. Cảm ơn ad nhiều vì vid này ạ",normal_auto,medium,-2,depression,0.5089377164840698,0.49106229999999995,0.5089377,True,depression,,,r5-0065
model_uncertain,Hôm nay tui cũng muốn tâm sự cùng người lạ. Không phải chuyện tình yêu nhưng có quá nhiều mệt mỏi vì cuộc sống này.,uncertain,low,3,normal,0.5093043446540833,0.50930434,0.49069566,True,normal,,,r5-0066
model_uncertain,Những nỗi buồn kia bay theo lời hát.... Có ai buồn như tôi ko .... Nỗi buồn ko ai hiêu thấu,uncertain,low,0,depression,0.5093143582344055,0.49068564000000003,0.50931436,True,depression,,,r5-0067
model_uncertain,Em cũng đang bị tụt mood và hình như ông bụt đã xuất hiện!!!,uncertain,low,0,normal,0.5095826685428619,0.50958267,0.49041733,True,normal,,,r5-0068
model_uncertain,"nhờ BS tư vấn dùng chứng đêm khó đi vào giấc ngủ, như về chiều tầm 4h5h là buồn ngủ, tôi có đi khám bs thần kinh hiện giờ tôi đang dùng thuốc halcion ba năm nay vì tình hình dịch bệnh tôi không về nước được vậy cho hỏi thuốc này dùng lâu dài tốt không ạ",uncertain,low,0,depression,0.5096756219863892,0.4903244,0.5096756,True,depression,,,r5-0069
model_uncertain,Áp lực việc học,uncertain,low,3,depression,0.5097770094871521,0.49022299999999996,0.509777,True,depression,,,r5-0070
model_uncertain,"ADIDAPHAT sao con càng niệm thì càng không ngủ được , con không hiểu vì sao.",uncertain,low,0,depression,0.5101186633110046,0.48988134000000005,0.51011866,True,depression,,,r5-0071
model_uncertain,"Lyric: Anh đi lạc trong sóng gió cuộc đời Nào biết đâu sớm mai liệu bình yên có tới? Âu lo chạy theo những ánh sao đêm Ngày cứ trôi chớp mắt thành phố đã sáng đèn Ta cứ lặng lẽ chạy thật mau, yêu thương chẳng nói kịp thành câu ... biết đâu liệu mai còn thấy nhau? Thức giấc để anh còn được thấy ánh mắt của em nhẹ nhìn anh, đôi tay này sẽ không xa rời Tạm Gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần ,biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau Nhảy với anh đến khi đôi chân ta mỏi rã rời Hát với anh những câu ca từ ngày xưa cũ Thì thầm khẽ anh nghe em vẫn còn bao niềm mơ Ôm lấy anh nghe mưa đầu mùa ghé chơi Một giây không thấy nhau như một đời này cô đơn quá Trời mù mây bỗng xanh ngát xanh khi em khẽ cười Một ngày anh biết hết nguyên do của những yên vui trong đời Ngày mà duyên kiếp kia đưa ta gần lại với nhau Tạm gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần ,biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau Bờ vai anh rộng đủ để che chở cho emmmmm Was a boy now a man, cho emmm Từng đi lạc ở trong thế giới điên loạn ngoài kia và tình yêu em trao anh ngày ấy đã mang anh về bên emmmm Yêu em như a Fat kid loves cake, nhắm mắt cảm nhận tình yêu tan dịu ngọt trên môi khi em hôn môi anh đây, yo Không phải happy ending, mỗi bình minh ta viết thêm trang mới, nối dài câu chuyện mình Như trong mơ nơi xa kia xanh biếc xanh biếc Thiên đàng bên em nơi đây anh biết anh biết Bóng đêm đã qua yên bình có thêm chúng ta nghe lòng đàn từng câu ca Cuộc đời này chẳng hề hối tiếc Những tháng năm ta đi cùng nhau Anh biết em luôn ở đó nơi anh thuộc về Tạm gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần, biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau",uncertain,low,3,depression,0.5101342797279358,0.48986569999999996,0.5101343,True,depression,,,r5-0072
model_uncertain,"E rất thường xuyên mơ thấy đi tới lớp chưa học bài, chưa làm bài tập, đi thi mà chưa chuẩn bị gì hết... có những khoảng thời gian mà gần như sáng nào thức dậy cũng khủng hoảng và phải mất 1-2 phút để tự trấn an bản thân là mình đã không còn đi học đi thi gì nữa rồi",normal_auto,medium,-2,depression,0.5103572607040405,0.48964273999999997,0.51035726,True,depression,,,r5-0073
model_uncertain,- muốn tự do là phải tự lo - tự chịu trách nhiệm cho ước mơ và cuộc đời mình,uncertain,low,0,depression,0.510452151298523,0.48954785,0.51045215,True,depression,,,r5-0074
