row_id,text
r5-0017,Một tình yêu đấy là aii Mang cho anh bao niềm buồn Cho em nói hết câu trong lòng Bây giờ em còn yêu anh ko Anh biết mà em cứ bên người ấy Thật sự anh đau trong lòng Anh là aii Tại saooo lại còn người thứ 2 Em hứa em yêu anh hết đời Vậy mà Câu đó vẫn bỏ đi Bây giờ anh ko thể nói em vài câu Bây giờ anh sẽ bước đi Để cho em bên người em yêu Vậy thôi còn gì nữa Thả càng người càng thấy đau!😓
r5-0018,Có những điều con không muốn nói thẳng với mẹ chỉ sợ mẹ mắng con...
r5-0019,"VSTN ơi, cậu làm về ""bị chịu quá nhiều tổn thương nên không còn khóc vì đã quen rồi"" đc không ạ? ( cái này mô tả cuộc sống hiện tại của mình )"
r5-0020,"Do cảm giác cô đơn nên chỉ cần ai quan tâm mình đều tưởng họ thật lòng cuối cùng nhận ra ko ai thật lòng, cô đơn trở thành tổn thương ."
r5-0021,Đủ rồi nghe thay.tôi không chơi nữa. Cho dù các vị là ai đi thì tôi có điên tôi cũng biết là tôi điên. Chỉ là một cái bóng mà các vị dẫn dắt một người bình thường 60t không học thức không tôn giáo chút nữa là phá lát một gia đình cho dù nó không hoàn hảo. Và bản thân tôi cũng vậy nó không còn chỗ nào có thể cầm xé được nữa. Làm vậy chưa đủ hay sao ?bản chất của tôi là vậy và tôi tin rằng ai cũng thế ngoại trừ thằng điên. Để trở thành một cái gì đó mà phải trở thành một giống gì đó chưa được đặt tên thì thầy kiếm người khác đi tha cho chúng tôi tôi được k?làm ơn. Đừng làm tổn thương người nào thêm nữa. ❤❤❤cho tôi những giờ giải trí vui và nếu có $tôi sẽ khong quên mua sách của kênh để lúc nào rảnh coi lại được chứ? Chào thân ái!!!
r5-0022,mỗi lần stress hay mệt j qua bên sốp dịu hơn hẳn☺
r5-0023,"Làm thế nào để thoát ra, khi chính mình cũng không muốn trò chuyện với bất kỳ ai, cứ lủi thủi và suy nghĩ về cái chết"
r5-0024,Mệt mỏi quá r 😢
r5-0025,"Mình có đứa em trai bị trầm cảm, 1 ngày ko bắt liên lạc được với em nó, xong cả nhà phải tá hỏa đi tìm, may sao mà tìm được và giờ đang để ở nhà theo dõi điều trị"
r5-0026,"Nếu bạn không thể làm các chấm tròn xung quanh biến mất dù chỉ trong 1 tíc tắc, đặc biệt ở trẻ nhỏ, thì khả năng cao bạn có thể bị ảnh hưởng bởi chứng rối loạn tăng động, giảm chú ý đấy nhé!"
r5-0027,"mình từng rất ghét mẹ,nhưng cũng rất thương mẹ,thương mẹ nhìu lắm,nhma mẹ lại ko hiểu mik j cả ,luôn la mắng ,trách móc mik,gđ chả ai quan tâm đến mik cả😥😥"
r5-0028,"Nhìn thấy Fake love nên mò vào nghe thì bỗng chốc tim hẫng một nhịp khi cái giai điệu ấy vang lên. Cái ngày đau đớn trong giá rét ấy cùng với nốt nhạc bay bổng khia khiến tôi không thể nào quên. Cái ngày tôi đau đớn gục ngã chỉ có một mình vực dậy. Làm sao chứ? Làm sao tôi quên đi được cái vẻ mặt bỡn đó? Tại sao vậy? Sao lúc tôi sắp giải thoát được cho bản thân, chính ngươi lại đứng chắn trước cánh cửa đó? Chị mày rất cần đi vệ sinh đấy mày có biết không thằng quỷ nhỏ?"
r5-0029,Tui là bị hết luôn
r5-0030,Hôm nay là ngày tệ nhất của mình nhưng khi mình nghe bài này mình đã khóc rất nhiều như một đứa con nít mới lên ba 😭
r5-0031,Cảm ơn better version rất nhiều. Trước giờ mình cũng suy nghĩ quá nhiều làm bản thân mất đi nhiều năng lượng để từ đó mình đánh mất quá nhiều giá trị khác.
r5-0032,Tình mình ngày nào Đẹp như trăng lung linh về đêm Mà sao nay xa xăm ôi mịt mù Biết nói nơi ai mà ta giờ xa lìa nhau Lòng ta nghe bâng khuâng xót xa Có tiếc nuối cũng xa nhau thật rồi Chuyện tình mình thật buồn Ngày vui thoáng gió Cuốn sương khói Còn đây con tim đau Không nhạt nhòa Tình đôi mình bây giờ Như mùa đông Trơ cành khô đứng lặng Tình đôi mình bây giờ như gió Trôi dạt không bến bờ Hỡi gió lang thang Ngày đêm về đâu Buồn không kiếp không nhà Chiều nay mình ta Ngồi đây thầm mơ Phút giây thần tiên ngày xưa Người yêu giờ đây buồn không hỡi Xin về đây hỡi người Này em phương xa trời Còn tuyết không Bài ca buồn anh Tặng em chiều nay Ước sao vọng vang về em Tình yêu cuồng say người yêu hỡi Bao ngày không xóa nhòa Hãy đến bên anh Chiều nay người ơi Tình ta sẽ muôn đời Chuyện tình mình thật buồn Ngày vui thoáng gió Cuốn sương khói Không nhạt nhòa Tình đôi mình bây giờ Như mùa đông Trơ cành khô đứng lặng Tình đôi mình bây giờ như gió Trôi dạt không bến bờ Hỡi gió lang thang Ngày đêm về đâu Buồn không kiếp không nhà Chiều nay mình ta Ngồi đây thầm mơ Phút giây thần tiên ngày xưa Người yêu giờ đây buồn không hỡi Xin về đây hỡi người Này em phương xa trời Còn tuyết không Bài ca buồn anh Tặng em chiều nay Ước sao vọng vang về em Tình yêu cuồng say người yêu hỡi Bao ngày không xóa nhòa Hãy đến bên anh Chiều nay người ơi Tình ta sẽ muôn đời Hãy đến bên anh Chiều nay người ơi Tình ta sẽ muôn đời
r5-0033,Đôi khi buồn mà ko biết mình buồn vì chuyện j
r5-0034,sau cuộc sống ôn thi đại học ko như ý cuối cùng thì mình vào một môi trường ở quê nhà và ko mong muốn mình muốn đi xa và bây giờ mình lạc lối quá
r5-0035,"Sợ hãi là bản năng, là tâm lí bình thường của mỗi người để bản thân an toàn. Nhưng ta cần thoát khỏi nỗi sợ để tìm một bản thân tốt hơn. Đối diện với sợ hãi, càng sợ thì càng phải làm."
r5-0036,Tớ thì bị la suốt ngày
r5-0037,Hồi bé tôi không đủ lạc quan để có một ước mơ
r5-0038,"Đúng là mình đang phải tập tĩnh tâm và luôn học cách kìm nén cảm xúc khi phải sông cùng với ng nóng nảy,bốc đồng,chỉ cần 1 chút bất đồng là xảy ra chuyện. Đúng là mình vẫn nghĩ 1 ngày nào đó mình ko chịu đc nữa sẽ rời đi,nhưng họ ko hiểu. Cảm ơn bạn"
r5-0039,"học trên lớp môn văn và bị giống như anh kia nhưng nặng hơn, áp dụng phương pháp này => thất bại"
r5-0040,đoạn chi vy nói có người đồng hành thật sự khi e thấy e là đứa con quá tệ mẹ e thì cố gắng để lo cho e đầy đủ nhưng e lại thấy e là gánh nặng e k muốn mẹ vất vả thêm nên e muốn chọn từ bỏ cuộc sống e nghĩ như vậy là tốt nhưng may e nghe đc poscast này e đã thay đổi suy nghĩ e chịu thiệt một chút để giúp đỡ mẹ vậy tết thôi mà năm nay con k về mẹ cũng phải vui cùng các anh nhe
r5-0041,Chắc phải buon thôi để ko mệt mỏi nữa
r5-0042,"Sức đề kháng tâm hồn: bớt phản ứng, và suy tư giữ tâm hồn vui vẻ…"
r5-0043,Nếu bạn đang nghe video này vào ban đêm… có thể bạn đã mệt rất lâu rồi. Không sao đâu… bạn không cần phải mạnh mẽ một mình nữa.
r5-0044,tôi:ăn như chết đói bạn: ăn theo cách lịch sự của một quý bà
r5-0045,gia định sẽ ko hiểu và tiền điều trị sẽ rất cao và bản thân thật sự ko muốn ra khỏi phòng để gập bất kì ai bất kì ng nào.
r5-0046,"15/4/2025. Thi trượt tiếng Anh 2 lần. Cảm giác chán nản vô cùng, nhưng vẫn sẽ ôn tập và làm lại. Cố lên tôi ơi 💪💪💪"
r5-0047,Chả hiểu sao cứ mỗi lúc mún bản thân nghĩ đến việc j đóa tích cực thì trg đầu nóa lại bon chen vào đầu tui chc cóa lẽ tui xấu xa lm dk 😇😥😭😭😭
r5-0048,Vô cùng lo lắng cho con
r5-0049,"Thất tình ko phải vì thất tình mà cái tình trong mắt Anh Tú nó làm tui mất đi nhận thức là mình ko có tình để thất tình, mà coi cảm giác tui thất tình"
r5-0050,Nhật Kim Anh bây giờ tâm trạng đúng như vậy đó ....đời không ai biết trước
r5-0051,"Bố mẹ tớ bận chạy theo công việc , họ luôn muốn ngkh thấu hiểu sự tổn thương của họ , họ luôn nói họ phải gánh nhiều thứ trong cuộc sống nên lj có tgian qtam đến thứ tôi cần thứ tôi ước mơ..."
r5-0052,Áp lực lắm rồi ai cứu tao Ik 😢
r5-0053,Chị ơi chồng em bị trầm cảm tập thiền có cải thiện được k ạ? Tập thời gian nào là hiệu quả nhất vậy c
r5-0054,"ko bt có bạn nào giống mk ko, càng ngày mk càng sợ việc phải trưởng thành, lớn lên. Mk ko thể tưởng tượng và cx ko muốn tượng khi mk càng lớn, bố mẹ và người thân càng già. Mk chưa thể làm quen vs sự chia xa, mk ko bt vào ngày ấy mk sẽ ra sao."
r5-0055,"Nỗi lòng của con cái ít khi ba mẹ hiểu đc lắm, nhiều lúc khóc mà có ai hay đâu, nhiều khi á ước ba mẹ hiểu mik hơn quan tâm mik nhiều hơn vậy là quá đủ rồi"
r5-0056,E từng ghét ngoại hình của mình vì e có 1 ng c rất xinh và e kh đc như v và luôn bị mn xq nói mỗi lần như thế e chỉ biết khóc mà thôi:((((
r5-0057,"Dạo này mình lại nhớ ông nội rất nhiều. Mình không nhớ lần cuối mình nói chuyện với ông là khi nào, mình không còn nhớ lần cuối mình ôm ông là khi nào. Ông ốm,mình thương ông nhiều lắm! Cách xa ông nửa vòng trái đất mình chỉ có thể nằm khóc thay vì ở bên ông. Hồi còn bé ông chăm mình lắm nhưng đến bây giờ ông cần mình ở bên mình lại xa nhà. Dù là 1% con cũng hi vọng và cầu nguyện cho ông sẽ bớt đau hơn từng ngày, con hi vọng bài hát này sẽ không dành cho con. Nhớ và thương ông rất nhiều."
r5-0058,Muốn khóc khi mà trong lòng nhiều nỗi buồn ko thể chia sẻ ra cùng ai.
r5-0059,"hên t ko cs áp lực j,ko vô đc trường công thì t vô trường tư mẹ t muốn t học nhm học t dở thì ko sao chỉ cần lên lớp thôi,ước mn cx cs mẹ như t hoặc là thấu hiểu con chúc mn thi đc điểm cao nhaaaaa❤❤"
r5-0060,Lúc đầu cảm lạnh lúc sau càng cảm lạnh😅😂😂😂
r5-0061,Ko cảnh giác nhiều khí có những người còn giảm đầu độc mình chết dần chết mòn thì bằng nuôi ong tay áo . trên đời này ko có gì là ko thể
r5-0062,"Cuối cấp, những ngày học đến đêm không có thời gian nghỉ. Có ngày mệt quá cũng phải cố vì sợ mình không vào được ngôi trường mà mình mong ước rồi những lần thấy mình không giỏi, mơ hồ, không biết mình có đỗ nv1 không…nhưng không sao vì mình biết mình không một mình. just trust me, you will be fine."
r5-0063,E cx mấy lần ct r e cx đau lòng lắm chứ
r5-0064,"mình 2k7 đang trong quá trình ôn thi đgnl và tnthpt 2025. Do ctr ms cx như bản thân mình ko giỏi, mặc dù đã cố gắng rất nhiều ở hk1 nhưng vẫn chưa đạt đc kq mình mong muốn cộng thêm tính trì trệ của bản thân, nên qua 2 tuân nghỉ tết mình vẫn chưa hoàn thành đc những gì bản thân mình đề ra trc năm học. H mình đang hơi nản trong học tập nhưng mình mong bản thân mình sẽ lấy lại tinh thần và tiếp tục chiến đấu vs các đối thủ. Chúc các đối thủ 2k7 sẽ đạt đc kq như mong muốn ""đậu nv1 nha"", cx chúc các em 2k10 thi vào đc trường mình mơ ước"
r5-0065,"Dạo này em thấy mình bị nghiện điện thoại, vừa ms ngủ dậy hay đi học về là như một thói quen cầm lấy điện thoại rồi lướt trong vô thức. Dần dần em càng chán học tập, làm việc và thực hiện lối sống tốt cũng như bỏ bê bản thân vì điện thoại. Em mong mình sẽ có thể cố gắng thay đổi để có một năm 2024 tốt hơn. Cảm ơn ad nhiều vì vid này ạ"
r5-0066,Hôm nay tui cũng muốn tâm sự cùng người lạ. Không phải chuyện tình yêu nhưng có quá nhiều mệt mỏi vì cuộc sống này.
r5-0067,Những nỗi buồn kia bay theo lời hát.... Có ai buồn như tôi ko .... Nỗi buồn ko ai hiêu thấu
r5-0068,Em cũng đang bị tụt mood và hình như ông bụt đã xuất hiện!!!
r5-0069,"nhờ BS tư vấn dùng chứng đêm khó đi vào giấc ngủ, như về chiều tầm 4h5h là buồn ngủ, tôi có đi khám bs thần kinh hiện giờ tôi đang dùng thuốc halcion ba năm nay vì tình hình dịch bệnh tôi không về nước được vậy cho hỏi thuốc này dùng lâu dài tốt không ạ"
r5-0070,Áp lực việc học
r5-0071,"ADIDAPHAT sao con càng niệm thì càng không ngủ được , con không hiểu vì sao."
r5-0072,"Lyric: Anh đi lạc trong sóng gió cuộc đời Nào biết đâu sớm mai liệu bình yên có tới? Âu lo chạy theo những ánh sao đêm Ngày cứ trôi chớp mắt thành phố đã sáng đèn Ta cứ lặng lẽ chạy thật mau, yêu thương chẳng nói kịp thành câu ... biết đâu liệu mai còn thấy nhau? Thức giấc để anh còn được thấy ánh mắt của em nhẹ nhìn anh, đôi tay này sẽ không xa rời Tạm Gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần ,biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau Nhảy với anh đến khi đôi chân ta mỏi rã rời Hát với anh những câu ca từ ngày xưa cũ Thì thầm khẽ anh nghe em vẫn còn bao niềm mơ Ôm lấy anh nghe mưa đầu mùa ghé chơi Một giây không thấy nhau như một đời này cô đơn quá Trời mù mây bỗng xanh ngát xanh khi em khẽ cười Một ngày anh biết hết nguyên do của những yên vui trong đời Ngày mà duyên kiếp kia đưa ta gần lại với nhau Tạm gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần ,biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau Bờ vai anh rộng đủ để che chở cho emmmmm Was a boy now a man, cho emmm Từng đi lạc ở trong thế giới điên loạn ngoài kia và tình yêu em trao anh ngày ấy đã mang anh về bên emmmm Yêu em như a Fat kid loves cake, nhắm mắt cảm nhận tình yêu tan dịu ngọt trên môi khi em hôn môi anh đây, yo Không phải happy ending, mỗi bình minh ta viết thêm trang mới, nối dài câu chuyện mình Như trong mơ nơi xa kia xanh biếc xanh biếc Thiên đàng bên em nơi đây anh biết anh biết Bóng đêm đã qua yên bình có thêm chúng ta nghe lòng đàn từng câu ca Cuộc đời này chẳng hề hối tiếc Những tháng năm ta đi cùng nhau Anh biết em luôn ở đó nơi anh thuộc về Tạm gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần, biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau"
r5-0073,"E rất thường xuyên mơ thấy đi tới lớp chưa học bài, chưa làm bài tập, đi thi mà chưa chuẩn bị gì hết... có những khoảng thời gian mà gần như sáng nào thức dậy cũng khủng hoảng và phải mất 1-2 phút để tự trấn an bản thân là mình đã không còn đi học đi thi gì nữa rồi"
r5-0074,- muốn tự do là phải tự lo - tự chịu trách nhiệm cho ước mơ và cuộc đời mình
r5-0075,Anh à... Em biết em đã yêu Anh quá sớm... Khi em chưa học cách yêu... Em chưa có kinh nghiệm cũng như chưa hiểu về anh cho lắm... Em làm anh buồn... Em ghen tuông không kể bất cứ lí do gì.... Em chỉ giận anh... Mà không cho anh giải thích... Nếu đây là suy nghĩ của anh... Em xin anh đó... Anh quay lại với em đi... Em sẽ bỏ ghen tuông.. Em sẽ làm tất cả mọi thứ để xứng đáng với anh... Em xin anh
r5-0076,Chính tôi đã bị như vậy không phải người ngoài mà là những người thân
r5-0077,Không ổn rồi... Tôi có 9 or 10/12 dấu hiệu rồi ☺️
r5-0078,"Mình đã từng đến SG để gặp bạn ấy và đã không gặp được, lúc đó mình khóc rất nhiều..SG năm đó đau lòng thật sự, toàn kỷ niệm buồn! Sau 4 năm kể từ ngày đó, mình đã đến nơi xa và chưa quay trở lại SG một lần nào nữa, chúng mình vẫn chưa gặp lại, mình đang bước tiếp trên con đường không có bạn ấy bên cạnh...""phải đi xa đến đâu? thời gian quên mất bao lâu? để trái tim tôi bình yên như ngày đầu tiên"", cảm ơn tác giả đã nhắc mình nhớ lại kỷ niệm xưa qua từng câu chữ, tuy đau lòng nhưng vẫn phải mỉm cười và vượt qua nhỉ!!! :)"
r5-0079,Hiện tại tôi đang đứng trên một vách núi chỉ cần lệch một tí là có thể đi luôn vì cuối cấp áp lực đang đè lên tôi
r5-0080,😢😢😅😅 chắc cháu bị hành hạ đánh đập quá khổ cực nên là cháu đầu nó không được tỉnh táo thông minh nên kể rất lộn xộn mà cháu bảo là cháu đi lúc 22 tuổi chưa có con ra lúc dì lại có con gái ở Việt Nam rồi là đứa con trai ở đấy thì như thế nào mất tích rồi à
r5-0081,"Tại sao ai cũng mong bình yên , sống hạnh phúc .Nhưng lại chọn làm đau , làm tổn thương nhau vậy??? Quá mệt mỏi, quá thất vọng ."
r5-0082,Dù đã cố gắng r nhưng cố gắng đến đâu thì cũng thất bại sớm thôi 😊😊 dù cố gắng nhịn khóc r thì vẫn cứ khóc thôi ☺️
r5-0083,"Cầu bình an cho tất cả, mong mọi người bị bệnh này sớm hết. Bản thân mình cũng đang bị, khổ sở thật sự."
r5-0084,Mình đợt này stress vì KHÔNG DÁM BỊ GHÉT. Nên đang cảm thấy rất khó thở. Mình nghĩ bản thân cần nghe lại video để thấu hiểu hơn nữa. Cảm ơn kênh rất nhiều ạ ❤ 20:39' Ngày 25.04.24
r5-0085,"Hồi cấp 3 e học trường tầm trung nên thường chỉ cố gắng xíu là được hạng cao. Khi lên đại học được học cùng các bạn giỏi, chọn đúng ngành nhưng e vẫn thấy rất tự ti bởi mọi ng giỏi. Em luôn muốn thể hiện nhanh để biết mình giỏi nhưng vì không đủ dũng khí nên lúc nào cũng nhút nhát sợ sệt. E nghĩ bản thân cần hạ thấp mong đợi người khác và mình cần làn tới nơi tới chốn quyết tâm hơn nữa"
r5-0086,"em muốn hỏi trương trình ạ, em mỗi đêm ngủ ,hầu như toàn mê ngủ và ít khi đc ngủ sâu giấc ạ, em muốn đc tư vấn ạ,"
r5-0087,Chừng nào mới đc thoát Ra khỏi những cái quái Này Trời Rần 9 năm Hok đủ mệt sao mà Cứ bám Vào tui hoài .
r5-0088,"E chào bác sĩ, e đi khám bác sĩ chẩn đoán e bị loạn thần kinh tự trị dạng cơ thể (f45.3), bác sĩ cho e hỏi có cách nào để hệ thần kinh e quay lại trạng thái cân bằng không ạ?, E cảm ơn, mong bác sĩ giải đáp giúp e ạ❤"
r5-0089,tôi bị 😂😂
r5-0090,Bổ sung hay khóc và luôn giữ kín trong lòng ko chia sẻ cho ai bất kì điều gì
r5-0091,thế hệ trước cũng tự kỉ nhiều không kém; nhưng do ít được quan tâm lên không được thống kê và chuẩn đoán
r5-0092,Chỉ sai lằm nhỏ là kết thúc hết mỏi kỉ niệm thôi❤😔
r5-0093,Muốn buông bỏ muốn lặng im cho nhẹ lòng nhưq mọi thứ tòi tệ cứ mãi dồn dập chỉ biết im lặng đón nhận tất cả
r5-0094,E năm cuối cấp 2 r . Sắp thi r e lo lắng quá cứ sợ mình ko đỗ NV1 quá ạ . 😢
r5-0095,"Bệnh tâm thần kinh khổ lắm ,phải uống thuốc hoài thôi .bs điều trị theo kiểu nuôi bệnh ,chẳng có phương pháp gì cả .phải uống thuốc hoài"
r5-0096,Mknh muốn chết
r5-0097,"Tri ân thầy nhiều lắm ạ, em bị mất ngủ hơn 1 năm nay đêm nào cũng chỉ ngủ được 2-3 tiếng và thức dậy 3-4 lần ngủ dậy đầu nặng và mệt mỏi lắm. Hôm qua may mắn xem được video của thầy em bấm hơn 2 tiếng và không ăn đồ ngọt, uống ít nước theo chỉ dẫn của thầy và lên giường lúc 10 h tối. Thật không ngờ là em ngủ rất ngon từ 10 h tối đến 6 h sáng hôm nay tỉnh dậy ngừoi rất khoan khoái nhẹ nhõm. Cảm ơn thầy nhiều lắm, mong thầy ra thêm video hữu ích nữa ạ."
r5-0098,"Lời chia tay, em viết, rồi xóa, rồi viết. Em nhớ anh, nhưng buồn thật, chúng mình không thuộc về nhau nữa rồi. Em không biết cách quan tâm của anh là vậy, hay em không đủ sức nặng trong lòng anh, nhưng em thấy lạc lõng lắm, tp ah, lạc lõng và cô đơn trong chính mqh này... Có lẽ em với cao quá, huh?"
r5-0099,"Em gần đây over thinking rất nặng,thiền thường xuyên nhưng việc thiền cũng không còn được tốt như trước, đọc rất nhiều sách, mắt vẫn đọc mà đầu thì lan man suy nghĩ đi đâu đâu. Cám ơn anh Trí đã đưa ra giải pháp. Biết ơn anh!"
r5-0100,"Mình tự ti vì ko xinh đẹp mình ko muốn đưa ra quan điểm của mình vì mình nghĩ mình ko quan trọng, mình ko giỏi ăn nói sao cái gì mình cũng ko bằng người ta"
r5-0101,Bác sĩ ông ngoại em bị tai biến nhẹ mà khó ngủ mà ngủ không được ban đêm ban đêm ông ngoại em hớt tới 10 giờ rưỡi chưa chieu đi ngủ nữa
r5-0102,"Tôi cảm thấy vô cùng sợ hãi người mẹ này, quá kính khủng"
r5-0103,"1. Bạn là người theo chủ nghĩa hoàn hảo (You are a perfectionist) 2. Bạn nghiện sử dụng điện thoại (You are addicted to your phone) 3. Bạn liên tục thiếu ngủ (You are missing sleep) 4. Bạn ở mãi trong những mối quan hệ độc hại (You stay in toxic relationships) 5. Bạn không nhờ người khác giúp đỡ (You do not ask for help) 6. Bạn so sánh bản thân với người khác (You compare yourself to others) 7. Bạn tự làm khó mình (You sabotage yourself) 8. Bạn không thực hành lòng biết ơn (You do not practice gratitude) Cố gắng lên nhé mọi người! Bên cạnh sức khỏe thể chất thì sức khỏe tinh thần cũng vô cùng quan trọng đấy! Chúc mọi người luôn khỏe mạnh, sống hạnh phúc nha!"
r5-0104,Luyện thuyên vô lâm cảnh sát chống gặp nguy hiểm mà khg nói để chết oan thật vô lí a Di Đà pat
r5-0105,"Em từ nhỏ được dạy luôn phải nghe lời người lớn, mỗi khi làm sai gì đó luôn bị khiển trách và so sánh với người khác dần dần tạo cho em cái thói quen tránh né làm những điều mà người khác chưa bảo làm, cho phép làm. Lớn lên em vẫn giữ thói quen đó và càng ngày càng rụt rè, không dám nói suy nghĩ của mình, sợ bị không đồng ý, sợ nói ra làm họ phật lòng."
r5-0106,"Có lẽ đây chính là thông điệp gửi đến bản thân của mình 😢😢 Trc kia mình đã quá ỉ lại vào năng lực học của mình mà ko bt nó chỉ là ảo tưởng,để rồi cuối cùng nhận được kết quả là vừa mất gốc lại mất thời gian.rồi dần dần cảm xúc bị dồn nén sau đó thành hối lỗi và xấu hổ với công lao của mẹ rồi nhận lại đc những thành tích kém từ con"
r5-0107,ôi trời ơi mình đang ở trong hoàn cảnh bế tắc này
