"annotation_id","annotator","created_at","final_label","id","lead_time","reviewer_note","row_id","text","updated_at"
11,"1","2026-06-16T09:37:52.080598Z","normal",11,23.848,"","s8-0010","Bác Sĩ ơi Em vừa thấy quả cầu di chuyển nhẹ và không có chuyển động thì là sao ạ 🥺","2026-06-16T09:37:52.080618Z"
12,"1","2026-06-16T09:38:12.471065Z","depression",12,17.706,"","s8-0011","30/07/02024 Thầy thật sự là cứu rỗi cho cuộc đời con ạ, mỗi lần con cho đen trầm cảm quay trở lại thì con lại mở video của thầy lên nghe, và khi giọng thầy cất lên thì tâm hồn con trở nên nhẹ nhõm. Cầu mong cho sự bình an trong tâm hồn để không phải mãi đi tìm nữa","2026-06-16T09:38:12.471084Z"
13,"1","2026-06-16T09:44:07.120635Z","normal",13,351.624,"","s8-0012","Ông ad hiểu biết ghê ha. Đài loan là ngta kêu cho vui. Nó là trung hoa dân quốc. 1 trong 5 nước thường trực của liên hiệp quốc. Sau trung cộng hối lộ cướp cái ghế đó. Trước thập niên 70 cái chính quyền của tập cận bình có ghế thường trực ko. Tìm hiểu trước khi nói. Thằng đài loan bạn nói nó tuyên bố chủ quyền cả cái nước trung hoa. Nhưng do thua trận nó kiểm soát dc đảo đài loan. Chính quyền tưởng giới thạch chưa sụp đổ.","2026-06-16T09:44:07.120660Z"
14,"1","2026-06-16T09:44:51.197382Z","depression",14,31.558,"","s8-0013","Mình cũng suy nghi rất nhiều. Rất muốn chết luôn nhưng mà mình vẫn còn thương em mình lắm. K biết nói với ai cha mẹ k bảo giờ hiểu và nghe mình","2026-06-16T09:44:51.197413Z"
15,"1","2026-06-16T09:45:25.843562Z","normal",15,32.669,"","s8-0014","Có loại người như vậy thật đó bạn _khi đi chơi ở Phú quốc 3 ngày...vào quán cafe (Đắng) tại Dương Đông...cách trước cửa quán 5m..tôi nhặt cái bóp (ví) cộm tiên..đếm đại khái tiền giấy 500n trên 30 tờ...và tiền nhỏ hơn(ko đếm ?)..và 7 tờ 100 dollar..cùng giấy xe..bằng lái (ko thấy CMND) thời còn CMND _Vào quán..tôi gọi tên trên giấy...có Anh kia hỏi (sao biết tên tôi ?)..và đối chiếu mặt và trong ảnh bằng lái..tôi thấy giống nhau..nên tôi nói đã nhặt trước quán..đưa lại cho Anh ta nguyên vẹn cái bóp (ví)..Anh ta mở ra xem..xong gấp lại..bỏ vào túi quần dài _ko thèm nói cám ơn..hay 1 câu gì đó..cho có chút nhân văn trong cuộc sống _và lần đầu trong đời..tôi biết loại người (máu lạnh cá sấu)..là có thật..kể cả lúc mình đem lợi ích đến cho họ ?","2026-06-16T09:45:25.843586Z"
16,"1","2026-06-16T09:45:45.094284Z","normal",16,16.678,"","s8-0015","Video nội dung rất hay, nhưng nguyên nhân chính của bệnh này k phải do mxh và internet - vốn chỉ làm nó nặng lên thôi, mà là do cách gia đình nuôi dạy từ nhỏ + những chấn thương tâm lý gặp trong đời","2026-06-16T09:45:45.094317Z"
17,"1","2026-06-16T09:47:05.809226Z","normal",17,60.213,"","s8-0016","Không thích quản cáo xen vào bạn ơi","2026-06-16T09:47:05.809253Z"
18,"1","2026-06-16T09:47:57.439298Z","normal",18,46.437,"","s8-0017","Bài này làm tôi nhớ đến một lần vô tình gặp cô bạn thân trên đường, ánh đèn đường rọi lên bóng hình mảnh khảnh ấy, một tay cầm đôi cao gót, chân trần đi trên đường. Đôi chân nhỏ bước đi nhẹ nhàng, tấm lưng thẳng tắp, tự tin mà đi mặc người dòm ngó, tôi còn thấy cô ấy mỉm cười nhẹ nhàng, không chút lo âu như thể ánh nhìn của người ngoài chẳng thể nào ảnh hưởng đến cô ấy. Lúc đó tự nhiên cảm thấy ngưỡng mộ, mấy ai có thể tự nhiên bỏ ngoài tai lời bàn tán từ bên ngoài, tự tin mà sống theo cách mình muốn chứ.","2026-06-16T09:48:17.559142Z"
19,"1","2026-06-16T09:48:48.497476Z","normal",19,19.56,"","s8-0018","Nội dung rất hay, đúng lúc mình cần. Phải ghim cái suy nghĩ chỉ tập trung vào những điều mình có thể kiểm soát nên đầu ghi chú để đọc mỗi ngày. Cuộc sống đôi khi rối tung nên làm quên đi những thứ quan trọng và làm mình căng thẳng lo lắng","2026-06-16T09:48:48.497537Z"
20,"1","2026-06-16T09:48:54.891608Z","normal",20,4.96,"","s8-0019","Tôi tập bài hít thở mỗi ngày cam on kim ba","2026-06-16T09:48:54.891627Z"
21,"1","2026-06-16T09:53:56.312148Z","normal",21,300.024,"","s8-0020","Chào Bố ! Vậy là từ giờ phút này trở đi con không được nhìn thấy Bố nữa rồi .Đến tận bây giờ con vẫn hối hận nhiều lắm Bố à . Năm nay con học năm cuối rồi cũng 4 năm xa nhà , con về nhà rất ít kể từ khi con lên Hà Nội . Con xin lỗi bố và con cũng ân hận rất nhiều vì không về nhà nhiều hơn để giờ con về đã không có Bố nữa rồi . Mẹ giờ ở 1 mình buồn lắm bố à . Con thực sự xin lỗi và ân hận rất nhiều chưa thể lo cho bố mẹ 1 chút nào vậy mà giờ đây bố đã đi xa rồi . Con rất biết ơn bố mặc dù tới tận giờ con chưa một lần được nói mạnh dạn “ con cảm ơn bố “ Bố ở nơi phương xa phù hộ cho mẹ mạnh khỏe và các con con yêu bố nhiều lắm Gửi con trai : Con à lúc ba viết lời này là lúc ba 22 tuổi, con sinh ra là điều vô cùng quý giá nhất của cuộc đời Ba , Nhưng ông nội mất rồi sau này con phải thật yêu thương Bà Nội nhé , Ba sẽ làm tất cả vì con , Ba yêu con lắm Mình Đức con trai của Ba ! Bố mẹ đến với nhau sinh ra con , Ba cũng có nhiều Hoài bão nhiều dự định nhưng giờ có lẽ Ba sẽ phải chậm lại 1 nhịp để có thể lo cho con và Mẹ vì gia đình nhỏ này ! Điều này chưa bao giờ làm Ba hối hận cả . Nếu sau này con lớn con nghe được bài này và thấy cmt này bà mong con hãy yêu thương mẹ nhiều hơn vì mẹ đã vất vả vì con . Yêu con lắm Minh Đức (Bonka)","2026-06-16T09:53:56.312164Z"
22,"1","2026-06-16T09:54:05.019739Z","normal",22,6.775,"","s8-0021","Phim bố già rồi từ từ mng sẽ quên dần. Nhưng bài hát này của PMQ thì chắc chắn sẽ không bao giờ bị lãng quên.","2026-06-16T09:54:05.019793Z"
23,"1","2026-06-16T09:55:15.518864Z","normal",23,68.495,"","s8-0022","Em mới chia tay được vài tuần. Vài tuần qua em nghe đi nghe lại video này của chị không biết bao lần chỉ để tạm thời tự xoa dịu nỗi đau của bản thân. Đến ngày hnay em nghĩ mình đã đến bước 3, em oà khóc nhiều hơn những ngày trước, rồi ngồi nghe lại video này 1 lần nữa, bình tĩnh tự cảm nhận và chấp nhận nỗi buồn của mình, và thấy nhẹ nhõm hơn. Những ngày tháng tới chắc em vẫn chưa thoát ra được khỏi nỗi buồn ngay, nhưng em cảm thấy bản thân không cô độc bởi có chị ở đây gửi cho nhx người như em lời khuyên rất chân thành và cảm thông. Em cảm ơn chị nhiều. Gửi những người đang tan vỡ vì tình yêu, hãy tin rằng những ngày tháng khó khăn này sẽ qua thôi, cùng mạnh mẽ đối diện và vượt qua để tìm thấy bình yên cho bản thân nhé 💕","2026-06-16T09:55:15.518883Z"
24,"1","2026-06-16T09:56:00.382066Z","normal",24,34.08,"","s8-0023","Mình là chính mình chứ không thể là nhân vật nhân vật Nó cũng có tư cách riêng của mình và mình cũng phải có tư cách riêng của mình chứ không thể nào nói theo giọng dễ thương của nhân vật nhiều quá Xong rồi quên mất cái giọng của mình rồi sau đó ba mẹ mình cũng sẽ không nhận ra mình đâu","2026-06-16T09:56:00.382110Z"
25,"1","2026-06-16T09:56:04.663094Z","normal",25,2.695,"","s8-0024","Cảm ợn Better Version 🥰🥰🥰","2026-06-16T09:56:04.663122Z"
26,"1","2026-06-16T09:56:15.419716Z","normal",26,9.317,"","s8-0025","nghe mà lòng đau từng quặng :( Gigi quá đỉnh!","2026-06-16T09:56:15.419741Z"
27,"1","2026-06-16T09:57:10.295995Z","depression",27,53.106,"","s8-0026","Tự nhiên k có động lực như trước K còn đam mê, kể cả đã từng rất thích Ủ rũ, cáu kỉnh vs ng thân. Khó khăn vs cảm xúc Bỏ bê chăm sóc bản thân so vs trước kia Kiệt sức khác lười biếng","2026-06-16T09:57:10.296023Z"
28,"1","2026-06-16T10:01:40.887714Z","uncertain",28,318.526,"Có thể thuộc tuýp người tiêu cực trong suy nghĩ hoặc một ng trầm cảm sau khi xem một video đã học đc một số thứ nên đã cảm ơn người ra video","s8-0027","1. Đừng cam chịu, thẳng thắn chia sẻ với nhau.Mình muốn gì thì cứ nói ra. 2. Chia sẻ việc nhà và nuôi con. 3.Học cách chung sống hòa hợp với mọi người xung quanh, không phán xét, thật thà. 4. Học cách giải phóng cảm xúc tiêu cực, chữa lành, nhìn người khác với con mắt yêu thương. 5.Đừng bỏ quên bản thân mình. Chăm nom, quan tâm cơ thể và tinh thần của mình hơn. CẢM ƠN CÔ LANH RẤT NHIỀU.","2026-06-16T10:04:23.229923Z"
29,"1","2026-06-16T10:01:56.358229Z","normal",29,11.575,"","s8-0028","ừ ba t cx kh cho t đóng cửa trừ khi thay quần áo","2026-06-16T10:01:56.358251Z"
30,"1","2026-06-16T10:04:31.978469Z","depression",30,18.016,"","s8-0029","Chi ơi..e khô wá..em cang cô gắng..cang nặng thêm.. lúc nao cung chi muon tu tư thôi..","2026-06-16T10:04:31.978497Z"
31,"1","2026-06-16T10:04:49.221605Z","normal",31,8.982,"","s8-0030","cảm ơn nhạc của bạn nhiều 🤗 nhiều lúc trông chuyện tình cảm mình muốn làm họ vui thì họ bảo mình còn trẻ con quan tâm thì họ xem như rát mà vứt đi còn họ đâu hiểu cảm giác của mình trông lúc đó ra làm sao đâu mình buồn hay vui họ cũng xem như kh có chuyện gì 🤗","2026-06-16T10:04:49.221636Z"
32,"1","2026-06-16T10:05:02.812478Z","normal",32,11.568,"","s8-0031","C1: dùng hoạt động thể chất thay thế hoạt động MXH C2: bảo vệ giờ vàng (lúc thức dậy + 3 tiếng) C3: hoạt động sinh lý thay thế tâm lý - Chạy tầm 10p xung quanh nhà - Nghe nhạc beat nhanh (150 beat pop music) - Đầu giờ trưa, nghe trước khi lv.","2026-06-16T10:05:02.812497Z"
33,"1","2026-06-16T10:05:14.972620Z","normal",33,9.561,"","s8-0032","Nhưng hồi năm đó làm j có thiết bị hiện đại vậy thì ai đã lái?","2026-06-16T10:05:14.972649Z"
34,"1","2026-06-16T10:08:38.919716Z","normal",34,202.325,"","s8-0033","Nghe thay giang mà tīnh ngô läy lai tinh thän cam on thay chuc thsy mk binh an .","2026-06-16T10:08:38.919742Z"
35,"1","2026-06-16T10:08:59.755072Z","normal",35,18.64,"","s8-0034","Mô phật bài gián này rất hay nhưng mình từng cho đi và thâm hỏi khi mình khi có chuyện không ai hỏi và thậm có những lúc buồn cho số phận mam mô a Di Đà Phật mieng tâm an lạc là hạnh phúc tâm từ bi không phiền ai hết mình nghĩ đây là no kiếp trước giờ buồn thì khổ thân nên gũi tâm an lạc là hạnh phúc mô phật","2026-06-16T10:08:59.755093Z"
36,"1","2026-06-16T10:09:07.161958Z","normal",36,5.302,"","s8-0035","Ông làm video này không hiểu gì về vấn đề Đài Loan cả. Chả có cái nào gọi là nước Đài Loan, Đài Loan chỉ là một hòn đảo thuộc Trung Hoa Dân Quốc (tuyên bố chủ quyền toàn bộ lãnh thổ TQ).","2026-06-16T10:09:07.161995Z"
37,"1","2026-06-16T10:09:19.114319Z","normal",37,10.003,"","s8-0036","Tóm tắt video: *Có 3 hiểu lầm khi lắng nghe: Lắng nghe là người lép vế hơn: Người lắng nghe là người kiểm soát câu chuyện Lắng nghe là ngồi im: nếu ko đưa ra dc ý kiến Lắng nghe trong mọi trường hợp giống y như nhau *Có 4 kiểu lắng nghe: Lắng nghe để thưởng thức: Tập trung vào việc thưởng thức, ví dụ như âm nhạc( thường là những thứ liên quan đến nghệ thuật)... Lắng nghe để học hỏi: bao gồm viêc biết m đã hiểu vẫn đề hay chưa và đưa ra ví dụ, Lắng nghe để đồng cảm: chia sẻ để biết người nói đang ( có cảm xúc gì) vì gặp vấn đề nào đó,..., Lắng nghe để đánh giá: liên quan đến teamwork , thảo luận=> đưa ra quan điểm và giải thích hoặc bổ sung cho ý kiến cho người nói","2026-06-16T10:09:19.114338Z"
38,"1","2026-06-16T10:09:43.692157Z","normal",38,22.932,"","s8-0037","Thì cái gì cũng từ từ chứ ,chậm mà chắc bạn phải học thêm tính kiên nhẫn nửa rồi!","2026-06-16T10:09:43.692177Z"
39,"1","2026-06-16T10:10:03.876171Z","normal",39,18.229,"","s8-0038","Mình cũng từng là những người đc mn tung hô, ngưỡng mộ như một idol thực thụ. Từ việc có thể cày từ 10-20 đề toán trong 1 buổi tối, làm cái nào đúng cái đó, giải được những bài khó nhất, từng rất yêu môn toán, đâm mê vs chúng. Nhưng từ khi mình chuyển cấp , mmìnhddax sa sút môn toán trầm trọng, k còn đam mê nx, mình trở nên ghét toán, ghét làm toán, bỏ bê môn toán và chẳng bgio oon nó nx....Nh bio, mik đã là1 hs chuyên văn, mik rất yêu quý môn văn ...","2026-06-16T10:10:03.876202Z"
40,"1","2026-06-16T10:10:44.526007Z","normal",40,38.507,"","s8-0039","Mong anh có thể làm video về thực trạng ""ptsd"" và nguyên nhân dẫn đến chúng ạ (em trai của em mới 13t nhưng em ấy lại có biểu hiện của ptsd nên em cũng hơi lo ạ)","2026-06-16T10:10:44.526035Z"
41,"1","2026-06-16T10:15:24.706475Z","exclude",41,173.31799999999998,"","s8-0040","[Lời bài hát ""NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN""] Verse 1: Ánh sáng tắt đi, chẳng để lại thứ gì Cuối cùng mọi cố gắng chỉ là vứt đi Tìm trong ký ức vẫn còn, bờ vai môi son Từng ở bên anh, từng nằm tay anh Trí nhớ khắc sâu, ngày đôi ta mất nhau Bất lực anh trôi vào trong nỗi đau Chẳng gì có thể xứng đáng lấp đầy Khoảng trời em buông tay nơi đây Bước chân như ngã quỵ Chấp nhận ta chia ly Chorus: Phải chăng anh đã lỡ đến sớm Một vài kiếp người để yêu em? Phải chăng duyên chúng ta phải chấp nhận Đường đi của sô phận không thể phạm sai ý trời Giữ em một chút trước lúc xa hơn Trời làm gió từng cơn Có lẽ người như anh Chỉ xứng đáng cô đơn Verse 2: Giấu nước mắt đi nhanh khi đứng trước em Lấy hết cả dũng khí để buông tay em Anh không sao, anh không sao đâu mà Chỉ là lòng chật chội về đêm Vì chịu đựng nỗi nhớ về em Bao lâu nay anh đã nói dối lòng mình rằng thật sự anh đã quên em Bao lâu nay anh đã cố phớt lờ mọi cảm xúc không nguôi về chính em Làm sao để đối diện đây? Làm sao để mở lời đây? Hay là anh phải đi xa Đi về nơi mà không có chúng ta Bridge: Một mùa hạ ôn như có khiến giấc mơ Yêu em được kéo dài thêm? Chìm mình vào mưa đêm liệu tim anh thôi nhức nhối? (Kết cục hôm nay sẽ mãi không thay đổi Câu chuyện của chúng ta phải dừng ở đây thôi) Đành chia đôi rẽ lối (Tự thân gặm nhấm những ngày tháng lầm lỗi Lẳng lặng ngược dòng hoa trôi) *Mình anh trong bóng tối* Chorus: Phải chăng anh đã lỡ đến sớm Một vài kiếp người để yêu em? Phải chăng duyên chúng ta phải chấp nhận Đường đi của sô phận không thể phạm sai ý trời Giữ em một chút trước lúc xa hơn (Trái tim em muốn giữ lại) Cơn đau không thể bớt đi hơn Có lẽ người như anh (hooh-ooh) Chỉ xứng đáng cô đơn Có lẽ người như anh Chỉ xứng đáng cô đơn","2026-06-16T10:15:24.706499Z"
42,"1","2026-06-16T10:15:41.669627Z","normal",42,14.435,"","s8-0041","Nói chung bà mẹ này cũng chưa hoàn toàn thương yêu con mình còn 2 đua con thì cũng chưa thực sự hiếu thảo với mẹ nhưng nếu 2 con của bà năm giành nhiều thời gian cho mẹ thì bà năm cũng ko hành động như vậy nhưng nếu di chúc cho con út 3 tỉ còn lại cho 2 con mỗi đua 1 tỉ còn giữ lại cho mình là hợp lí còn người giúp việc họ chăm sóc những họ đã hướng lượng nếu tốt chỉ có thể tăng lương cho họ là hợp lí hơn","2026-06-16T10:15:41.669655Z"
43,"1","2026-06-16T17:17:07.778355Z","depression",43,25314.039,"","s8-0042","Đầu năm 2018 rồi có ai còn nghe lại không .. Nhớ cái lần đầu tiên nghe bài này khi nhận đc tn ct mọi thứ trong tôi chấm dứt buồn và đâu khổ nh khi muốn chết Thế giờ đã 2 năm rồi hì nhanh thật ... mối tình đâu của tôi... giờ nta có ng mới rồi..nhưng e đâu có biết tôi vẵn yêu em như ngày nào .. từng ngày từng giờ từng năm tôi vẵn mong e ql vs tôi... nhưng đều đó khó qá e nhỉ ... thôi thì chúc em hp ng con gái tôi yêu 08/01/1999","2026-06-16T17:17:37.817974Z"
44,"1","2026-06-17T09:43:34.296701Z","normal",44,48999.264,"","s8-0043","Đài loan thù nước nào coi nó là quốc gia thì sẽ kêu là đài loan ví dụ như mỹ v.v còn mà theo liên hợp quốc thì sẽ kêu nó là đài bắc trung hoa Bình luận xong thấy hả liên quan mà thôi kệ 🐧","2026-06-17T09:43:34.296763Z"
45,"1","2026-06-17T09:44:05.071458Z","normal",45,29.079,"","s8-0044","Không, âm thanh trên mạng không hề có tác dụng làm mát điện thoại. Mấy video hay đoạn âm thanh được quảng cáo là ""tần số làm mát pin"", ""âm thanh hạ nhiệt điện thoại"" thực chất chỉ là một chiêu trò câu view (hoặc trò đùa) trên TikTok, YouTube chứ không có bất kỳ cơ sở khoa học nào cả. ​Tại sao âm thanh không thể làm mát điện thoại? ​Âm thanh không hút được nhiệt: Sóng âm phát ra từ loa là sự rung động của không khí. Sự rung động này không có khả năng hấp thụ hay thổi nhiệt lượng từ trong linh kiện điện thoại ra ngoài. ​Thậm chí còn làm máy nóng hơn: Khi bạn mở video hoặc bật âm thanh, màn hình phải sáng, loa phải hoạt động, và chip xử lý (CPU) phải chạy để giải mã dữ liệu. Tất cả các hoạt động này đều tiêu thụ điện năng và sinh thêm nhiệt. ​💡 Tóm lại: Bật âm thanh làm mát điện thoại cũng giống như việc bạn bật tivi để mong phòng mình mát lên vậy – hoàn toàn ngược đời! ​Cách làm mát điện thoại hiệu quả và an toàn ​Nếu điện thoại của bạn đang bị nóng (nhất là khi chơi game, xem video lâu hoặc sạc pin), hãy thử các cách thực tế này: ​Tháo ốp lưng: Ốp lưng (đặc biệt là ốp dày hoặc bằng cao su/nhựa) giữ nhiệt rất tốt. Tháo ra sẽ giúp máy tản nhiệt qua vỏ nhanh hơn. ​Tắt các ứng dụng chạy ngầm: Tắt bớt các app không dùng để giảm tải cho chip xử lý. ​Tránh xa nguồn nhiệt: Không vừa sạc vừa dùng, không để máy ngoài trời nắng hoặc trên nệm/gối (nệm giữ nhiệt rất ghê). ​Để trước quạt: Cho máy ngồi hóng mát trước quạt gió một lúc là hạ nhiệt ngay. ​Giảm độ sáng màn hình: Màn hình quá sáng cũng là một ""sát thủ"" sinh nhiệt và ngốn pin.","2026-06-17T09:44:05.071480Z"
46,"1","2026-06-17T09:44:10.218798Z","normal",46,3.612,"","s8-0045","từ vựng hôm nay là gi "" ây ây ây ""","2026-06-17T09:44:10.218831Z"
47,"1","2026-06-17T09:44:22.907260Z","normal",47,11.056,"","s8-0046","Theo tôi, bất cứ lựa chọn cũng ảnh hưởng không ích gì nhiều đến tương lai mọi người biết không tôi luôn chạy đua với thời gian nhưng nhờ xem vào những video bổ ích như thế này đâu đó tôi vẫn cảm thấy vô tư như một đứa trẻ Năm nay tôi 24 tuổi bố mẹ tôi >50 tuổi rồi tôi muốn giàu thực nhanh và kiếm rất nhiều tiền để có thể hỗ trợ mấy đứa em còn nhỏ không được đầy đủ, giúp bố mẹ tôi đỡ vất vả và khiến họ trở nên tận hưởng cuộc sống ở độ tuổi còn lại. Tôi thừa biết rằng bố mẹ sẽ ko mãi ở bên tôi và đối với tôi, gia đình là điều quan trọng nhất không có gì thay thế được. Vì vậy, những bạn trẻ nên biết yêu thương và quan tâm những người yêu thương nha đừng bao giờ để họ ko gần bên ta rồi mới hối hận","2026-06-17T09:44:22.907289Z"
48,"1","2026-06-17T09:44:31.711863Z","normal",48,7.266,"","s8-0047","dạo này mưa nhiều buồn nghe bài này xong càng nặng lòng hơn rất tuyệt vời","2026-06-17T09:44:31.711888Z"
49,"1","2026-06-17T09:44:38.655172Z","normal",49,5.442,"","s8-0048","Đang yeu nhg vẫn thik nghe nhạc suyy 😂","2026-06-17T09:44:38.655195Z"
50,"1","2026-06-17T09:44:46.817622Z","normal",50,6.747,"","s8-0049","Kiểm soát cảm xúc thật sự là kỹ năng quý báu, vì khi ta làm chủ được tâm trí, mọi hành động và suy nghĩ đều trở nên sáng suốt hơn. Đây là cách tuyệt vời để sống mạnh mẽ hơn trong cuộc sống hiện đại !","2026-06-17T09:44:46.817642Z"
51,"1","2026-06-17T09:45:00.192211Z","normal",51,11.521,"","s8-0050","huhu an An luôn ra video đúng thời điểm luôn á. dạo này lười đọc sách hẳn xong cái anh up video giveaway sách. mấy nay em hơi bị khủng hoảng, không học tập cũng không chăm chút bản thân nhiều. sau khi xem video này, em nhận ra lâu nay đã quá buông thả bản thân rồi, phải lập kế hoạch lấy lại động lực thôi!!!! anh có duyên thật sự luôn á, xem anh nói mà đôi khi cười điên khùng vì những lời nói ""bị liệu"" của anh","2026-06-17T09:45:00.192230Z"
52,"1","2026-06-17T09:45:06.832208Z","normal",52,5.29,"","s8-0051","Các bạn nên tìm và tập khí công nguyên pháp.. của thầy TT thích chân Quang... để đưa khí lực xuống đan điền... từ từ sẽ khỏi.","2026-06-17T09:45:06.832236Z"
