review_bucket,comment_text,weak_label,confidence,depression_score,matched_keywords,need_review,suggested_label,final_label,reviewer_note,row_id,text_hash
depression_high,Tram cam rat kho chua tri ...minh bi sau sinh nay da 6 nam...moi ngay doi voi minh that dang so..anh huong cuoc song..gio minh kha hon nhieu..nho an uong the duc va thien dinh...met moi dau kho lam cac ban,depression_auto,high,8,trầm cảm|mệt mỏi,False,depression,depression,,s5-0010,772741251c
depression_high,Những người giới tính thứ ba khổ lắm không hiểu không thương cho họ thì thôi đừng duy nghị họ họ cũng khổ lắm lúc trước thần em mình cũng là giới tính thứ ba và dòng họ ai cũng đánh nó nó tuyệt vọng tự tử 😌,depression_auto,high,10,tự tử|tuyệt vọng,False,depression,depression,,s5-0011,2a3e63739d
depression_high,Tớ bị áp lực công việc. Kìm nén riết tớ mắc trầm cảm mà ko hay biết,depression_auto,high,11,trầm cảm|áp lực|áp lực công việc,False,depression,depression,,s5-0012,feee5c33c9
depression_high,"1. Bản chất của việc trị liệu Đi vào bên trong: Cách tốt nhất để chữa lành vết thương tâm hồn là phải dũng cảm quay về đối diện với chính nó thay vì trốn chạy. Thái độ đúng đắn: Không nên xem nỗi đau là ""quái thú"" để sợ hãi hay xua đuổi. Cần tiếp cận bằng sự thư giãn, bình an và một thái độ ""biết ơn"" vì nó là cơ hội để ta tỉnh thức. 2. Năng lực Chánh niệm (Mindfulness) Sự hiện diện: Chánh niệm là khả năng có mặt trọn vẹn trong hiện tại, gác lại quá khứ và tương lai. Quan sát thuần khiết: Khi nỗi đau (con chó dữ) xuất hiện, ta chỉ giữ sự quan sát thuần khiết: không đàn áp, không dán nhãn, không phán xét, chỉ ghi nhận những gì đang diễn ra. Xây dựng ""tài khoản"" bình an: Cần thực hành thiền tập khi tâm đang ổn để tích lũy năng lượng bình an. Khi nỗi đau quay lại, ta đã có sẵn nguồn lực để chăm sóc nó. 3. Hình ảnh ""Em bé bị tổn thương"" Thừa nhận: Trong mỗi người (đặc biệt là người trầm cảm, lo âu) đều có một ""em bé"" chưa lớn, bị tổn thương từ quá khứ (bạo hành, bỏ rơi, kỳ thị). Chăm sóc như người mẹ: Hãy đối xử với nỗi đau như cách bà mẹ ôm ấp đứa trẻ đang khóc: bỏ hết việc, ôm vào lòng bằng sự đôn hậu và nhìn sâu để hiểu tại sao đứa bé khóc. 4. Kinh nghiệm thực tế của Thầy Minh Niệm Thầy chia sẻ lộ trình tự chữa lành của chính mình trong 5 năm qua 3 phương trụ chính: Kết nối thiên nhiên: Dành thời gian đi hiking, vào rừng để các giác quan nhạy bén và ý thức được làm mới. Thiền tập: Dồn 100% tâm huyết vào việc thực hành chánh niệm trong mọi sinh hoạt. Thể thao: Tập luyện các môn như chạy bộ, xe đạp, leo núi, boxing để nâng đỡ tinh thần. 5. Ý nghĩa của khổ đau Tặng phẩm của đất trời: Nếu không có khổ đau, ta sẽ không biết thế nào là hạnh phúc thực sự. Trở thành nhà trị liệu: Sau khi tự chữa lành, mỗi người có thể trở thành một nhà trị liệu giỏi để giúp đỡ những người xung quanh cũng đang mang vết thương lòng.",depression_auto,high,11,trầm cảm|lo âu|tổn thương|hãy chia sẻ,True,depression,depression,,s5-0013,056bfeafc5
depression_high,Những người bị ton thương tâm lý bệnh trầm cảm hiện nay nhất là những bạn trẻ và các anh chị đồng trang lứa tuổi như con và một số người lớn tuổi cô đơn ít có con cháu gần gũi bên cạnh sẽ chia tâm sự an ủi họ rất là cần đến sự chua lành với những vết thương bên trong tâm hồn và thể xác cả quá khứ và hiện tại giữa thời buổi hiện đại ngày nay đó thầy ạ a Di Đà Phật,depression_auto,high,11,trầm cảm|cô đơn|tổn thương,False,depression,depression,,s5-0014,6dab899659
depression_high,"Vài dòng cho ""Sài Gòn đau lòng quá"". Mấy nay thực sự sống trong cảm giác vừa vui vừa stress đến lả đi. Teaser của #SGDLQ được viral khắp nơi và nhận được nhiều lời khen từ mọi người. Mình rất vui nhưng cũng rất áp lực rằng nhỡ như bản full không vừa ý mọi người thì sao 😂😂😂. Nghe hơi tào lao với 1 đứa đã chinh chiến bao nhiêu bài hát nhưng nó là sự thật đó quý vị haha. Thậm chí mình còn nghĩ đến phương án hay là thôi, xóa MV đi để cho bài hát này mãi mãi dừng lại ở 30s của teaser để nó luôn hay như thế trong lòng khán giả =))))). Với mình, #SGDLQ là một ca khúc rất đặc biệt vì nó tốn của mình hơn 3 năm trời để hoàn thành. Rất nhiều ca sĩ nghe được 4 câu điệp khúc của bài đều năn nỉ mình bán đi và trả giá rất cao nhưng mình không bán được tại vì ca khúc này nó là vô giá. #SGDLQ chứa đựng hết cảm xúc của mình trong suốt những mối tình đã đi qua. Mỗi người, mình lại viết thêm được vài câu, chắp vá, như mình mô tả trong bài là ""nhặt từng mảnh vỡ xếp vào vali"". Thế nên ca khúc này viết ra không phải là để hit, mà là để xoa dịu, khép lại và đánh dấu hành trình trưởng thành của mình trong suốt giai đoạn 21 - 25 tuổi. Và rất may mắn, mình tìm được Hoàng Duyên đồng cảm và đồng điệu để cùng kể nên câu chuyện này. Đây là một ca khúc rất đặc biệt vì cái tone này nam/nữ đều hát được. Thế nên mọi người nếu ai đã từng đau lòng vì Sài Gòn thì hãy đeo tai nghe, nhắm mắt và nghe Tuyền với Duyên kể câu chuyện để cảm thấy được dịu xoa, an ủi. Sau đó nếu được, hãy cùng nhau hát lại, nha. #SaiGonDauLongQua #HuaKimTuyen #HoangDuyen #SGDLQ",depression_auto,high,9,áp lực|stress|đau lòng,False,depression,normal,accepted baseline prediction after review,s5-0015,f1b2402106
depression_high,"Mẹ tui thường bảo rằng đi học làm j áp lực chỉ có đi làm mới áp lực nhưng mà người lớn làm sao hiểu rằng đi học đối với trẻ em lại là 1 áp lực khi chuẩn bị thi thì các bạn học sinh phải học từ sáng tới tối mà còn bị trách mắng chỉ vì điểm kém? Nhưng ba mẹ cũng từng là học sinh cũng từng phải thi nhưng mà tại sao lại cứ trách mắng con cái chỉ vì điểm số? Chả lẽ nào trong mắt bố mẹ sức khoẻ không quan trọng bằng điểm số sao? Những lúc học sinh học mệt đến mức bật khóc nhưng ba mẹ lại chỉ trích,so sánh con cái với con ngkh.Chỉ vì những lời trách mắng,áp lực từ điểm số mà lại khiến nhiều trẻ em bị trầm cảm nặng tới mức 44 luôn sao?",depression_auto,high,8,trầm cảm|áp lực,False,depression,depression,,s5-0016,65b076615d
depression_high,"Ta vẫn nằm nghe mưa bay bên tai từng giờ Ta vẫn nằm nghe tiếng còi xe vang nơi đường phố Nhìn lại ta vẫn còn đây trong làn khói mập mờ Chẳng phải thở than vẫn mê mê man man chả nhớ Đêm nay cô đơn! Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Huỳnh Công Hiếu: Em ơi nếu như và ngày mai mà anh chết thì anh không biết rằng em liệu có buồn không Bởi vì tâm hồn của anh là một ngày hạ và con tim của em là mặt trời vào mùa đông Anh biết là lâu quá rồi anh không freestyle hay làm vài ba chai cùng với thằng bạn anh Và anh chơi nhạc rap thì cũng chỉ vì đam mê chứ đâu phải là cách để cho bản thân anh rạng danh Và bao nhiêu thành phố mà đôi chân anh đi qua, quá nhiều cô gái nhưng không làm anh sao xuyến Anh chạy theo đam mê để nuôi sống gia đình, không ai được phép làm trái tim em đau điếng Đêm nay anh say nên anh sẽ nói ra bao nhiêu tâm tư ở trong anh bấy lâu nay Cuộc sống này chưa từng đối đãi công bằng nên anh chọn cách đã phải viết cả bài này Ngày hôm đó anh bị thằng chủ đuổi, tiền phải kiếm cho dù bị chửi đủ Thời niên thiếu gia đình Huỳnh Công Hiếu Tiền không thiếu nhưng mà cũng chỉ đủ Ai cũng muốn là mình được làm chủ nhỉ Trưởng thành mau để ông già còn ngủ nghỉ Sau giờ tan làm có em ngồi cùng thủ thỉ Nếu mai anh giàu nếu mai anh giàu em sẽ trở thành thủ quỹ Anh không sinh ra từ một gia định viên chức chỉ có đôi bàn tay trắng nên không có nhiều tài sản Không được lập trình theo một cách thật bài bản tâm hồn anh là thủy thủ những ngày ra khơi ngoài cảng Chưa bao giờ nghĩ có một ngày mình nổi tiếng, được nhiều người biết và đọc rap trên kháng đài Hào quang sân khấu luôn nhắc nhở một điều là đừng trở thành nô lệ của cảm xúc theo tháng ngày Đêm nay cô đơn nếu không nói ra thì ngày mai con tim anh cũng sẽ trở thành tảng đá Lang thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi Xám: Oh anh không nghĩ là đêm nay anh cô đơn chỉ là do anh không cần thêm một ai bên cạnh Chai rượu Anh vừa rót vẫn còn đầy để âm nhạc được giải thoát không cần nhớ tên anh đâu Dăm ba câu chuyện mình cười nói cũng quên nhanh, thứ gì quá ngọt thì chịu khó bỏ thêm chanh Anh không muốn câu chuyện này tình tiết trở nên căng nên cứ về nhà và từ chối ở bên anh Và anh không cô đơn chắc chỉ đang cần một khoảng trống để tất cả mọi thứ ở số không Anh đóng luôn cửa sổ lấy thêm chai nữa rót cảm giác được nó phía trong Anh không cầm điện thoại chỉ có tiếng nhạc tiếp đi dù cho tâm can anh bất động Và dù cho đam mê đêm hôm qua như giấc mộng Và dù cho cơn đau Anh đang lan ra rất rộng Và dù cho thất vọng thì cứ lấy ra và nóc tiếp Dù cho anh say nên có lúc hay bị off beat Không có gạt tàn anh vẫn lấy thêm và đốt hết Em nói tình yêu là từ giúp ta được thoát chết Nhưng cuối cùng thì chẳng có gì chiến thắng được thời gian Chẳng biết khi nào thì trời sáng Anh từ từ chậm chậm đi đến hết đường hành lang Oh 6:30 mình rời quán Huỳnh Công Hiếu: Đêm nay cô đơn Nếu không nói ra thì Ngày mai con tim anh cũng sẽ trở thành tảng đá Lang Thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai [có thể hiểu] được Những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày Ngắn: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu cho ngày tháng đâm chồi Dăm chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi với dòng đời Tâm tư ta như con thác chênh vênh thả trôi",depression_auto,high,8,tự tử|cô đơn,False,depression,depression,,s5-0017,616e48c364
depression_high,Ai bị bệnh lo âu trầm cảm thì hãy tập Pháp luân công,depression_auto,high,8,trầm cảm|lo âu,False,depression,depression,,s5-0018,f6e0b4ca5c
depression_high,"Nỗi cô đơn nó ăn mòn tâm hồn ta rồi ta cảm thấy cuộc sống này vô vị nhạt nhẻo mệt mõi không muống đi tiếp nữa nhưng cuộc sống luôn xô đẩy ta đi tiếp , ta lê từng bước chân nặng nề trên con đường đời với tâm hồn trống rỗng không biết nên làm gì đi đâu về đâu , gập trỡ ngại thì lẫn tránh khó khăng thì từ bỏ không cho mình cơ hội để nỗ lực đến khi thất bại ko trách mình ko cố hết sức mà trách mình sao quá vô dụng . Đó là cảm giác của mình đã và đang trãi qua từng ngày ko biết nói với ai",depression_auto,high,12,cô đơn|mệt mỏi|chán nản|trống rỗng,False,depression,depression,,s5-0019,31ef5e576d
depression_high,"Ngắn]: Ta vẫn nằm nghe mưa bay bên tai từng giờ Ta vẫn nằm nghe tiếng còi xe văng nơi đường phố Nhìn lại ta vẫn còn đây trong làn khói mập mờ Chẳng phải thở than vẫn mê mê man man chả nhớ Đêm nay cô đơn! Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi *** chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi [Huỳnh Công Hiếu]: Em ơi nếu như và ngày mai mà anh chết thì anh không biết rằng em liệu có buồn không Bởi vì tâm hồn của anh là một ngày hạ và con tim của em là mặt trời vào mùa đông Anh biết là lâu quá rồi anh không freestyle hay làm vài ba chai cùng với thằng bạn anh Và anh chơi nhạc rap thì cũng chỉ vì đam mê chứ đâu phải là cách để cho bản thân anh rạng danh Và bao nhiêu thành phố mà đôi chân anh đi qua, quá nhiều cô gái nhưng không làm anh xao xuyến Anh chạy theo đam mê để nuôi sống gia đình, không ai được phép làm trái tim em đau điếng Đêm nay anh say nên anh sẽ nói ra bao nhiêu tâm tư ở trong anh bấy lâu nay Cuộc sống này chưa từng đối đãi công bằng nên anh chọn cách đã phải viết cả bài này Ngày hôm đó anh bị thằng chủ đuổi, tiền phải kiếm cho dù bị chửi đủ Thời niên thiếu gia đình Huỳnh Công Hiếu Tiền không thiếu nhưng mà cũng chỉ đủ Ai cũng muốn là mình được làm chủ nhỉ Trưởng thành mau để ông già còn ngủ nghỉ Sau giờ tan làm có em ngồi cùng thủ thỉ Nếu mai anh giàu nếu mai anh giàu em sẽ trở thành thủ quỹ Anh không sinh ra từ một gia đình viên chức chỉ có đôi bàn tay trắng nên không có nhiều tài sản Không được lập trình theo một cách thật bài bản tâm hồn anh là thủy thủ những ngày ra khỏi ngoài cảng Chưa bao giờ nghĩ có một ngày mình nổi tiếng, được nhiều người biết và đọc rap trên kháng đài Hào quang sân khấu luôn nhắc nhở một điều là đừng trở thành nô lệ của cảm xúc theo tháng ngày Đêm nay cô đơn nếu không nói ra thì ngày mai con tim anh cũng sẽ trở thành tảng đá Lang thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bừng trên gò má Giá như có ai có thể hiểu được những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày [Ngắn]: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi *** chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi [Xám]: Oh anh không nghĩ là đêm nay anh cô đơn chỉ là do anh không cần thêm một ai bên cạnh Chai rượu anh vừa rót vẫn còn đầy để âm nhạc được giải thoát không cần nhớ tên anh đâu *** ba câu chuyện mình cười nói cũng quên nhanh, thứ gì quá ngọt thì chịu khó bỏ thêm chanh Anh không muốn câu chuyện này tình tiết trở nên căng nên cứ về nhà và từ chối ở bên anh Và anh không cô đơn chắc chỉ đang cần một khoảng trống để tất cả mọi thứ ở số không Anh đóng luôn cửa sổ lấy thêm chai nữa rót cảm giác nó phía trong Anh không cầm điện thoại chỉ có tiếng nhạc tiếp đi dù cho tâm can anh bất động Và dù cho đam mê đêm hôm qua như giấc mộng Và dù cho cơn đau anh đang lan ra rất rộng Và dù cho thất vọng thì cứ lấy ra và nóc tiếp Dù cho anh say nên có lúc hay bị off beat Không có gạt tàn anh vẫn lấy thêm và đốt hết Em nói tình yêu là từ giúp ta được thoát chết Nhưng cuối cùng thì chẳng có gì chiến thắng được thời gian Chẳng biết khi nào thì trời sáng Anh từ từ chậm chậm đi đến hết đường hành lang Oh 6: 30 mình rời quán [Huỳnh Công Hiếu]: Đêm nay cô đơn nếu không nói ra thì ngày mai con tim anh cũng sẽ trở thành tảng đá Lang thang đôi chân giữa đêm giá băng anh lại đi vào quán đêm mắt đỏ bửng trên gò má Giá như có ai có thể hiểu được những gì mà anh đã từng trải qua trong cuộc chơi này Vài năm nữa thôi sẽ mang hết tất cả sự thật và ấm ức cả bức rức ra để phơi bày [Ngắn]: Chấm điếu thuốc lên mồi thở dài một hơi Thấy chút ánh sáng như hắt lại hình hài Ôm cơn mơ từ thuở ấu thơ khờ dại Ai cho ta ngày mai cho tình yêu Cho ngày tháng đâm chồi *** chai bia lại say ta lại phiêu Cho một đĩa không mồi Ta ngân nga đi ba câu hát chơi vơi dòng đời Tâm tư ta như con thác chênh vênh thả trôi",depression_auto,high,8,tự tử|cô đơn,False,depression,depression,,s5-0020,11fe981672
depression_high,Trầm cảm hiện đang rất phổ biến đặc biệt là ở học sinh do áp lực thi cử học tập ngày càng cao,depression_auto,high,8,trầm cảm|áp lực,False,depression,depression,,s5-0021,d7dadeb778
