review_bucket,comment_text,source_weak_label,source_confidence,source_depression_score,phobert_label,probability,prob_normal,prob_depression,need_review,suggested_label,final_label,reviewer_note,row_id,text_hash
weak_model_disagreement,"Chào Bố ! Vậy là từ giờ phút này trở đi con không được nhìn thấy Bố nữa rồi .Đến tận bây giờ con vẫn hối hận nhiều lắm Bố à . Năm nay con học năm cuối rồi cũng 4 năm xa nhà , con về nhà rất ít kể từ khi con lên Hà Nội . Con xin lỗi bố và con cũng ân hận rất nhiều vì không về nhà nhiều hơn để giờ con về đã không có Bố nữa rồi . Mẹ giờ ở 1 mình buồn lắm bố à . Con thực sự xin lỗi và ân hận rất nhiều chưa thể lo cho bố mẹ 1 chút nào vậy mà giờ đây bố đã đi xa rồi . Con rất biết ơn bố mặc dù tới tận giờ con chưa một lần được nói mạnh dạn “ con cảm ơn bố “ Bố ở nơi phương xa phù hộ cho mẹ mạnh khỏe và các con con yêu bố nhiều lắm Gửi con trai : Con à lúc ba viết lời này là lúc ba 22 tuổi, con sinh ra là điều vô cùng quý giá nhất của cuộc đời Ba , Nhưng ông nội mất rồi sau này con phải thật yêu thương Bà Nội nhé , Ba sẽ làm tất cả vì con , Ba yêu con lắm Mình Đức con trai của Ba ! Bố mẹ đến với nhau sinh ra con , Ba cũng có nhiều Hoài bão nhiều dự định nhưng giờ có lẽ Ba sẽ phải chậm lại 1 nhịp để có thể lo cho con và Mẹ vì gia đình nhỏ này ! Điều này chưa bao giờ làm Ba hối hận cả . Nếu sau này con lớn con nghe được bài này và thấy cmt này bà mong con hãy yêu thương mẹ nhiều hơn vì mẹ đã vất vả vì con . Yêu con lắm Minh Đức (Bonka)",normal_auto,medium,-2,depression,0.5597,0.4403,0.5597,True,depression,,,s8-0020,d87b0bff73
weak_model_disagreement,Phim bố già rồi từ từ mng sẽ quên dần. Nhưng bài hát này của PMQ thì chắc chắn sẽ không bao giờ bị lãng quên.,depression_auto,medium,5,normal,0.5606,0.5606,0.4394,True,normal,,,s8-0021,79eed19067
weak_model_disagreement,"Em mới chia tay được vài tuần. Vài tuần qua em nghe đi nghe lại video này của chị không biết bao lần chỉ để tạm thời tự xoa dịu nỗi đau của bản thân. Đến ngày hnay em nghĩ mình đã đến bước 3, em oà khóc nhiều hơn những ngày trước, rồi ngồi nghe lại video này 1 lần nữa, bình tĩnh tự cảm nhận và chấp nhận nỗi buồn của mình, và thấy nhẹ nhõm hơn. Những ngày tháng tới chắc em vẫn chưa thoát ra được khỏi nỗi buồn ngay, nhưng em cảm thấy bản thân không cô độc bởi có chị ở đây gửi cho nhx người như em lời khuyên rất chân thành và cảm thông. Em cảm ơn chị nhiều. Gửi những người đang tan vỡ vì tình yêu, hãy tin rằng những ngày tháng khó khăn này sẽ qua thôi, cùng mạnh mẽ đối diện và vượt qua để tìm thấy bình yên cho bản thân nhé 💕",normal_auto,medium,-2,depression,0.562,0.438,0.562,True,depression,,,s8-0022,67a9661180
weak_model_disagreement,Mình là chính mình chứ không thể là nhân vật nhân vật Nó cũng có tư cách riêng của mình và mình cũng phải có tư cách riêng của mình chứ không thể nào nói theo giọng dễ thương của nhân vật nhiều quá Xong rồi quên mất cái giọng của mình rồi sau đó ba mẹ mình cũng sẽ không nhận ra mình đâu,normal_auto,medium,-2,depression,0.5648,0.4352,0.5648,True,depression,,,s8-0023,33e011d291
weak_model_disagreement,Cảm ợn Better Version 🥰🥰🥰,normal_auto,medium,-2,depression,0.5701,0.4299,0.5701,True,depression,,,s8-0024,feb7715670
weak_model_disagreement,nghe mà lòng đau từng quặng :( Gigi quá đỉnh!,normal_auto,medium,-2,depression,0.5779,0.4221,0.5779,True,depression,,,s8-0025,3ff58ba1d7
weak_model_disagreement,"Tự nhiên k có động lực như trước K còn đam mê, kể cả đã từng rất thích Ủ rũ, cáu kỉnh vs ng thân. Khó khăn vs cảm xúc Bỏ bê chăm sóc bản thân so vs trước kia Kiệt sức khác lười biếng",depression_auto,medium,6,normal,0.581,0.581,0.419,True,normal,,,s8-0026,a1dad10e84
weak_model_disagreement,"1. Đừng cam chịu, thẳng thắn chia sẻ với nhau.Mình muốn gì thì cứ nói ra. 2. Chia sẻ việc nhà và nuôi con. 3.Học cách chung sống hòa hợp với mọi người xung quanh, không phán xét, thật thà. 4. Học cách giải phóng cảm xúc tiêu cực, chữa lành, nhìn người khác với con mắt yêu thương. 5.Đừng bỏ quên bản thân mình. Chăm nom, quan tâm cơ thể và tinh thần của mình hơn. CẢM ƠN CÔ LANH RẤT NHIỀU.",normal_auto,medium,-2,depression,0.5812,0.4188,0.5812,True,depression,,,s8-0027,a5fdad3f37
weak_model_disagreement,ừ ba t cx kh cho t đóng cửa trừ khi thay quần áo,normal_auto,medium,-2,depression,0.5818,0.4182,0.5818,True,depression,,,s8-0028,b69953e944
weak_model_disagreement,Chi ơi..e khô wá..em cang cô gắng..cang nặng thêm.. lúc nao cung chi muon tu tư thôi..,depression_auto,medium,5,normal,0.5854,0.5854,0.4146,True,normal,,,s8-0029,81354198ea
weak_model_disagreement,cảm ơn nhạc của bạn nhiều 🤗 nhiều lúc trông chuyện tình cảm mình muốn làm họ vui thì họ bảo mình còn trẻ con quan tâm thì họ xem như rát mà vứt đi còn họ đâu hiểu cảm giác của mình trông lúc đó ra làm sao đâu mình buồn hay vui họ cũng xem như kh có chuyện gì 🤗,normal_auto,medium,-2,depression,0.5908,0.4092,0.5908,True,depression,,,s8-0030,28bde54304
weak_model_disagreement,"C1: dùng hoạt động thể chất thay thế hoạt động MXH C2: bảo vệ giờ vàng (lúc thức dậy + 3 tiếng) C3: hoạt động sinh lý thay thế tâm lý - Chạy tầm 10p xung quanh nhà - Nghe nhạc beat nhanh (150 beat pop music) - Đầu giờ trưa, nghe trước khi lv.",normal_auto,medium,-2,depression,0.5954,0.4046,0.5954,True,depression,,,s8-0031,a0380da3af
weak_model_disagreement,Nhưng hồi năm đó làm j có thiết bị hiện đại vậy thì ai đã lái?,normal_auto,medium,-2,depression,0.6007,0.3993,0.6007,True,depression,,,s8-0032,a37a9105ab
weak_model_disagreement,Nghe thay giang mà tīnh ngô läy lai tinh thän cam on thay chuc thsy mk binh an .,normal_auto,medium,-2,depression,0.6039,0.3961,0.6039,True,depression,,,s8-0033,b3ea5cd14e
weak_model_disagreement,Mô phật bài gián này rất hay nhưng mình từng cho đi và thâm hỏi khi mình khi có chuyện không ai hỏi và thậm có những lúc buồn cho số phận mam mô a Di Đà Phật mieng tâm an lạc là hạnh phúc tâm từ bi không phiền ai hết mình nghĩ đây là no kiếp trước giờ buồn thì khổ thân nên gũi tâm an lạc là hạnh phúc mô phật,normal_auto,medium,-2,depression,0.6059,0.3941,0.6059,True,depression,,,s8-0034,f1c56130ca
weak_model_disagreement,"Ông làm video này không hiểu gì về vấn đề Đài Loan cả. Chả có cái nào gọi là nước Đài Loan, Đài Loan chỉ là một hòn đảo thuộc Trung Hoa Dân Quốc (tuyên bố chủ quyền toàn bộ lãnh thổ TQ).",normal_auto,medium,-2,depression,0.6075,0.3925,0.6075,True,depression,,,s8-0035,698d8019f2
weak_model_disagreement,"Tóm tắt video: *Có 3 hiểu lầm khi lắng nghe: Lắng nghe là người lép vế hơn: Người lắng nghe là người kiểm soát câu chuyện Lắng nghe là ngồi im: nếu ko đưa ra dc ý kiến Lắng nghe trong mọi trường hợp giống y như nhau *Có 4 kiểu lắng nghe: Lắng nghe để thưởng thức: Tập trung vào việc thưởng thức, ví dụ như âm nhạc( thường là những thứ liên quan đến nghệ thuật)... Lắng nghe để học hỏi: bao gồm viêc biết m đã hiểu vẫn đề hay chưa và đưa ra ví dụ, Lắng nghe để đồng cảm: chia sẻ để biết người nói đang ( có cảm xúc gì) vì gặp vấn đề nào đó,..., Lắng nghe để đánh giá: liên quan đến teamwork , thảo luận=> đưa ra quan điểm và giải thích hoặc bổ sung cho ý kiến cho người nói",normal_auto,medium,-2,depression,0.609,0.391,0.609,True,depression,,,s8-0036,e98c08307e
weak_model_disagreement,"Thì cái gì cũng từ từ chứ ,chậm mà chắc bạn phải học thêm tính kiên nhẫn nửa rồi!",depression_auto,medium,5,normal,0.6104,0.6104,0.3896,True,normal,,,s8-0037,f6cf8605b5
weak_model_disagreement,"Mình cũng từng là những người đc mn tung hô, ngưỡng mộ như một idol thực thụ. Từ việc có thể cày từ 10-20 đề toán trong 1 buổi tối, làm cái nào đúng cái đó, giải được những bài khó nhất, từng rất yêu môn toán, đâm mê vs chúng. Nhưng từ khi mình chuyển cấp , mmìnhddax sa sút môn toán trầm trọng, k còn đam mê nx, mình trở nên ghét toán, ghét làm toán, bỏ bê môn toán và chẳng bgio oon nó nx....Nh bio, mik đã là1 hs chuyên văn, mik rất yêu quý môn văn ...",normal_auto,medium,-2,depression,0.6158,0.3842,0.6158,True,depression,,,s8-0038,9b838a3ee6
weak_model_disagreement,"Mong anh có thể làm video về thực trạng ""ptsd"" và nguyên nhân dẫn đến chúng ạ (em trai của em mới 13t nhưng em ấy lại có biểu hiện của ptsd nên em cũng hơi lo ạ)",normal_auto,medium,-2,depression,0.625,0.375,0.625,True,depression,,,s8-0039,e979bf21f6
weak_model_disagreement,"[Lời bài hát ""NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN""] Verse 1: Ánh sáng tắt đi, chẳng để lại thứ gì Cuối cùng mọi cố gắng chỉ là vứt đi Tìm trong ký ức vẫn còn, bờ vai môi son Từng ở bên anh, từng nằm tay anh Trí nhớ khắc sâu, ngày đôi ta mất nhau Bất lực anh trôi vào trong nỗi đau Chẳng gì có thể xứng đáng lấp đầy Khoảng trời em buông tay nơi đây Bước chân như ngã quỵ Chấp nhận ta chia ly Chorus: Phải chăng anh đã lỡ đến sớm Một vài kiếp người để yêu em? Phải chăng duyên chúng ta phải chấp nhận Đường đi của sô phận không thể phạm sai ý trời Giữ em một chút trước lúc xa hơn Trời làm gió từng cơn Có lẽ người như anh Chỉ xứng đáng cô đơn Verse 2: Giấu nước mắt đi nhanh khi đứng trước em Lấy hết cả dũng khí để buông tay em Anh không sao, anh không sao đâu mà Chỉ là lòng chật chội về đêm Vì chịu đựng nỗi nhớ về em Bao lâu nay anh đã nói dối lòng mình rằng thật sự anh đã quên em Bao lâu nay anh đã cố phớt lờ mọi cảm xúc không nguôi về chính em Làm sao để đối diện đây? Làm sao để mở lời đây? Hay là anh phải đi xa Đi về nơi mà không có chúng ta Bridge: Một mùa hạ ôn như có khiến giấc mơ Yêu em được kéo dài thêm? Chìm mình vào mưa đêm liệu tim anh thôi nhức nhối? (Kết cục hôm nay sẽ mãi không thay đổi Câu chuyện của chúng ta phải dừng ở đây thôi) Đành chia đôi rẽ lối (Tự thân gặm nhấm những ngày tháng lầm lỗi Lẳng lặng ngược dòng hoa trôi) *Mình anh trong bóng tối* Chorus: Phải chăng anh đã lỡ đến sớm Một vài kiếp người để yêu em? Phải chăng duyên chúng ta phải chấp nhận Đường đi của sô phận không thể phạm sai ý trời Giữ em một chút trước lúc xa hơn (Trái tim em muốn giữ lại) Cơn đau không thể bớt đi hơn Có lẽ người như anh (hooh-ooh) Chỉ xứng đáng cô đơn Có lẽ người như anh Chỉ xứng đáng cô đơn",depression_auto,medium,6,normal,0.6359,0.6359,0.3641,True,normal,,,s8-0040,495e661da9
weak_model_disagreement,Nói chung bà mẹ này cũng chưa hoàn toàn thương yêu con mình còn 2 đua con thì cũng chưa thực sự hiếu thảo với mẹ nhưng nếu 2 con của bà năm giành nhiều thời gian cho mẹ thì bà năm cũng ko hành động như vậy nhưng nếu di chúc cho con út 3 tỉ còn lại cho 2 con mỗi đua 1 tỉ còn giữ lại cho mình là hợp lí còn người giúp việc họ chăm sóc những họ đã hướng lượng nếu tốt chỉ có thể tăng lương cho họ là hợp lí hơn,normal_auto,medium,-2,depression,0.6406,0.3594,0.6406,True,depression,,,s8-0041,e99a826771
weak_model_disagreement,Đầu năm 2018 rồi có ai còn nghe lại không .. Nhớ cái lần đầu tiên nghe bài này khi nhận đc tn ct mọi thứ trong tôi chấm dứt buồn và đâu khổ nh khi muốn chết Thế giờ đã 2 năm rồi hì nhanh thật ... mối tình đâu của tôi... giờ nta có ng mới rồi..nhưng e đâu có biết tôi vẵn yêu em như ngày nào .. từng ngày từng giờ từng năm tôi vẵn mong e ql vs tôi... nhưng đều đó khó qá e nhỉ ... thôi thì chúc em hp ng con gái tôi yêu 08/01/1999,depression_auto,medium,5,normal,0.6462,0.6462,0.3538,True,normal,,,s8-0042,842941bfeb
weak_model_disagreement,Đài loan thù nước nào coi nó là quốc gia thì sẽ kêu là đài loan ví dụ như mỹ v.v còn mà theo liên hợp quốc thì sẽ kêu nó là đài bắc trung hoa Bình luận xong thấy hả liên quan mà thôi kệ 🐧,normal_auto,medium,-2,depression,0.6479,0.3521,0.6479,True,depression,,,s8-0043,647de4ce9c
weak_model_disagreement,"Không, âm thanh trên mạng không hề có tác dụng làm mát điện thoại. Mấy video hay đoạn âm thanh được quảng cáo là ""tần số làm mát pin"", ""âm thanh hạ nhiệt điện thoại"" thực chất chỉ là một chiêu trò câu view (hoặc trò đùa) trên TikTok, YouTube chứ không có bất kỳ cơ sở khoa học nào cả. ​Tại sao âm thanh không thể làm mát điện thoại? ​Âm thanh không hút được nhiệt: Sóng âm phát ra từ loa là sự rung động của không khí. Sự rung động này không có khả năng hấp thụ hay thổi nhiệt lượng từ trong linh kiện điện thoại ra ngoài. ​Thậm chí còn làm máy nóng hơn: Khi bạn mở video hoặc bật âm thanh, màn hình phải sáng, loa phải hoạt động, và chip xử lý (CPU) phải chạy để giải mã dữ liệu. Tất cả các hoạt động này đều tiêu thụ điện năng và sinh thêm nhiệt. ​💡 Tóm lại: Bật âm thanh làm mát điện thoại cũng giống như việc bạn bật tivi để mong phòng mình mát lên vậy – hoàn toàn ngược đời! ​Cách làm mát điện thoại hiệu quả và an toàn ​Nếu điện thoại của bạn đang bị nóng (nhất là khi chơi game, xem video lâu hoặc sạc pin), hãy thử các cách thực tế này: ​Tháo ốp lưng: Ốp lưng (đặc biệt là ốp dày hoặc bằng cao su/nhựa) giữ nhiệt rất tốt. Tháo ra sẽ giúp máy tản nhiệt qua vỏ nhanh hơn. ​Tắt các ứng dụng chạy ngầm: Tắt bớt các app không dùng để giảm tải cho chip xử lý. ​Tránh xa nguồn nhiệt: Không vừa sạc vừa dùng, không để máy ngoài trời nắng hoặc trên nệm/gối (nệm giữ nhiệt rất ghê). ​Để trước quạt: Cho máy ngồi hóng mát trước quạt gió một lúc là hạ nhiệt ngay. ​Giảm độ sáng màn hình: Màn hình quá sáng cũng là một ""sát thủ"" sinh nhiệt và ngốn pin.",normal_auto,medium,-2,depression,0.6531,0.3469,0.6531,True,depression,,,s8-0044,ed218ea8e4
weak_model_disagreement,"từ vựng hôm nay là gi "" ây ây ây """,normal_auto,medium,-2,depression,0.6537,0.3463,0.6537,True,depression,,,s8-0045,c29efce9b7
weak_model_disagreement,"Theo tôi, bất cứ lựa chọn cũng ảnh hưởng không ích gì nhiều đến tương lai mọi người biết không tôi luôn chạy đua với thời gian nhưng nhờ xem vào những video bổ ích như thế này đâu đó tôi vẫn cảm thấy vô tư như một đứa trẻ Năm nay tôi 24 tuổi bố mẹ tôi >50 tuổi rồi tôi muốn giàu thực nhanh và kiếm rất nhiều tiền để có thể hỗ trợ mấy đứa em còn nhỏ không được đầy đủ, giúp bố mẹ tôi đỡ vất vả và khiến họ trở nên tận hưởng cuộc sống ở độ tuổi còn lại. Tôi thừa biết rằng bố mẹ sẽ ko mãi ở bên tôi và đối với tôi, gia đình là điều quan trọng nhất không có gì thay thế được. Vì vậy, những bạn trẻ nên biết yêu thương và quan tâm những người yêu thương nha đừng bao giờ để họ ko gần bên ta rồi mới hối hận",normal_auto,medium,-2,depression,0.6547,0.3453,0.6547,True,depression,,,s8-0046,b41653ca1d
weak_model_disagreement,dạo này mưa nhiều buồn nghe bài này xong càng nặng lòng hơn rất tuyệt vời,normal_auto,medium,-2,depression,0.6553,0.3447,0.6553,True,depression,,,s8-0047,ed863306f8
weak_model_disagreement,Đang yeu nhg vẫn thik nghe nhạc suyy 😂,normal_auto,medium,-2,depression,0.6665,0.3335,0.6665,True,depression,,,s8-0048,dfd05043bf
weak_model_disagreement,"Kiểm soát cảm xúc thật sự là kỹ năng quý báu, vì khi ta làm chủ được tâm trí, mọi hành động và suy nghĩ đều trở nên sáng suốt hơn. Đây là cách tuyệt vời để sống mạnh mẽ hơn trong cuộc sống hiện đại !",normal_auto,medium,-2,depression,0.6773,0.3227,0.6773,True,depression,,,s8-0049,61ddb7833d
weak_model_disagreement,"huhu an An luôn ra video đúng thời điểm luôn á. dạo này lười đọc sách hẳn xong cái anh up video giveaway sách. mấy nay em hơi bị khủng hoảng, không học tập cũng không chăm chút bản thân nhiều. sau khi xem video này, em nhận ra lâu nay đã quá buông thả bản thân rồi, phải lập kế hoạch lấy lại động lực thôi!!!! anh có duyên thật sự luôn á, xem anh nói mà đôi khi cười điên khùng vì những lời nói ""bị liệu"" của anh",normal_auto,medium,-2,depression,0.6912,0.3088,0.6912,True,depression,,,s8-0050,fbdf922893
weak_model_disagreement,Các bạn nên tìm và tập khí công nguyên pháp.. của thầy TT thích chân Quang... để đưa khí lực xuống đan điền... từ từ sẽ khỏi.,depression_auto,medium,5,normal,0.6919,0.6919,0.3081,True,normal,,,s8-0051,2ef8ccde42
