comment_text,label,source,weight
"Hát hay quá chị ơi ❤❤❤. Like 👍. Cảm ơn chị đã chia sẻ video hay ❤❤❤. Chúc chị có một ngày mới tràn đầy năng lượng, vui vẻ, an lành và luôn thành công trong cuộc sống ❤❤❤",0,weak_high_conf,2
Con vẫn biết là duyên. Nhưng cũng phải có thời gian mới nguôi ngoai được. Con xin lỗi,0,phobert_v2_confident,1
😂😂😂 cũng buồn thật,0,phobert_v2_confident,1
"Hát live quá đỉnh, đầy cảm xúc, rõ lời và điều khiển giọng hát xuất sắc Nhạc đệm tinh tế và rất hay",0,weak_high_conf,2
Đọc bình luận mới biết tôi không chơi vơi giữa cuộc đời này.,0,phobert_v2_confident,1
Kkkkkkkkkk chị làm em cưới mãi luôn 😅,0,phobert_v2_confident,1
Hãy để ngưòi mình yêu thương trải nghiệm cuộc sống chứ ko phải sự ích kỉ bảo bọc quá mức,0,phobert_v2_confident,1
Các en gái xinh quá,0,phobert_v2_confident,1
Cả trầm cảm sau sinh. Bao người phụ nữ thế hệ trước ôm con nhảy cầu mà đâu có điện thoại thông tin. Chính vì đầy mặt báo mà ng ta bàn luận và phòng ngừa bao cái chết và cứu dc bao gia đình khỏi li dị vì trầm cảm sau sinh đó chứ…open minded nha và k để gia đình cổ hủ lợi dụng lúc mình dễ tổn thương về mặt tinh thần nhất để thao túng.,1,weak_high_conf,2
Anh toàn nói quá đúng không ai thương mình hành chính bản thân mình thương lấy mình chồng em cũng là người tốt không rượu chè cờ bạc trai gái nhưng cũng có lúc nói là mình buồn sáng nay 5:30 em dậy đi tập thể dục hai vợ chồng nhưng chồng bảo sáng nay nghỉ trả lại em đi cắm cơm dọn dẹp quét dọn từ lau nhà 6 giờ cho dậy em có cho chị dâu rửa bát vào lau nhà và cầu thang chồng trông thấy chồng bảo đông lao cái này mà bị lão mã số Đà Nẵng rồi chồng em đã không cần nhau không phải lau nói khó nghe làm như gạo nước lạnh vào vào đầu em nghe là bực mình nhưng em không nói sống với chồng biết tính hiền nhưng lại cục ngày em nghĩ em cứ buồn anh nhé,0,phobert_v2_confident,1
"Mình từng bị RLLA và trầm cảm, con người ko tự nhiên mà bệnh, là do áp lực công việc gia đình xã hội và khi ta suy nghĩ tiêu cực thì căn bệnh sẽ xuất hiện, rất may là mình đã thoát ra đc và tự điều chỉnh tâm trí cũng như suy nghĩ của bản thân, tin vào phật pháp tin sâu nhân quả giúp ích rất nhiều cho mình trong cuộc sống cũng như về bênh tâm lý này. Cám ơn tác giả rất nhiều về bài viết này. Trân trọng.",1,weak_high_conf,2
Mỗi nần mình buồn. Hay có chuyện j. Mình chỉ thích nge những ca khúc của Ngọc. Rất hay.cảm ơn nha ngọc. Bảo nhi,0,weak_high_conf,2
chắc cai nghiện,0,phobert_v2_confident,1
1. Có người hỏi [Am] tôi sao ca nhạc buồn chuyện tình dở dang Có người hỏi [Dm] tôi [G] ca chi những lời tình [Em] buồn thê [Am] lương Có người hỏi [G] tôi gieo chi tiếng [F] lòng tan [Dm] nát tâm [Am] tư Người còn hỏi [Dm] tôi có phải tôi đã [E7] yêu tình yêu trắc [Am] trở? Nên mỗi lời [Dm] ca như [E7] ngàn lời than [Am] van [Dm] [Am] [F] Tôi ca nhạc [Dm] buồn vì đời có mấy chi [Am] vui [G] Tôi ca nhạc buồn vì cuộc [E7] đời ngang trái trong tình [Am] yêu [G] Thương cho những [C] người chìm trong khổ [E7] đau. [Am] Vì tình bạc [Dm] đen tham sang phụ [Am] khó? Xem tơ duyên [E7] là trò đùa nhân [G] gian Tôi ca nhạc buồn sớt chia tâm [E7] sự những người không [Am] may [Dm] [Am] 2. Thấu hiểu dùm [Am] tôi khi ca nhạc buồn lòng cũng tả tơi Nếu còn khổ [Dm] đau [G] câu ca tôi [Em] còn đượm đầy bi [Am] ai Chút nỗi niềm [G] riêng tôi xin gởi [F] vào câu [Dm] hát mai [Am] sau Để được cùng [Dm] ai trút cạn bao đắng [E7] cay tình duyên chẳng [Am] tròn Vơi bớt sầu [Dm] thương cho nụ [E7] cười đậm trên [Am] môi [Dm] [Am] [F] Tôi ca nhạc [Dm] buồn nhìn đời đổi trắng thay [Am] đen [G] Tôi ca nhạc buồn vì trò [E7] đời thay áo trong tình [Am] yêu [G] Thương cho những [C] người chìm trong khổ [E7] đau. [Am] Vì tình bạc [Dm] đen tham sang phụ [Am] khó? Xem tơ duyên [E7] là trò đùa nhân [G] gian Tôi ca nhạc buồn hát lên tâm [E7] sự những người cô [Am] đơn [Dm] [Am],0,phobert_v2_confident,1
Đã cắm cờ và report,0,phobert_v2_confident,1
Đàn ông luôn không quên được người mình yêu nhất dù ng ấy có đối xử với mình thế nào...,0,phobert_v2_confident,1
Xem video mà mê tóc bà Giang quá trờiii,0,phobert_v2_confident,1
"mik ko thông minh , ko giỏi , đôi khi mik thất vọng về bản thân quá nên mik đã định tự tử nhg nghĩ còn có nhg ng luôn yêu thg , bảo vệ mik thì mik mới kiềm chế đc",1,phobert_v2_confident,1
Chúc chị Hà Anh & chị Khánh Linh đạt được điểm cao cho kì thi sắp tới ❤❤,0,phobert_v2_confident,1
Cảm ỏn kênh có phưởng pháp rất hiệu nghiệm,0,phobert_v2_confident,1
"Có j mà phải phản ánh, ở xóm đó ai lm tổ dân phố họ nằm trong ban giám sát nhân dân. Họ nói k cho lm và lm như vậy k đúng kiến nghị lên thì đơn vị thị công có cho thêm tiền nó k giám lm như vậy",0,human_gold,3
Based,0,phobert_v2_confident,1
"Hay qúa nhất là bản "" Gục Ngã Vì Yêu. "" Quang Lập hát bài này hay tuyệt vời !",0,weak_high_conf,2
"Tôi toàn bị mất ngủ, mn có cách nào k ạ",1,phobert_v2_confident,1
Quá đã. Cảm ơn anh Đạt vì Những Series tuyệt vời ạ,0,weak_high_conf,2
"Ôi! Anh không nhận mình già đâu, dù cũng 32 tuổi rồi 😅 Nghe postcard của em mà thấy chạm vào lòng quá. Cảm ơn Hêu nhiều nha!",0,phobert_v2_confident,1
"Mình từng bị thất tình, cảm giác rất đau khổ, ko thể nói nên lời, muốn viết đôi điều tâm sự nhưng lại ko dám viết và từng làm nhũng điều điên cuồng mà hai mấy năm có ngủ mơ cũng không nghĩ là mình sẽ làm. Từng yêu sâu đậm một người và rồi bị đơn phương chia tay với lý do hết yêu, hết duyên phận. Ban ngày đi làm mình cố cắm đầu vào công việc, cứ rảnh chút là nghĩ về nó, đêm đến là những giọt nước mắt lăn dài và mình đã mất 2 năm để quên đi tất cả. Và dường như đó cũng là sự trớ trêu, sau 2 năm người đó nói lời muốn quay lại mình đã nhẹ nhàng buông lòng thắng thắn phũ phàng, rồi cả em gái và bác trai người ta gọi điện muốn nối lại tình xưa cho bọn mình. Mình thấy thật nực cười. Mong rằng Trâm và Tùng sẽ cùng nhau đi tới bến hạnh phúc. Nếu có ngã rẽ chia đôi thì mình cũng là người ủng hộ Trâm, cầu chúc Trâm tìm đc hạnh phúc. Yêu mà phải chia tay vì biết người ta ko còn dành tình cảm cho mình, mình thấy Trâm thật mạnh mẽ. Trước đây mình không làm được như vậy. Cố lên em. THƯƠNG EM",1,phobert_v2_confident,1
"Sự thật lịch sử là như thế này : Nước Trung Hoa Dân Quốc của TT Tưởng Giới Thạch là thành viên sáng lập LHQ và giữ ghế ủy viên thường trực của hội đồng bảo an (HĐBA) ngay từ 1946 cho đến 1971. Năm 1949 Mao đánh bại Tưởng thành lập ra nước Trung Hoa Cộng Sản. Còn Tưởng kéo tàn quân chạy ra giữ Đài Loan, được Mỹ bao che, luôn nuôi chí phản công tái chiếm lục địa. Năm 1971 Mỹ thay đổi thái độ 180° ra mặt công nhận Trung+, Mỹ đá Trung Hoa Dân Quốc (Đài Loan) ra khỏi hẳn LHQ, Mỹ rước Trung+ vào thế kể cả giữ luôn ghế ủy viên thường trực của HĐBA. Từ 1972 Mỹ và toàn bộ phe thế giới tự do đổ xô vào thiết lập quan hệ và làm ăn lớn với Trung+ béo bở 1.4 tỷ dân, Mỹ và tất cả thôi chống cộng từ đó. Dĩ nhiên đã quan hệ hữu hảo với Trung+ thì phải rút công nhận Đài Loan... Chuyện đời thay đổi trớ trêu, Quốc Dân đảng (QDđ) trước đây chống cộng kịch liệt ôm chí lớn tái chiếm lục địa thì hiện nay lại quay xe chủ trương đưa ĐL về tái hợp với Trung+ (có lẽ vì các đại gia QDđ đã đầu tư quá nhiều vào lục địa và đang thu quá nhiều lợi nhuận, quá sướng) còn các đảng cấp tiến khác ở ĐL lại chủ trương độc lập, muốn ly khai không còn dính líu đến nước Trung Hoa nữa. Mỹ thì lừng khừng mập mờ để thu vén lợi ích, miệng luôn nói ""một nước Trung Hoa"" nhưng ngầm ủng hộ Đài Loan ly khai độc lập, lò lửa Đài Loan chực nổ bất cứ lúc nào. Chuyện Trung Hoa nhưng trực tiếp ảnh hưởng đến VN. Thời thế thay đổi, Mỹ và thế giới tự do thôi chống cộng nên chế độ VNCH trở nên thừa thải, tốn kém mà vô tác dụng, không ai cần đến cái ""tiền đồn chống cộng bảo vệ thế giới tự do"" như xưa nữa. Mỹ quyết đoán tháo chạy nên rút hết quân khỏi MNVN, cắt giảm viện trợ bỏ rơi bỏ đói cho VNCH phải chết, phải chết để cho Mỹ được rảnh nợ. Và VNCH đã cô đơn oằn oại trong ""Việt Nam Hóa Chiến Tranh"" đã rệu rã thoi thóp hấp hối rồi sụp đổ tan tàn banh xác, chết tức chết tưởi, chết uất chết hận, chết không ai cứu, chết không ai thương 😭😡😭😡😭 Cái gì lỗi thời vô dụng thì duy trì làm chi cho hao tốn, dứt khoác phải sớm dẹp bỏ cho xong, và thế là đã xong 😭",0,phobert_v2_confident,1
Em ko hiểu tại sao dù em đã bt mọi người nhưng khi nói chuyện vs họ em cực kì lúng túng và rụt rè ko bt nói gì hay hành động gì luôn,1,phobert_v2_confident,1
Tone này mà có bản karaoke nữa bá cháy,0,phobert_v2_confident,1
Em yêu chị mong chị đạt đc 3tr ng đăng kí,0,phobert_v2_confident,1
"em luôn sợ mọi thứ, hay để ý mấy cái bình thường. Như thở hay nháy mắt rồi cảm giác cơ thể khác nữa. Càng nghĩ càng đau đầu",1,phobert_v2_confident,1
"vợ tôi cũng từng bị trầm cảm sau sinh, may mà mình quan tâm kịp thời không thì không biết hậu quả như thế nào",1,phobert_v2_confident,1
"mình đã có nhiều thứ, bỏ lỡ nhiều thứ. nhưng tại thời điểm hiện tại mình chưa thật sự hạnh phúc.",1,phobert_v2_confident,1
Em sẽ chăm chỉ nghe podcast nhiều hơn. Cảm ơn anh,0,phobert_v2_confident,1
"Em cũng đang cảm thấy rất tệ và bất lực, nghe câu chuyện của chị Hải em khóc luôn huhu",1,phobert_v2_confident,1
Sống có ae làng xóm người ta nói chia rẽ là chết đoàn kết là sống,0,phobert_v2_confident,1
Nhờ các video chia sẻ mà tôi có thể vui vẻ chấp nhận rằng chẳng qua tôi đang bị bệnh mà thôi. Trầm cảm đơn giản là một căn bệnh và những khó khăn tôi mắc phải là do tôi hị bệnh. Tôi cũng là người bình thường như bao người.,1,phobert_v2_confident,1
"Cảm ơn thầy đã chia sẻ, rất hay ạ",0,human_gold,3
"Cảm ơn các bạn đã truyền tải kiến thức tâm lý một cách gần gũi, giúp mình dễ dàng tiếp cận và áp dụng vào thực tế.",0,phobert_v2_confident,1
cuộc đời mà... có phải ai cx đc như mong ước tôi mệt lắm chứ...nhưng phải cố sống thôi bố mẹ cứ ép buộc thế này thế kia rồi đi so sánh vs ngta mệt thật ha...🥲🥲🥲,1,phobert_v2_confident,1
Bị tâm thần nên cố gắng uống thuốc,0,phobert_v2_confident,1
"nhìn người khác vẫn cứ bước tới và chạm đến thành công , đến lúc nhìn lại bản thân mình vẫn tự hỏi liệu cậu đã đủ cố gắng chưa , liệu cậu còn có thể bước tiếp ko ? tớ thấy bản thân thật nhỏ bé , tự ti , tớ thấy mọi nỗ lực bỏ ra vẫn chưa đủ , tớ cảm thấy mơ hồ quá ....",1,phobert_v2_confident,1
"em rất thích nghe giọng anh và nội dung anh chia sẻ, rất hữu ích với em và healing ạ. luôn ủng hộ anh",0,phobert_v2_confident,1
Number 6 you stop caring about anything; it takes a huge amount of energy to even pay bills even though you have the money.,0,phobert_v2_confident,1
Em áp lực tới trầm cảm nặng,1,weak_high_conf,2
😮 đang định nghe audio để ngủ thấy chj 😳❤❤❤❤,0,phobert_v2_confident,1
Xin phép được gọi là thầy. Thầy nói rất đúng cảm ơn thầy rất rất nhiều. Sau khi coi video em đã sáng cái đầu ra rồi đấy ạ,0,phobert_v2_confident,1
"3:00, bấm like liền rồi a ơi",0,phobert_v2_confident,1
"Năm mình lớp hai, năm ấy là năm mà tuổi thơ của mình đã không còn như bao đứa trẻ khác. Bà mình - người quan tâm và yêu thương mình nhất nhà, mất vì bệnh. Mình lúc ấy đang đi học và đã không thể về kịp lúc để nhìn bà lần cuối. Nỗi đau mất người thân cứ ở đấy nhưng bản thân mình ngày bé cứ ngây thơ chẳng biết gì. Mình không khóc, không quậy phá. Mình nhìn những người lớn cãi nhau vì chuyện gì đó mà chính mình còn chẳng thể hiểu được. Rồi sau khi bà mất thì em trai mình ra đời. Thực sự thì ngày nhỏ mình rất thương em nhưng càng lớn, sự chú ý của ba mẹ đáng lẽ ra chỉ dành cho một mình mình đột nhiên bị chia năm xẻ bảy. Những tiếng la, tiếng quát mắng của ba mẹ khi mình cố gắng gây sự chú ý khiến mình tổn thương rất nhiều. Đau lòng nhất là khi mẹ mình và em mình đang nằm ngủ trưa thì mẹ mình bỗng hỏi mình: ""Nếu như mẹ với ba không ở chung với nhau nữa, con sẽ theo ai?"". Tiếng nấc nghẹn ngào của mẹ khi nói câu đấy đến giờ mình vẫn nhớ rõ. Mình trốn tránh không trả lời, nhịn lại tiếng khóc rồi giả vờ như mình đã ngủ thiếp đi. Hơn mười năm trôi qua, mỗi lần nhớ về năm lớp hai ấy đều khiến mình nghẹn ngào nhưng đến khi mình hỏi lại những người lớn cãi nhau sau khi bà mất, hỏi lại ba mẹ mình những chuyện sau khi em mình ra đời. Đáng buồn thay, chẳng ai nhớ về nó cả, chỉ có một mình mình ám ảnh với những kí ức không vui đấy. Mình mừng vì các em của mình không ai phải trải qua cảm giác như mình nhưng cũng tủi thân vì chỉ có mình mãi chưa thể thoát khỏi nỗi đau năm ấy.",1,weak_high_conf,2
"Chào thầy! Em rất biết ơn thầy, nhờ thầy đã đổi đời em.",0,phobert_v2_confident,1
"Chỉ có 4,5 tháng trở lại đây tui phải sống trong cô đơn chẳng vui vẻ j nữa.chỉ vì vô game vô bổ 😢😢😢😢",1,phobert_v2_confident,1
Mấy ông Đài Loan cứ tự cho Trung Hoa đại lục là của chính mình rồi còn xem Đài Bắc là thủ đô của cả Trung hoa nữa không biết tự lượng sức 🤣,0,human_gold,3
Tần thiến thiến hay thẩm lê mộng mới là nữ9 tần thiến thiến xuất hiện nhiều hơn.thấy thương tần thiến thiến,0,phobert_v2_confident,1
2021 28.tháng l.ai còn coi??,0,phobert_v2_confident,1
me bị luôn r,0,phobert_v2_confident,1
"Nhiều lúc e tự bảo rằng k đc nghĩ nữa, ngta k nghĩ gì đâu, nhưng thực sự e k thể ngừng nghĩ đc😢😢😢",1,phobert_v2_confident,1
Áp lực muốn chết đi thôi😊😊😊😊,1,weak_high_conf,2
Nhiều lúc muốn gục ngã ... 😢 buồn lắm trong lòng ko lối thoát ... Những năm tháng này bế tắc quá,1,phobert_v2_confident,1
Tội anh ấy quá 😢😢😢,0,phobert_v2_confident,1
Có ai đang hóng bài này không ạ? Mọi người bình luận bài hát tiếp theo mà muốn Thơ cover nha. Thơ sẽ sắp xếp cover cho cả nhà cùng nghe ạ!,0,phobert_v2_confident,1
"mình hay ngủ k ngon,ngủ k sâu giấc được.lúc không ngủ thì bình thường,nhưng mà cứ hễ nhắm mắt ngủ là bao nhiêu sự việc suy nghĩ ùa về.nhiều tối ngủ mà mãi đến 3,4h sáng mới chợp mắt được tí.không biết đấy là bị stress hay trầm cảm nhỉ",1,weak_high_conf,2
Em bị từ năm lớp 8 giờ gần 25 tuổi rồi lại bị lại hóa ra nó luôn tồn tại trong mình chỉ chờ để bùng lên,1,phobert_v2_confident,1
Nghe nhạc xong muốn khóc thật to,0,phobert_v2_confident,1
"Mẹ tôi là một người bảo thủ, áp đặc cả ba lần mà tôi cố gắng bầy tỏ cảm xúc, mong muốn của mình là lúc 12-16 và 18 tuổi và cả ba lần mẹ tôi đều gạt phăng mọi lý lẻ của tôi sang một bên bằng câu nói ""tao là mẹ của mày, mày không có quyền nói lại"" cả ba lần tôi đều có cùng một cảm xúc đó là câm phẩn, là sự bất lực với chính người mẹ của mình. Và kể từ năm 18t đến giờ tôi vẫn không thể tha thứ cho mẹ. Từ năm 18t đến nay thay vì như các bạn lo phát triển bản thân, lo cho tương lai sự nghiệp thì tôi lại cố gắng để chửa lành những tôn thương tâm lý mà mẹ đã để lại cho mình đã hơn 6 năm rồi mà nó vẫn như ngày hôm qua. 2 lần trầm cảm và chứng rối loạn lo âu dai dẳng kèm theo nhiều bệnh lý vì stress lâu ngày và tình thương yêu bao la của mẹ vẫn đang ăn mòn tôi từng ngày. Video đã phần nào giúp tôi cảm thấy được an ủi ít nhất là lúc này đây khi tôi vẫn chưa gục ngã",1,weak_high_conf,2
Bởi mới thấy Đức Thế Tôn nhấn mạnh trung đạo là con đường giải thoát 🤓,0,phobert_v2_confident,1
Mình nghe rất hay nhưng cũng rất buồng ý nghĩa bài hát và lời ca cảm ơn tác giả và ca sĩ cùng người viễn,0,weak_high_conf,2
Mình muốn Xin số của bác sĩ tư vấn,0,phobert_v2_confident,1
"Có lẽ trong 7 điều, điều cuối cùng là cái em tâm đắc nhất. Trước đây, em khá sợ cô đơn, cố gắng hướng ra thế giới bên ngoài càng nhiều càng tốt. Em dành nhiều thời gian cho mạng xã hội, cho bạn bè, cho những cuộc đi chơi,v.v..... và duy trì rất lâu. Còn dành thời gian cho bản thân thì khá là ít ỏi. Khi biến cố xảy ra, em không thể tránh khỏi những cú sốc, sự tuyệt vọng và bế tắc. Khổ nỗi, chẳng ai ở bên giúp em cả, vì cuộc sống quá bận rộn. Cuối cùng, em phải gặm nhắm nỗi cô đơn trong khoảng thời gian dài, chán ăn và thiếu ngủ. Bây giờ nhìn lại, em cảm thấy cô đơn thực sự là một món quà. Khi cô đơn, em mới nhận ra việc chăm sóc bản thân là điều quan trọng nhất. Chỉ khi mình yêu bản thân , mình mới có thể quan tâm và giúp đỡ người thương của mình ạ 🥰 Với lại cô đơn xuất phát từ bên trong, nên chủ nhân của nó mới có thể chữa lành và chăm sóc nó ạ. Còn những người xung quanh chỉ đóng vai trò phụ. P/s: Đây chỉ là quan điểm cá nhân🥰",1,weak_high_conf,2
Xem doraemon,0,phobert_v2_confident,1
Không cả biết cảm ơn nữa .,0,human_gold,3
mẹ em 24 giờ không hề ngủ được tiếng nào cả. lí do sao vậy ạ. kéo dài được vài tuần rồi. mong được được giải đáp ạ. em đang rất lo lắng.,1,phobert_v2_confident,1
Phần 3 về app này đi ạ . Hay quá,0,phobert_v2_confident,1
Có ai như mình...Nghe đến giữa bài thấy ghiền vãi chưởng xong replay hoài à =))),0,phobert_v2_confident,1
"Mình ko có ước mơ, ko có đam mê, ko có mục tiêu, từ trước đến nay mình học cx chỉ vì mình muốn giống mn, mình học vì gia đình mình, mình học vì ai cùng trang lứa cx thế. Nhiều khi mk cx chẳng hiểu mk đang học, đang sống vì điều j, mệt thật.",1,phobert_v2_confident,1
Hát đêm thứ bảy 24/10/20,0,phobert_v2_confident,1
tôi không đủ khả năng nhưng tôi chắc chắn sẽ thử,0,human_gold,3
"Em đang cần sự giúp đỡ ạ. Em bị rối loạn lo âu, suy nghĩ loạn xạ, mất ngủ trầm trọng ạ",1,phobert_v2_confident,1
Hiện tại em cảm thấy rơi vào trạng thái trầm cảm rồi,1,phobert_v2_confident,1
Nói thiệt chúng ta bị bị bệnh trầm cảm tất cả đều là cha mẹ không quan tâm chúng ta đến trường còn bị áp lực học hành về nhà nói với mẹ thì mẹ nói con có khổ bằng bị không cha mẹ suốt ngày đi làm vô trường thì bị thầy cô mắng mệt thật sự muốn nghỉ thì bị nói là lười biếng,1,weak_high_conf,2
Em chúc chị sam và anh Phong có một buổi tối vui vẽ,0,phobert_v2_confident,1
Hôm.nay thật sự mình chán nản quá. Nên mh ngồi đây nghe a ns để vơi đi sự buồn trong lòng. Bản thân cô đơn ko 1 bạn bè. Sống cô đơn ko chia sẻ vs ai dc. Cô đón vs chính gd của mh. Ck thì càng k hiểu và chia sẻ dc,1,phobert_v2_confident,1
Cảm ơn TSBs ngọc hải ạ,0,phobert_v2_confident,1
"Ngoài vụ ánh sáng thì còn lại là chưa chính xác nhe nhà Kat ơi. Còn tuỳ nguyên nhân rối loạn lo âu và trầm cảm là gì nữa. Trong một số trường hợp, đường cong lại càng trigger rối loạn cảm xúc mạnh hơn cả những đường thẳng khi người ở trong không gian đó cảm thấy mọi thứ khó đoán và mất kiểm soát, không rành mạch.",1,weak_high_conf,2
Hay quá hihihi yêu lắm hihi ủng hộ mãi hihihi love much,0,weak_high_conf,2
Cưới nhau gọi nhau kiểu gì nhờ 😂,0,phobert_v2_confident,1
"C Q hát hay quá ạ.. Từ lúc nghe c thì csong e tích cực hơn, k buồn nhiều vì những chuyện ko may xảy đến với mình.. Và tập trung yêu bản thân mình nhiều hơn.. Cảm ơn c nhiều ạ ❤",0,weak_high_conf,2
K bt ns j-),0,phobert_v2_confident,1
liệu mình còn gặp nhau ko hả anh,0,human_gold,3
Lân la vài câu em khóc như mưa rào anh ta làm em đau rồi phải không 💔,0,phobert_v2_confident,1
